

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc)
    95      7:EXC      7:EXC       1 (PPAC_YEAST,0.74,0.72,0.5,0.28,0.5,0,0.49,0.27)
    96      7:EXC      6:ME1   +   1 (PIR3_YEAST,0.77,0.73,0.51,0.27,0.5,0,0.34,0.22)
    97      7:EXC      9:POX   +   1 (PPA5_YEAST,0.74,0.74,0.51,0.27,0.5,0,0.5,0.22)
    98      4:ME3      4:ME3       1 (PMT2_YEAST,0.27,0.49,0.36,0.26,0.5,0,0.49,0.26)
    99      4:ME3      4:ME3       1 (YGL1_YEAST,0.38,0.56,0.38,0.16,0.5,0,0.53,0.22)
   100      4:ME3      4:ME3       0.999 (YCFI_YEAST,0.47,0.61,0.32,0.27,0.5,0,0.5,0.3)
   101      4:ME3      8:VAC   +   1 (YHT3_YEAST,0.49,0.55,0.35,0.23,0.5,0,0.57,0.22)
   102      4:ME3      4:ME3       1 (YHE0_YEAST,0.39,0.33,0.33,0.23,0.5,0,0.47,0.22)
   103      4:ME3      4:ME3       0.998 (SYG1_YEAST,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31)
   104      4:ME3      2:NUC   +   0.593 (YJ91_YEAST,0.47,0.43,0.35,0.32,0.5,0,0.54,0.22)
   105      4:ME3      1:CYT   +   0.761 (YJ12_YEAST,0.5,0.46,0.42,0.32,0.5,0,0.56,0.55)
   106      4:ME3      4:ME3       0.984 (YCH0_YEAST,0.55,0.35,0.36,0.29,0.5,0,0.51,0.22)
   107      4:ME3      3:MIT   +   0.511 (GLS1_YEAST,0.2,0.34,0.33,0.1,0.5,0,0.48,0.31)
   108      4:ME3      4:ME3       1 (HMD1_YEAST,0.51,0.63,0.3,0.35,0.5,0,0.53,0.27)
   109      4:ME3      4:ME3       1 (YB33_YEAST,0.46,0.59,0.38,0.12,0.5,0,0.5,0.22)
   110      4:ME3      4:ME3       0.818 (SNF3_YEAST,0.37,0.4,0.38,0.18,0.5,0,0.51,0.22)
   111      9:POX      1:CYT   +   1 (PAS3_YEAST,0.68,0.59,0.44,0.49,0.5,0,0.4,0.26)
   112      9:POX      9:POX       1 (YDA2_YEAST,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22)
   113      5:ME2      4:ME3   +   0.991 (MDL2_YEAST,0.72,0.56,0.4,0.26,0.5,0,0.51,0.26)
   114      5:ME2      4:ME3   +   1 (ACO1_YEAST,0.43,0.38,0.38,0.12,0.5,0,0.5,0.22)
   115      5:ME2      2:NUC   +   0.981 (SEC7_YEAST,0.37,0.42,0.46,0.15,0.5,0,0.51,0.31)
   116      5:ME2      2:NUC   +   0.956 (ERG7_YEAST,0.34,0.38,0.45,0.19,0.5,0,0.51,0.22)
   117      8:VAC      1:CYT   +   0.677 (VATX_YEAST,0.48,0.58,0.58,0.12,0.5,0,0.49,0.22)
   118      8:VAC      2:NUC   +   0.998 (STV1_YEAST,0.58,0.43,0.32,0.11,0.5,0,0.49,0.22)
   119     10:ERL      7:EXC   +   1 (PDI_YEAST,0.7,0.84,0.49,0.28,1,0,0.58,0.22)
     1      2:NUC      2:NUC       0.878 (FKB3_YEAST,0.54,0.57,0.52,0.19,0.5,0,0.59,0.67)
     2      2:NUC      2:NUC       0.539 (YKJ5_YEAST,0.36,0.48,0.61,0.26,0.5,0,0.5,0.16)
     3      2:NUC      1:CYT   +   0.891 (PR38_YEAST,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22)
     4      2:NUC      2:NUC       0.529 (PIK1_YEAST,0.45,0.4,0.43,0.22,0.5,0,0.51,0.48)
     5      2:NUC      1:CYT   +   0.831 (FBRL_YEAST,0.35,0.44,0.54,0.26,0.5,0,0.52,0.26)
     6      2:NUC      2:NUC       0.972 (MIF2_YEAST,0.37,0.31,0.53,0.16,0.5,0,0.53,0.44)
     7      2:NUC      2:NUC       0.968 (STH1_YEAST,0.66,0.65,0.53,0.17,0.5,0,0.47,0.66)
     8      2:NUC      2:NUC       0.998 (RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61)
     9      2:NUC      2:NUC       0.971 (RA52_YEAST,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31)
    10      2:NUC      3:MIT   +   0.997 (NUP1_YEAST,0.45,0.41,0.58,0.48,0.5,0,0.53,0.64)
    11      2:NUC      2:NUC       0.894 (YK42_YEAST,0.58,0.51,0.63,0.2,0.5,0,0.5,0.42)
    12      2:NUC      2:NUC       0.966 (STP1_YEAST,0.48,0.54,0.56,0.29,0.5,0,0.51,0.43)
    13      2:NUC      2:NUC       0.676 (MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28)
    14      2:NUC      1:CYT   +   0.996 (NHP2_YEAST,0.36,0.44,0.51,0.17,0.5,0,0.6,0.19)
    15      2:NUC      1:CYT   +   0.599 (MCM3_YEAST,0.53,0.51,0.51,0.11,0.5,0,0.49,0.41)
    16      2:NUC      2:NUC       0.811 (SWI3_YEAST,0.47,0.47,0.5,0.19,0.5,0,0.51,0.26)
    17      2:NUC      2:NUC       0.701 (HO_YEAST,0.53,0.53,0.53,0.17,0.5,0,0.49,0.37)
    18      2:NUC      3:MIT   +   0.425 (YAF1_YEAST,0.45,0.51,0.43,0.22,0.5,0,0.57,0.22)
    19      2:NUC      3:MIT   +   0.69 (TFB1_YEAST,0.63,0.58,0.57,0.1,0.5,0,0.52,0.33)
    20      2:NUC      3:MIT   +   0.573 (SIR1_YEAST,0.45,0.41,0.53,0.49,0.5,0,0.49,0.31)
    21      2:NUC      2:NUC       0.945 (PGD1_YEAST,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51)
    22      2:NUC      1:CYT   +   0.937 (PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31)
    23      2:NUC      1:CYT   +   0.678 (OPI1_YEAST,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22)
    24      2:NUC      2:NUC       0.953 (SFL1_YEAST,0.49,0.49,0.52,0.18,0.5,0,0.51,0.25)
    25      2:NUC      2:NUC       0.858 (SWI4_YEAST,0.55,0.38,0.52,0.16,0.5,0,0.49,0.64)
    26      2:NUC      1:CYT   +   0.726 (T2EA_YEAST,0.55,0.79,0.45,0.25,0.5,0,0.51,0.22)
    27      2:NUC      3:MIT   +   0.673 (YK44_YEAST,0.58,0.56,0.38,0.39,0.5,0,0.54,0.57)
    28      2:NUC      2:NUC       0.832 (PHO4_YEAST,0.44,0.42,0.57,0.22,0.5,0,0.5,0.25)
    29      2:NUC      2:NUC       0.874 (RFC2_YEAST,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33)
    30      2:NUC      2:NUC       0.895 (PR09_YEAST,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33)
    31      2:NUC      2:NUC       0.969 (H4_YEAST,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18)
    32      2:NUC      2:NUC       0.961 (RA25_YEAST,0.38,0.42,0.47,0.12,0.5,0,0.47,0.53)
    33      2:NUC      1:CYT   +   0.923 (SRD1_YEAST,0.53,0.25,0.59,0.27,0.5,0,0.45,0.26)
    34      2:NUC      1:CYT   +   0.906 (PUT3_YEAST,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3)
    35      2:NUC      2:NUC       0.975 (SSB1_YEAST,0.44,0.39,0.63,0.11,0.5,0,0.49,0.26)
    36      2:NUC      2:NUC       0.985 (PHO2_YEAST,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51)
    37      3:MIT      1:CYT   +   0.431 (MSH1_YEAST,0.49,0.44,0.45,0.55,0.5,0,0.48,0.22)
    38      3:MIT      3:MIT       0.998 (PT94_YEAST,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3)
    39      3:MIT      1:CYT   +   0.963 (MSP1_YEAST,0.63,0.6,0.5,0.27,0.5,0,0.55,0.22)
    40      3:MIT      3:MIT       0.657 (MPI1_YEAST,0.4,0.68,0.5,0.82,0.5,0,0.44,0.36)
    41      3:MIT      3:MIT       0.999 (PT12_YEAST,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27)
    42      3:MIT      2:NUC   +   0.917 (OM45_YEAST,0.75,0.66,0.64,0.39,0.5,0,0.46,0.32)
    43      3:MIT      3:MIT       0.618 (RT05_YEAST,0.38,0.54,0.54,0.41,0.5,0,0.51,0.22)
    44      3:MIT      2:NUC   +   1 (IATP_YEAST,0.47,0.63,0.66,0.45,0.5,0,0.37,0.11)
    45      3:MIT      1:CYT   +   0.932 (SYFM_YEAST,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22)
    46      3:MIT      3:MIT       0.499 (PIF1_YEAST,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38)
    47      3:MIT      2:NUC   +   0.928 (SYN_YEAST,0.47,0.41,0.53,0.27,0.5,0,0.47,0.25)
    48      3:MIT      1:CYT   +   0.855 (ODP2_YEAST,0.48,0.57,0.52,0.61,0.5,0,0.51,0.22)
    49      3:MIT      3:MIT       0.868 (SYLM_YEAST,0.6,0.51,0.52,0.45,0.5,0,0.5,0.27)
    50      3:MIT      2:NUC   +   0.632 (MSF1_YEAST,0.36,0.44,0.57,0.18,0.5,0,0.42,0.22)
    51      3:MIT      2:NUC   +   0.923 (PT27_YEAST,0.26,0.28,0.6,0.2,0.5,0,0.54,0.31)
    52      3:MIT      3:MIT       0.996 (MSS1_YEAST,0.58,0.57,0.54,0.69,0.5,0,0.54,0.22)
    53      3:MIT      3:MIT       0.994 (RM06_YEAST,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22)
    54      1:CYT      1:CYT       0.507 (TCPG_YEAST,0.59,0.51,0.47,0.21,0.5,0,0.47,0.22)
    55      1:CYT      2:NUC   +   0.549 (TIF3_YEAST,0.47,0.56,0.58,0.19,0.5,0,0.44,0.64)
    56      1:CYT      2:NUC   +   0.942 (SSD1_YEAST,0.45,0.45,0.51,0.3,0.5,0,0.48,0.44)
    57      1:CYT      1:CYT       0.69 (RAS1_YEAST,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22)
    58      1:CYT      1:CYT       0.417 (PDC2_YEAST,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22)
    59      1:CYT      1:CYT       0.915 (SC14_YEAST,0.38,0.4,0.53,0.12,0.5,0,0.55,0.22)
    60      1:CYT      2:NUC   +   0.898 (HS75_YEAST,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31)
    61      1:CYT      1:CYT       0.979 (G3P2_YEAST,0.57,0.35,0.5,0.43,0.5,0,0.53,0.22)
    62      1:CYT      1:CYT       0.922 (VRP1_YEAST,0.5,0.4,0.57,0.17,0.5,0,0.59,0.22)
    63      1:CYT      2:NUC   +   0.952 (EF1G_YEAST,0.52,0.45,0.53,0.34,0.5,0,0.52,0.44)
    64      1:CYT      3:MIT   +   0.99 (G3P3_YEAST,0.61,0.52,0.5,0.44,0.5,0,0.53,0.22)
    65      1:CYT      1:CYT       0.994 (RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16)
    66      1:CYT      3:MIT   +   0.999 (YPT1_YEAST,0.6,0.61,0.54,0.11,0.5,0,0.46,0.22)
    67      1:CYT      2:NUC   +   0.551 (RS11_YEAST,0.38,0.34,0.55,0.44,0.5,0,0.48,0.26)
    68      1:CYT      2:NUC   +   0.568 (TPS3_YEAST,0.4,0.44,0.5,0.13,0.5,0,0.52,0.39)
    69      1:CYT      2:NUC   +   0.896 (K6P1_YEAST,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28)
    70      1:CYT      2:NUC   +   0.816 (E2BD_YEAST,0.42,0.39,0.47,0.13,0.5,0,0.5,0.27)
    71      1:CYT      3:MIT   +   0.957 (NAT1_YEAST,0.5,0.36,0.53,0.41,0.5,0,0.55,0.36)
    72      1:CYT      1:CYT       0.675 (PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22)
    73      1:CYT      1:CYT       0.907 (HS83_YEAST,0.61,0.54,0.49,0.16,0.5,0,0.54,0.42)
    74      1:CYT      5:ME2   +   1 (RLA3_YEAST,0.73,0.6,0.47,0.2,0.5,0,0.72,0.22)
    75      1:CYT      1:CYT       0.973 (HS71_YEAST,0.53,0.48,0.51,0.18,0.5,0,0.52,0.27)
    76      1:CYT      2:NUC   +   0.54 (TSL1_YEAST,0.79,0.56,0.53,0.19,0.5,0,0.47,0.35)
    77      1:CYT      2:NUC   +   0.64 (SC65_YEAST,0.41,0.4,0.56,0.17,0.5,0,0.56,0.22)
    78      1:CYT      1:CYT       0.619 (TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22)
    79      1:CYT      2:NUC   +   0.693 (RS6_YEAST,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37)
    80      1:CYT      1:CYT       0.975 (RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11)
    81      1:CYT      1:CYT       0.826 (HEM3_YEAST,0.46,0.45,0.56,0.16,0.5,0,0.56,0.22)
    82      1:CYT      2:NUC   +   0.677 (PRC2_YEAST,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22)
    83      1:CYT      1:CYT       0.743 (6PGD_YEAST,0.74,0.53,0.5,0.08,0.5,0,0.55,0.31)
    84      1:CYT      1:CYT       0.501 (PMGY_YEAST,0.55,0.41,0.56,0.21,0.5,0,0.52,0.22)
    85      1:CYT      1:CYT       0.627 (SNF4_YEAST,0.43,0.47,0.47,0.18,0.5,0,0.47,0.22)
    86      1:CYT      1:CYT       0.895 (ST20_YEAST,0.3,0.45,0.55,0.19,0.5,0,0.53,0.4)
    87      1:CYT      2:NUC   +   0.654 (E2BG_YEAST,0.45,0.42,0.52,0.2,0.5,0,0.5,0.25)
    88      1:CYT      1:CYT       0.988 (R29B_YEAST,0.38,0.4,0.66,0.35,0.5,0,0.43,0.11)
    89      1:CYT      1:CYT       0.835 (G6PI_YEAST,0.46,0.46,0.53,0.23,0.5,0,0.51,0.22)
    90      1:CYT      1:CYT       0.956 (GLGB_YEAST,0.49,0.43,0.48,0.15,0.5,0,0.55,0.25)
    91      6:ME1      7:EXC   +   1 (FKB2_YEAST,0.74,0.72,0.47,0.25,0.5,0,0.57,0.22)
    92      6:ME1      6:ME1       1 (YB8I_YEAST,0.77,0.7,0.37,0.12,0.5,0,0.49,0.26)
    93      6:ME1      1:CYT   +   1 (PEP1_YEAST,0.74,0.89,0.32,0.24,0.5,0,0.54,0.32)
    94      6:ME1      6:ME1       1 (YJ64_YEAST,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42)
    95      7:EXC      1:CYT   +   0.568 (YN19_YEAST,0.41,0.59,0.46,0.19,0.5,0,0.36,0.22)
    96      7:EXC      3:MIT   +   0.995 (SPR1_YEAST,0.66,0.65,0.54,0.4,0.5,0,0.51,0.22)
    97      7:EXC      1:CYT   +   0.984 (INV1_YEAST,0.74,0.82,0.46,0.24,0.5,0,0.5,0.31)
    98      4:ME3      1:CYT   +   0.803 (PPA1_YEAST,0.66,0.55,0.34,0.2,0.5,0,0.62,0.22)
    99      4:ME3      4:ME3       1 (MA3T_YEAST,0.39,0.37,0.33,0.23,0.5,0,0.53,0.26)
   100      4:ME3      1:CYT   +   0.854 (KIN2_YEAST,0.36,0.35,0.47,0.22,0.5,0,0.44,0.31)
   101      4:ME3      4:ME3       1 (LYP1_YEAST,0.46,0.14,0.36,0.21,0.5,0,0.5,0.25)
   102      4:ME3      2:NUC   +   0.452 (PEM2_YEAST,0.48,0.49,0.45,0.23,0.5,0,0.51,0.22)
   103      4:ME3      4:ME3       0.674 (FUR4_YEAST,0.35,0.56,0.36,0.3,0.5,0,0.53,0.25)
   104      4:ME3      4:ME3       0.999 (KRE6_YEAST,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22)
   105      4:ME3      1:CYT   +   0.456 (YCT8_YEAST,0.32,0.45,0.39,0.14,0.5,0,0.45,0.22)
   106      4:ME3      2:NUC   +   0.877 (YB91_YEAST,0.43,0.6,0.4,0.12,0.5,0,0.49,0.29)
   107      4:ME3      4:ME3       0.998 (LAG1_YEAST,0.42,0.51,0.39,0.22,0.5,0,0.49,0.26)
   108      4:ME3      4:ME3       1 (TAT2_YEAST,0.39,0.46,0.33,0.18,0.5,0,0.53,0.22)
   109      4:ME3      4:ME3       0.613 (S61G_YEAST,0.49,0.31,0.43,0.24,0.5,0,0.54,0.22)
   110      4:ME3      6:ME1   +   1 (S61A_YEAST,0.55,0.72,0.35,0.26,0.5,0,0.49,0.22)
   111      9:POX      9:POX       1 (MDHP_YEAST,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22)
   112      9:POX      1:CYT   +   0.497 (PTSR_YEAST,0.5,0.5,0.54,0.16,0.5,0,0.49,0.22)
   113      5:ME2      6:ME1   +   1 (MNN9_YEAST,0.74,0.56,0.35,0.36,0.5,0,0.51,0.25)
   114      5:ME2      2:NUC   +   0.614 (SC22_YEAST,0.56,0.49,0.32,0.22,0.5,0,0.5,0.22)
   115      5:ME2      4:ME3   +   1 (SHR3_YEAST,0.7,0.57,0.34,0.19,0.5,0,0.53,0.27)
   116      5:ME2      9:POX   +   1 (YJ13_YEAST,0.68,0.5,0.43,0.27,0.5,0,0.61,0.22)
   117      8:VAC      2:NUC   +   0.592 (VPH1_YEAST,0.57,0.54,0.32,0.15,0.5,0,0.52,0.25)
   118      8:VAC      2:NUC   +   0.761 (VATL_YEAST,0.73,0.59,0.35,0.15,0.5,0,0.54,0.22)
   119     10:ERL      1:CYT   +   1 (KRE5_YEAST,0.86,0.92,0.5,0.37,1,0,0.53,0.32)
     1      2:NUC      1:CYT   +   0.934 (POB1_YEAST,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22)
     2      2:NUC      1:CYT   +   0.724 (DPO4_YEAST,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27)
     3      2:NUC      1:CYT   +   0.964 (RPB7_YEAST,0.52,0.46,0.56,0.25,0.5,0,0.52,0.22)
     4      2:NUC      3:MIT   +   0.974 (SRB5_YEAST,0.6,0.62,0.54,0.11,0.5,0,0.51,0.22)
     5      2:NUC      1:CYT   +   0.736 (RED1_YEAST,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39)
     6      2:NUC      2:NUC       0.994 (SMC2_YEAST,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22)
     7      2:NUC      2:NUC       0.826 (GCS1_YEAST,0.43,0.51,0.54,0.15,0.5,0,0.45,0.26)
     8      2:NUC      1:CYT   +   0.976 (PHD1_YEAST,0.48,0.46,0.58,0.26,0.5,0,0.44,0.22)
     9      2:NUC      1:CYT   +   1 (MCM1_YEAST,0.18,0.48,0.46,0.12,0.5,0,0,0.25)
    10      2:NUC      1:CYT   +   0.961 (YBG6_YEAST,0.28,0.41,0.46,0.18,0.5,0,0.47,0.39)
    11      2:NUC      1:CYT   +   0.982 (H3_YEAST,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16)
    12      2:NUC      3:MIT   +   1 (NSP1_YEAST,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22)
    13      2:NUC      2:NUC       0.788 (GTS1_YEAST,0.41,0.6,0.53,0.29,0.5,0,0.47,0.43)
    14      2:NUC      2:NUC       0.992 (SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0,0.19,0.33)
    15      2:NUC      1:CYT   +   0.967 (YKH4_YEAST,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22)
    16      2:NUC      2:NUC       0.868 (YHR8_YEAST,0.31,0.42,0.48,0.17,0.5,0,0.49,0.53)
    17      2:NUC      1:CYT   +   0.837 (RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22)
    18      2:NUC      1:CYT   +   0.741 (SWI6_YEAST,0.41,0.56,0.53,0.16,0.5,0,0.55,0.26)
    19      2:NUC      2:NUC       0.975 (MIG1_YEAST,0.43,0.39,0.59,0.13,0.5,0,0.41,0.43)
    20      2:NUC      2:NUC       0.942 (YHA9_YEAST,0.47,0.4,0.63,0.19,0.5,0,0.52,0.32)
    21      2:NUC      1:CYT   +   0.982 (H3_YEAST,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16)
    22      2:NUC      2:NUC       0.938 (YCZ6_YEAST,0.58,0.44,0.45,0.32,0.5,0,0.52,0.37)
    23      2:NUC      1:CYT   +   0.964 (RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0,0.42,0.22)
    24      2:NUC      1:CYT   +   0.768 (TOP1_YEAST,0.41,0.42,0.53,0.17,0.5,0,0.48,0.58)
    25      2:NUC      1:CYT   +   0.846 (NUF2_YEAST,0.64,0.76,0.51,0.18,0.5,0,0.46,0.22)
    26      2:NUC      2:NUC       0.568 (RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22)
    27      2:NUC      1:CYT   +   0.923 (NUP2_YEAST,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31)
    28      2:NUC      3:MIT   +   0.699 (SPT4_YEAST,0.73,0.52,0.59,0.25,0.5,0,0.51,0.22)
    29      2:NUC      1:CYT   +   0.96 (RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22)
    30      2:NUC      1:CYT   +   0.72 (TYSY_YEAST,0.47,0.46,0.53,0.12,0.5,0,0.51,0.25)
    31      2:NUC      2:NUC       0.972 (NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75)
    32      2:NUC      2:NUC       0.941 (SEN1_YEAST,0.47,0.37,0.46,0.28,0.5,0,0.52,0.99)
    33      2:NUC      2:NUC       0.984 (H4_YEAST,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18)
    34      2:NUC      1:CYT   +   0.515 (RPA9_YEAST,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22)
    35      2:NUC      2:NUC       0.714 (HPR1_YEAST,0.5,0.45,0.49,0.15,0.5,0,0.55,0.43)
    36      2:NUC      1:CYT   +   0.734 (RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22)
    37      3:MIT      1:CYT   +   0.831 (PT17_YEAST,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27)
    38      3:MIT      2:NUC   +   0.98 (NAM9_YEAST,0.37,0.51,0.57,0.4,0.5,0,0.48,0.27)
    39      3:MIT      1:CYT   +   0.93 (CACM_YEAST,0.45,0.39,0.46,0.29,0.5,0,0.42,0.22)
    40      3:MIT      3:MIT       0.932 (MDHM_YEAST,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22)
    41      3:MIT      2:NUC   +   0.676 (RM09_YEAST,0.58,0.53,0.57,0.46,0.5,0,0.51,0.27)
    42      3:MIT      3:MIT       0.983 (PT09_YEAST,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22)
    43      3:MIT      1:CYT   +   0.988 (RM31_YEAST,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11)
    44      3:MIT      1:CYT   +   0.983 (MS18_YEAST,0.63,0.47,0.56,0.12,0.5,0,0.5,0.22)
    45      3:MIT      3:MIT       1 (IDH2_YEAST,0.45,0.54,0.54,0.62,0.5,0,0.53,0.22)
    46      3:MIT      2:NUC   +   0.782 (IMP1_YEAST,0.67,0.51,0.53,0.28,0.5,0,0.51,0.22)
    47      3:MIT      1:CYT   +   0.564 (RM38_YEAST,0.6,0.46,0.59,0.16,0.5,0,0.49,0.22)
    48      3:MIT      1:CYT   +   0.984 (RM25_YEAST,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11)
    49      3:MIT      2:NUC   +   0.712 (ODO1_YEAST,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25)
    50      3:MIT      3:MIT       0.999 (MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22)
    51      3:MIT      1:CYT   +   0.85 (ISP6_YEAST,0.59,0.57,0.46,0.14,0.5,0,0.52,0.22)
    52      3:MIT      1:CYT   +   0.671 (YB8E_YEAST,0.56,0.71,0.47,0.21,0.5,0,0.52,0.22)
    53      3:MIT      1:CYT   +   0.494 (RT08_YEAST,0.45,0.38,0.64,0.14,0.5,0,0.54,0.22)
    54      1:CYT      2:NUC   +   0.506 (JNM1_YEAST,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22)
    55      1:CYT      1:CYT       0.496 (RHO2_YEAST,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22)
    56      1:CYT      1:CYT       0.864 (HEM2_YEAST,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22)
    57      1:CYT      1:CYT       0.966 (IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22)
    58      1:CYT      3:MIT   +   0.91 (FUS3_YEAST,0.51,0.58,0.54,0.29,0.5,0,0.53,0.22)
    59      1:CYT      1:CYT       0.959 (R167_YEAST,0.37,0.37,0.51,0.38,0.5,0,0.44,0.22)
    60      1:CYT      2:NUC   +   0.885 (PRC3_YEAST,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27)
    61      1:CYT      1:CYT       0.889 (SNF1_YEAST,0.39,0.45,0.51,0.29,0.5,0,0.54,0.22)
    62      1:CYT      1:CYT       0.984 (R14A_YEAST,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11)
    63      1:CYT      1:CYT       0.691 (FAD1_YEAST,0.43,0.51,0.48,0.14,0.5,0,0.5,0.22)
    64      1:CYT      1:CYT       0.979 (RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31)
    65      1:CYT      2:NUC   +   0.655 (SC25_YEAST,0.5,0.48,0.48,0.23,0.5,0,0.53,0.68)
    66      1:CYT      2:NUC   +   0.605 (MANA_YEAST,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22)
    67      1:CYT      2:NUC   +   0.916 (SR14_YEAST,0.61,0.5,0.61,0.21,0.5,0,0.55,0.54)
    68      1:CYT      1:CYT       0.658 (SC18_YEAST,0.34,0.46,0.52,0.19,0.5,0,0.53,0.26)
    69      1:CYT      1:CYT       0.988 (RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21)
    70      1:CYT      1:CYT       0.708 (SYSC_YEAST,0.3,0.33,0.55,0.12,0.5,0,0.53,0.38)
    71      1:CYT      1:CYT       0.732 (SEC8_YEAST,0.48,0.51,0.5,0.24,0.5,0,0.54,0.38)
    72      1:CYT      1:CYT       0.828 (HS74_YEAST,0.53,0.48,0.51,0.18,0.5,0,0.51,0.27)
    73      1:CYT      1:CYT       0.993 (RL3P_YEAST,0.24,0.25,0.57,0.28,0.5,0,0.51,0.11)
    74      1:CYT      2:NUC   +   0.952 (RHO1_YEAST,0.6,0.48,0.46,0.32,0.5,0,0.4,0.33)
    75      1:CYT      1:CYT       0.788 (R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25)
    76      1:CYT      1:CYT       0.996 (UBP1_YEAST,0.59,0.7,0.46,0.19,0.5,0,0.54,0.44)
    77      1:CYT      1:CYT       0.96 (PYC1_YEAST,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31)
    78      1:CYT      1:CYT       0.935 (IF2B_YEAST,0.41,0.35,0.6,0.22,0.5,0,0.56,0.79)
    79      1:CYT      3:MIT   +   0.886 (YCK2_YEAST,0.59,0.48,0.49,0.49,0.5,0,0.36,0.32)
    80      1:CYT      1:CYT       0.948 (PHSG_YEAST,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22)
    81      1:CYT      2:NUC   +   0.44 (PRCD_YEAST,0.53,0.59,0.48,0.14,0.5,0,0.51,0.22)
    82      1:CYT      1:CYT       0.877 (PRC6_YEAST,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28)
