

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
    30    1:unacc    1:unacc       1 (med,low,4,2,big,low)
    31    1:unacc    1:unacc       1 (high,low,2,4,med,low)
    32    1:unacc    1:unacc       1 (med,vhigh,2,2,big,high)
    33    1:unacc    1:unacc       1 (high,med,4,2,small,med)
    34    1:unacc    1:unacc       1 (low,high,5more,2,med,low)
    35    1:unacc    1:unacc       1 (high,med,2,4,small,med)
    36    1:unacc    1:unacc       1 (med,med,4,2,small,low)
    37    1:unacc    1:unacc       1 (vhigh,low,4,more,small,low)
    38    1:unacc    1:unacc       1 (high,low,3,2,big,low)
    39    1:unacc    1:unacc       1 (high,med,4,2,big,med)
    40    1:unacc    1:unacc       1 (high,high,3,2,small,med)
    41    1:unacc    1:unacc       1 (high,low,2,more,small,med)
    42    1:unacc    1:unacc       1 (high,high,2,more,big,low)
    43    1:unacc    1:unacc       1 (high,med,5more,more,big,low)
    44    1:unacc    1:unacc       1 (high,med,2,4,med,low)
    45    1:unacc    1:unacc       1 (low,low,4,2,small,med)
    46    1:unacc    1:unacc       1 (high,vhigh,2,4,small,med)
    47    1:unacc    1:unacc       1 (low,vhigh,3,2,big,high)
    48    1:unacc    1:unacc       0.997 (high,vhigh,5more,more,big,med)
    49    1:unacc    1:unacc       0.987 (low,high,5more,4,big,low)
    50    1:unacc    1:unacc       1 (med,med,5more,2,big,low)
    51    1:unacc    1:unacc       1 (high,high,5more,4,small,low)
    52    1:unacc    1:unacc       1 (low,med,2,2,small,high)
    53    1:unacc    1:unacc       1 (high,low,2,4,small,med)
    54    1:unacc    1:unacc       1 (vhigh,low,5more,2,small,low)
    55    1:unacc    1:unacc       0.998 (high,vhigh,3,more,big,high)
    56    1:unacc    1:unacc       0.999 (high,vhigh,2,4,med,high)
    57    1:unacc    1:unacc       0.992 (low,low,4,2,big,med)
    58    1:unacc    1:unacc       1 (high,med,2,more,small,med)
    59    1:unacc    1:unacc       1 (vhigh,low,4,4,med,low)
    60    1:unacc    1:unacc       0.995 (low,med,5more,more,big,low)
    61    1:unacc    1:unacc       0.995 (high,low,4,more,small,med)
    62    1:unacc    1:unacc       1 (vhigh,low,2,more,big,low)
    63    1:unacc    1:unacc       1 (high,med,2,more,med,low)
    64    1:unacc    1:unacc       1 (med,high,5more,more,small,low)
    65    1:unacc    1:unacc       1 (high,high,3,2,med,med)
    66    1:unacc    1:unacc       0.998 (high,high,5more,4,small,med)
    67    1:unacc    1:unacc       1 (high,vhigh,5more,4,med,med)
    68    1:unacc    1:unacc       1 (high,vhigh,5more,4,big,med)
    69    1:unacc    1:unacc       1 (med,vhigh,3,2,med,med)
    70    1:unacc    1:unacc       1 (high,low,2,2,med,low)
    71    1:unacc    1:unacc       1 (med,vhigh,5more,2,med,low)
    72    1:unacc    1:unacc       1 (high,high,3,2,med,low)
    73    1:unacc    1:unacc       1 (med,high,4,2,big,med)
    74    1:unacc    1:unacc       0.998 (med,low,4,2,med,high)
    75    1:unacc    1:unacc       0.911 (low,med,2,more,small,high)
    76    1:unacc    1:unacc       1 (med,high,4,4,small,low)
    77    1:unacc    1:unacc       1 (high,med,5more,2,small,low)
    78    1:unacc    1:unacc       0.896 (high,med,2,more,med,med)
    79    1:unacc    1:unacc       0.928 (low,vhigh,2,more,med,med)
    80    1:unacc    1:unacc       1 (high,vhigh,4,more,small,med)
    81    1:unacc    1:unacc       0.989 (low,high,5more,2,big,high)
    82    1:unacc    1:unacc       1 (low,vhigh,2,2,big,low)
    83    1:unacc    1:unacc       1 (vhigh,low,3,more,small,low)
    84    1:unacc    1:unacc       1 (med,high,5more,4,big,low)
    85    1:unacc    1:unacc       0.993 (low,vhigh,5more,more,small,med)
    86    1:unacc    1:unacc       1 (low,vhigh,3,more,small,low)
    87    1:unacc    1:unacc       1 (low,med,2,2,small,low)
    88    1:unacc    1:unacc       0.952 (med,high,2,4,med,med)
    89    1:unacc    1:unacc       1 (high,high,5more,2,med,med)
    90    1:unacc    1:unacc       1 (high,low,3,2,big,high)
    91    4:vgood    4:vgood       0.976 (low,med,2,4,big,high)
    92    4:vgood    4:vgood       0.985 (low,high,5more,4,big,high)
    93    4:vgood    4:vgood       0.985 (med,low,5more,4,big,high)
    94    4:vgood    4:vgood       0.984 (low,low,3,4,big,high)
    95    4:vgood    4:vgood       0.984 (low,med,4,more,med,high)
    96    4:vgood    4:vgood       0.973 (med,low,3,more,med,high)
    97    4:vgood    4:vgood       0.987 (low,high,5more,more,med,high)
    98      2:acc      2:acc       0.953 (med,high,2,more,big,high)
    99      2:acc      2:acc       0.983 (low,vhigh,3,4,small,high)
   100      2:acc      2:acc       0.999 (low,vhigh,4,more,small,high)
   101      2:acc      2:acc       1 (med,vhigh,2,4,med,high)
   102      2:acc      2:acc       0.999 (low,vhigh,2,more,med,high)
   103      2:acc      2:acc       0.998 (high,med,3,more,med,high)
   104      2:acc      2:acc       0.977 (vhigh,low,4,more,big,high)
   105      2:acc      2:acc       0.998 (high,med,3,4,big,high)
   106      2:acc      2:acc       0.88 (high,high,2,more,big,med)
   107      2:acc      2:acc       1 (med,vhigh,5more,more,big,med)
   108      2:acc      2:acc       0.997 (med,vhigh,2,more,big,high)
   109      2:acc      2:acc       0.982 (high,high,5more,more,med,med)
   110      2:acc      2:acc       0.999 (high,med,3,more,big,high)
   111      2:acc      2:acc       0.971 (med,med,4,more,big,med)
   112      2:acc      2:acc       0.999 (high,high,5more,4,big,med)
   113      2:acc      2:acc       1 (med,high,2,4,med,high)
   114      2:acc      2:acc       0.99 (med,high,4,more,small,high)
   115      2:acc      2:acc       1 (low,high,4,more,med,med)
   116      2:acc      2:acc       1 (med,vhigh,3,more,big,high)
   117      2:acc      2:acc       0.995 (high,low,4,more,small,high)
   118      2:acc      2:acc       1 (med,vhigh,5more,4,small,high)
   119      2:acc      2:acc       0.99 (low,vhigh,2,4,big,high)
   120      2:acc      2:acc       0.997 (vhigh,low,5more,4,med,high)
   121      2:acc      2:acc       0.946 (med,high,2,4,big,high)
   122      2:acc    1:unacc   +   0.727 (high,high,3,more,med,med)
   123      2:acc      2:acc       1 (high,high,3,more,big,med)
   124      2:acc      2:acc       1 (low,vhigh,4,4,small,high)
   125      2:acc      2:acc       0.998 (high,med,4,4,big,high)
   126      2:acc      2:acc       0.996 (low,high,5more,more,big,med)
   127      2:acc      2:acc       0.997 (high,low,4,more,med,med)
   128      2:acc      2:acc       0.918 (med,high,5more,4,med,med)
   129      2:acc      2:acc       1 (med,vhigh,4,4,big,high)
   130      2:acc      2:acc       0.882 (med,med,2,4,small,med)
   131      2:acc      2:acc       0.993 (low,vhigh,5more,4,med,high)
   132     3:good     3:good       0.973 (med,low,5more,more,med,med)
   133     3:good     3:good       0.966 (med,low,5more,more,big,med)
   134     3:good     3:good       0.974 (low,low,3,4,big,med)
   135     3:good     3:good       0.974 (low,med,4,more,med,med)
   136     3:good     3:good       0.975 (med,low,3,more,big,med)
   137     3:good     3:good       0.974 (low,low,5more,4,big,med)
   138     3:good     3:good       0.975 (med,low,4,4,big,med)
     1    1:unacc    1:unacc       1 (med,high,2,more,small,med)
     2    1:unacc    1:unacc       1 (med,vhigh,4,2,med,high)
     3    1:unacc    1:unacc       0.999 (low,med,4,2,small,high)
     4    1:unacc    1:unacc       1 (low,med,2,more,small,low)
     5    1:unacc    1:unacc       1 (low,low,5more,2,big,low)
     6    1:unacc    1:unacc       0.999 (med,low,4,more,med,low)
     7    1:unacc    1:unacc       1 (vhigh,low,3,4,small,low)
     8    1:unacc    1:unacc       1 (low,vhigh,2,2,med,low)
     9    1:unacc    1:unacc       1 (med,low,3,2,small,med)
    10    1:unacc    1:unacc       0.996 (high,high,4,4,small,med)
    11    1:unacc    1:unacc       1 (low,vhigh,4,4,big,low)
    12    1:unacc    1:unacc       1 (high,vhigh,2,more,small,high)
    13    1:unacc    1:unacc       1 (vhigh,low,5more,4,med,low)
    14    1:unacc    1:unacc       1 (med,vhigh,2,4,small,med)
    15    1:unacc    1:unacc       0.989 (low,med,4,4,small,low)
    16    1:unacc    1:unacc       1 (med,vhigh,3,4,small,med)
    17    1:unacc    1:unacc       1 (low,vhigh,5more,4,small,low)
    18    1:unacc    1:unacc       1 (low,low,4,2,small,low)
    19    1:unacc    1:unacc       1 (high,med,3,2,big,med)
    20    1:unacc    1:unacc       1 (med,vhigh,2,2,small,med)
    21    1:unacc    1:unacc       0.997 (high,med,4,more,small,med)
    22    1:unacc    1:unacc       1 (high,low,4,2,small,high)
    23    1:unacc    1:unacc       0.961 (high,high,2,more,small,high)
    24    1:unacc    1:unacc       0.993 (high,vhigh,5more,4,med,high)
    25    1:unacc    1:unacc       1 (high,vhigh,4,2,small,med)
    26    1:unacc    1:unacc       0.53 (vhigh,low,3,4,med,med)
    27    1:unacc    1:unacc       1 (high,vhigh,5more,more,small,low)
    28    1:unacc    1:unacc       0.955 (med,high,2,4,small,med)
    29    1:unacc    1:unacc       1 (low,low,3,more,small,low)
    30    1:unacc    1:unacc       1 (low,high,4,2,med,med)
    31    1:unacc    1:unacc       1 (high,low,2,2,med,med)
    32    1:unacc    1:unacc       1 (high,med,5more,2,big,low)
    33    1:unacc    1:unacc       1 (med,med,5more,2,small,med)
    34    1:unacc    1:unacc       1 (high,high,3,4,small,med)
    35    1:unacc    1:unacc       1 (med,high,5more,2,med,low)
    36    1:unacc    1:unacc       1 (low,vhigh,2,2,big,med)
    37    1:unacc    1:unacc       1 (vhigh,low,3,2,small,low)
    38    1:unacc    1:unacc       1 (high,high,3,2,big,med)
    39    1:unacc    1:unacc       1 (med,high,5more,2,med,high)
    40    1:unacc    1:unacc       1 (med,low,2,more,small,low)
    41    1:unacc    1:unacc       1 (vhigh,low,3,more,med,low)
    42    1:unacc    1:unacc       1 (high,vhigh,2,2,big,high)
    43    1:unacc    1:unacc       0.986 (low,med,5more,4,med,low)
    44    1:unacc    1:unacc       1 (low,vhigh,4,2,small,high)
    45    1:unacc    1:unacc       1 (low,high,3,more,med,low)
    46    1:unacc    1:unacc       1 (low,med,5more,2,small,low)
    47    1:unacc    1:unacc       1 (high,low,3,2,med,high)
    48    1:unacc    1:unacc       1 (med,low,2,2,big,high)
    49    1:unacc    1:unacc       1 (low,low,4,2,big,low)
    50    1:unacc    1:unacc       1 (low,med,5more,2,big,low)
    51    1:unacc    1:unacc       0.996 (low,vhigh,2,4,small,med)
    52    1:unacc    1:unacc       1 (high,vhigh,2,more,small,low)
    53    1:unacc    1:unacc       1 (med,med,2,more,small,low)
    54    1:unacc    1:unacc       0.998 (med,low,5more,more,big,low)
    55    1:unacc    1:unacc       1 (high,med,2,more,small,low)
    56    1:unacc    1:unacc       1 (low,low,4,2,med,low)
    57    1:unacc    1:unacc       1 (high,high,4,more,big,low)
    58    1:unacc    1:unacc       0.999 (med,low,5more,more,med,low)
    59    1:unacc    1:unacc       1 (high,low,5more,2,big,med)
    60    1:unacc    1:unacc       1 (vhigh,low,4,2,big,low)
    61    1:unacc    1:unacc       1 (low,low,4,more,small,low)
    62    1:unacc    1:unacc       1 (high,high,4,2,med,low)
    63    1:unacc    1:unacc       0.999 (vhigh,low,4,more,small,med)
    64    1:unacc    1:unacc       1 (med,vhigh,2,2,small,high)
    65    1:unacc    1:unacc       1 (med,vhigh,2,2,med,med)
    66    1:unacc    1:unacc       1 (vhigh,low,3,2,big,high)
    67    1:unacc    1:unacc       1 (low,high,4,2,big,med)
    68    1:unacc    1:unacc       1 (high,vhigh,2,2,med,low)
    69    1:unacc    1:unacc       1 (low,med,2,4,med,low)
    70    1:unacc    1:unacc       1 (low,high,5more,2,small,med)
    71    1:unacc    1:unacc       1 (med,med,5more,2,small,low)
    72    1:unacc    1:unacc       1 (low,med,2,more,med,low)
    73    1:unacc    1:unacc       1 (med,vhigh,5more,more,med,low)
    74    1:unacc    1:unacc       1 (low,med,2,2,med,med)
    75    1:unacc    1:unacc       1 (med,high,2,2,small,med)
    76    1:unacc    1:unacc       1 (low,vhigh,3,2,med,low)
    77    1:unacc    1:unacc       1 (med,med,3,2,med,med)
    78    1:unacc    1:unacc       1 (high,med,4,4,med,low)
    79    1:unacc    1:unacc       0.999 (low,low,3,2,med,med)
    80    1:unacc    1:unacc       0.992 (low,low,5more,4,small,low)
    81    1:unacc    1:unacc       0.996 (high,med,5more,more,small,med)
    82    1:unacc    1:unacc       1 (low,high,2,more,med,low)
    83    1:unacc    1:unacc       1 (low,low,5more,2,med,low)
    84    1:unacc    1:unacc       1 (low,low,3,2,small,low)
    85    1:unacc    1:unacc       1 (med,high,2,4,big,low)
    86    1:unacc    1:unacc       1 (low,high,4,4,small,low)
    87    1:unacc    1:unacc       1 (med,vhigh,5more,4,small,low)
    88    1:unacc    1:unacc       1 (low,high,3,4,med,low)
    89    1:unacc    1:unacc       0.999 (vhigh,low,3,more,small,med)
    90    1:unacc    1:unacc       0.983 (low,vhigh,5more,4,small,med)
    91    4:vgood    4:vgood       0.978 (med,med,5more,4,big,high)
    92    4:vgood    4:vgood       0.967 (low,med,4,4,med,high)
    93    4:vgood    4:vgood       0.987 (med,low,2,more,big,high)
    94    4:vgood    4:vgood       0.976 (low,med,4,more,big,high)
    95    4:vgood    4:vgood       0.966 (med,low,5more,4,med,high)
    96    4:vgood    4:vgood       0.986 (low,low,2,more,big,high)
    97    4:vgood    4:vgood       0.975 (med,low,5more,more,med,high)
    98      2:acc      2:acc       0.986 (med,med,5more,4,small,high)
    99      2:acc      2:acc       0.993 (low,vhigh,4,4,big,high)
   100      2:acc      2:acc       0.999 (vhigh,low,5more,more,small,high)
   101      2:acc      2:acc       0.868 (med,low,2,4,small,med)
   102      2:acc      2:acc       0.99 (vhigh,low,3,more,big,high)
   103      2:acc      2:acc       1 (high,high,5more,4,med,high)
   104      2:acc      2:acc       0.989 (high,low,3,4,big,med)
   105      2:acc      2:acc       1 (high,med,5more,4,med,high)
   106      2:acc      2:acc       0.999 (low,high,4,more,big,med)
   107      2:acc      2:acc       0.944 (med,high,3,4,big,high)
   108      2:acc      2:acc       0.971 (med,high,3,more,big,high)
   109      2:acc      2:acc       1 (med,med,4,4,med,med)
   110      2:acc      2:acc       0.999 (high,med,5more,more,big,med)
   111      2:acc      2:acc       1 (med,high,2,more,med,high)
   112      2:acc      2:acc       0.999 (med,vhigh,3,4,med,high)
   113      2:acc      2:acc       0.996 (low,med,2,4,small,med)
   114      2:acc      2:acc       0.995 (low,med,5more,more,small,med)
   115      2:acc      2:acc       0.995 (vhigh,low,5more,4,big,high)
   116      2:acc      2:acc       0.953 (med,high,2,4,big,med)
   117      2:acc      2:acc       0.999 (high,low,3,more,small,high)
   118      2:acc      2:acc       0.999 (high,med,4,more,med,high)
   119      2:acc      2:acc       0.965 (vhigh,low,3,4,big,high)
   120      2:acc      2:acc       0.989 (low,vhigh,4,4,med,high)
   121      2:acc      2:acc       0.999 (med,high,5more,more,small,high)
   122      2:acc      2:acc       1 (high,high,4,more,med,med)
   123      2:acc      2:acc       0.992 (med,low,3,more,small,med)
   124      2:acc      2:acc       0.988 (low,low,4,more,small,med)
   125      2:acc      2:acc       0.974 (med,high,4,more,med,high)
   126      2:acc      2:acc       0.996 (low,med,4,4,small,med)
   127      2:acc     3:good   +   0.972 (low,low,2,more,med,med)
   128      2:acc      2:acc       1 (med,high,4,4,small,high)
   129      2:acc      2:acc       0.999 (vhigh,low,3,4,big,med)
   130      2:acc      2:acc       0.998 (vhigh,low,4,4,small,high)
   131      2:acc      2:acc       0.999 (med,vhigh,4,more,med,high)
   132     3:good     3:good       0.952 (low,med,2,4,big,med)
   133     3:good     3:good       0.966 (low,low,5more,4,small,high)
   134     3:good     3:good       0.985 (low,low,3,more,big,med)
   135     3:good     3:good       0.951 (low,low,2,4,big,med)
   136     3:good     3:good       0.962 (low,med,4,4,small,high)
   137     3:good     3:good       0.987 (med,low,3,4,big,med)
   138     3:good     3:good       0.985 (low,med,4,more,big,med)
     1    1:unacc    1:unacc       1 (high,vhigh,2,more,med,med)
     2    1:unacc    1:unacc       1 (med,low,4,2,small,high)
     3    1:unacc    1:unacc       1 (high,vhigh,2,more,big,low)
     4    1:unacc    1:unacc       1 (vhigh,low,3,4,big,low)
     5    1:unacc    1:unacc       0.976 (low,low,3,2,big,high)
     6    1:unacc    1:unacc       0.995 (high,high,4,more,small,med)
     7    1:unacc    1:unacc       1 (med,low,2,2,small,low)
     8    1:unacc    1:unacc       1 (high,vhigh,4,2,big,low)
     9    1:unacc    1:unacc       1 (low,low,2,2,small,med)
    10    1:unacc    1:unacc       1 (low,low,2,4,med,low)
    11    1:unacc    1:unacc       1 (low,high,2,4,small,low)
    12    1:unacc    1:unacc       1 (high,med,4,2,small,low)
    13    1:unacc    1:unacc       1 (high,med,4,4,big,low)
    14    1:unacc    1:unacc       1 (low,low,3,4,med,low)
    15    1:unacc    1:unacc       0.998 (high,vhigh,5more,4,big,high)
    16    1:unacc    1:unacc       1 (low,vhigh,5more,2,med,med)
    17    1:unacc    1:unacc       1 (high,high,3,4,big,low)
    18    1:unacc    1:unacc       0.999 (low,med,2,4,big,low)
    19    1:unacc    1:unacc       1 (med,high,3,4,small,low)
    20    1:unacc    1:unacc       1 (high,vhigh,3,2,small,low)
    21    1:unacc    1:unacc       1 (low,high,4,2,small,med)
    22    1:unacc    1:unacc       1 (high,high,4,2,small,high)
    23    1:unacc    1:unacc       0.987 (low,low,4,4,big,low)
    24    1:unacc    1:unacc       1 (med,high,3,more,small,low)
    25    1:unacc    1:unacc       1 (high,vhigh,3,more,med,med)
    26    1:unacc    1:unacc       1 (med,high,2,2,small,low)
    27    1:unacc    1:unacc       1 (high,high,3,more,small,low)
    28    1:unacc    1:unacc       0.997 (low,med,5more,2,big,high)
    29    1:unacc    1:unacc       1 (med,vhigh,4,2,small,med)
    30    1:unacc    1:unacc       1 (low,high,4,2,big,low)
    31    1:unacc    1:unacc       1 (high,vhigh,4,more,med,low)
    32    1:unacc    1:unacc       1 (high,high,5more,2,med,low)
    33    1:unacc    1:unacc       1 (low,low,4,2,med,med)
    34    1:unacc    1:unacc       1 (med,med,4,2,med,low)
    35    1:unacc    1:unacc       1 (low,vhigh,4,more,med,low)
    36    1:unacc    1:unacc       1 (high,low,2,2,small,med)
    37    1:unacc    1:unacc       0.968 (med,high,5more,more,small,med)
    38    1:unacc    1:unacc       1 (high,med,4,more,med,low)
    39    1:unacc    1:unacc       1 (low,vhigh,4,2,med,high)
    40    1:unacc    1:unacc       0.999 (med,med,3,more,big,low)
    41    1:unacc    1:unacc       1 (med,med,5more,more,small,low)
    42    1:unacc    1:unacc       1 (high,vhigh,4,4,small,high)
    43    1:unacc    1:unacc       1 (vhigh,low,4,2,big,high)
    44    1:unacc    1:unacc       1 (low,low,5more,2,med,med)
    45    1:unacc    1:unacc       1 (med,vhigh,5more,more,big,low)
    46    1:unacc    1:unacc       1 (med,med,5more,2,small,high)
    47    1:unacc    1:unacc       1 (med,low,2,2,med,med)
    48    1:unacc    1:unacc       1 (med,med,4,2,med,med)
    49    1:unacc    1:unacc       1 (vhigh,low,5more,2,med,med)
    50    1:unacc    1:unacc       1 (high,vhigh,3,2,small,high)
    51    1:unacc    1:unacc       1 (med,high,5more,more,big,low)
    52    1:unacc    1:unacc       1 (med,vhigh,3,more,small,med)
    53    1:unacc    1:unacc       1 (vhigh,low,5more,2,med,high)
    54    1:unacc    1:unacc       1 (med,high,5more,2,small,low)
    55    1:unacc    1:unacc       0.998 (low,low,3,2,big,med)
    56    1:unacc    1:unacc       1 (low,high,2,2,med,high)
    57    1:unacc    1:unacc       1 (high,high,5more,2,small,low)
    58    1:unacc    1:unacc       1 (high,vhigh,5more,2,big,high)
    59    1:unacc    1:unacc       1 (med,high,3,2,small,high)
    60    1:unacc    1:unacc       1 (low,low,2,more,small,low)
    61    1:unacc    1:unacc       1 (low,high,3,2,big,low)
    62    1:unacc    1:unacc       0.998 (med,vhigh,2,more,small,high)
    63    1:unacc    1:unacc       1 (med,vhigh,3,more,big,low)
    64    1:unacc    1:unacc       1 (med,high,4,more,small,low)
    65    1:unacc    1:unacc       1 (high,med,2,2,med,high)
    66    1:unacc    1:unacc       1 (low,med,4,2,med,low)
    67    1:unacc    1:unacc       0.989 (low,low,5more,4,big,low)
    68    1:unacc    1:unacc       0.998 (low,med,4,2,med,high)
    69    1:unacc    1:unacc       1 (high,med,3,2,small,high)
    70    1:unacc    1:unacc       1 (vhigh,low,3,2,small,med)
    71    1:unacc    1:unacc       0.999 (low,high,3,2,med,high)
    72    1:unacc    1:unacc       1 (low,vhigh,3,2,big,med)
    73    1:unacc    1:unacc       1 (low,vhigh,4,2,big,high)
    74    1:unacc    1:unacc       1 (low,vhigh,2,2,small,med)
    75    1:unacc    1:unacc       1 (med,high,2,2,med,high)
    76    1:unacc    1:unacc       1 (med,med,5more,4,small,low)
    77    1:unacc    1:unacc       1 (high,med,4,more,big,low)
    78    1:unacc    1:unacc       0.999 (low,high,3,more,big,low)
    79    1:unacc    1:unacc       1 (low,vhigh,4,more,small,low)
    80    1:unacc    1:unacc       1 (med,high,4,2,med,low)
    81    1:unacc    1:unacc       0.999 (high,low,4,2,big,med)
    82    1:unacc    1:unacc       1 (high,high,4,more,med,low)
    83    1:unacc    1:unacc       1 (low,vhigh,3,2,med,med)
    84    1:unacc    1:unacc       1 (high,high,2,4,med,low)
    85    1:unacc    1:unacc       1 (med,vhigh,2,2,small,low)
    86    1:unacc    1:unacc       0.999 (med,low,4,2,big,high)
    87    1:unacc    1:unacc       1 (high,vhigh,2,more,small,med)
    88    1:unacc    1:unacc       1 (low,high,5more,2,small,low)
    89    1:unacc    1:unacc       1 (high,low,3,4,big,low)
    90    1:unacc    1:unacc       1 (med,med,4,more,small,low)
    91    4:vgood    4:vgood       0.983 (low,high,3,more,big,high)
    92    4:vgood    4:vgood       0.99 (med,low,2,4,big,high)
    93    4:vgood    4:vgood       0.917 (med,med,3,more,med,high)
    94    4:vgood    4:vgood       0.972 (med,med,3,4,big,high)
    95    4:vgood    4:vgood       0.973 (med,med,2,more,big,high)
    96    4:vgood    4:vgood       0.976 (med,med,3,more,big,high)
    97    4:vgood    4:vgood       0.967 (low,low,2,4,big,high)
    98      2:acc      2:acc       0.999 (high,low,5more,4,big,high)
    99      2:acc      2:acc       1 (med,vhigh,3,more,big,med)
   100      2:acc      2:acc       0.997 (med,med,4,4,small,med)
   101      2:acc      2:acc       0.995 (low,high,3,4,big,med)
   102      2:acc      2:acc       0.883 (med,high,2,4,small,high)
   103      2:acc      2:acc       0.99 (med,vhigh,5more,more,small,high)
   104      2:acc      2:acc       0.988 (med,med,5more,more,med,med)
   105      2:acc      2:acc       1 (high,high,2,4,big,high)
   106      2:acc      2:acc       0.999 (med,vhigh,5more,more,med,high)
   107      2:acc      2:acc       0.999 (med,vhigh,3,more,small,high)
   108      2:acc      2:acc       0.996 (low,high,5more,4,small,med)
   109      2:acc      2:acc       0.991 (med,med,5more,4,big,med)
   110      2:acc      2:acc       0.969 (med,med,2,more,med,high)
   111      2:acc      2:acc       0.995 (low,vhigh,5more,4,small,high)
   112      2:acc      2:acc       0.997 (low,high,2,4,big,med)
   113      2:acc      2:acc       0.965 (low,vhigh,4,more,big,high)
   114      2:acc      2:acc       0.993 (med,med,2,more,med,med)
   115      2:acc      2:acc       0.998 (med,med,3,4,med,med)
   116      2:acc      2:acc       1 (high,med,2,more,med,high)
   117      2:acc      2:acc       0.983 (high,med,2,4,big,med)
   118      2:acc      2:acc       0.995 (med,vhigh,4,more,big,high)
   119      2:acc      2:acc       0.998 (med,low,4,4,small,med)
   120      2:acc      2:acc       0.999 (med,vhigh,4,4,small,high)
   121      2:acc      2:acc       0.993 (low,vhigh,5more,4,med,med)
   122      2:acc      2:acc       0.999 (high,low,4,more,med,high)
   123      2:acc      2:acc       0.998 (low,med,4,more,small,med)
   124      2:acc      2:acc       0.993 (med,high,4,4,big,med)
   125      2:acc      2:acc       0.977 (med,high,5more,4,med,high)
   126      2:acc      2:acc       0.998 (low,vhigh,3,more,big,med)
   127      2:acc      2:acc       0.99 (med,high,4,more,med,med)
   128      2:acc      2:acc       0.978 (med,high,4,4,big,high)
   129      2:acc      2:acc       0.996 (low,vhigh,5more,4,big,high)
   130      2:acc      2:acc       1 (vhigh,low,4,4,med,high)
   131      2:acc      2:acc       0.954 (high,high,4,4,med,med)
   132     3:good     3:good       0.981 (low,low,5more,more,med,med)
   133     3:good     3:good       0.979 (low,low,4,4,small,high)
   134     3:good     3:good       0.961 (med,low,2,4,big,med)
   135     3:good     3:good       0.969 (low,low,2,more,med,high)
   136     3:good     3:good       0.968 (low,med,3,4,small,high)
   137     3:good     3:good       0.979 (low,med,5more,4,big,med)
   138     3:good     3:good       0.939 (low,med,3,more,med,med)
     1    1:unacc    1:unacc       1 (med,high,3,2,med,high)
     2    1:unacc    1:unacc       0.982 (low,med,3,4,big,low)
     3    1:unacc    1:unacc       1 (med,med,5more,2,med,low)
     4    1:unacc    1:unacc       1 (high,vhigh,5more,2,small,high)
     5    1:unacc    1:unacc       1 (med,vhigh,5more,2,med,med)
     6    1:unacc    1:unacc       1 (high,vhigh,3,4,small,med)
     7    1:unacc    1:unacc       1 (high,med,5more,2,med,low)
     8    1:unacc    1:unacc       1 (med,vhigh,4,more,big,low)
     9    1:unacc    1:unacc       1 (med,low,5more,2,small,med)
    10    1:unacc    1:unacc       0.995 (med,high,3,4,big,low)
    11    1:unacc    1:unacc       1 (med,low,2,2,small,med)
    12    1:unacc    1:unacc       1 (low,med,3,4,small,low)
    13    1:unacc    1:unacc       0.996 (high,med,5more,4,big,low)
    14    1:unacc    1:unacc       1 (high,high,2,2,small,high)
    15    1:unacc    1:unacc       0.997 (low,low,5more,2,small,high)
    16    1:unacc    1:unacc       1 (med,low,3,2,med,med)
    17    1:unacc    1:unacc       0.999 (med,med,4,2,big,med)
    18    1:unacc    1:unacc       1 (high,vhigh,4,2,med,low)
    19    1:unacc    1:unacc       1 (high,low,2,4,big,low)
    20    1:unacc    1:unacc       1 (high,low,2,more,med,low)
    21    1:unacc    1:unacc       1 (med,high,3,4,med,low)
    22    1:unacc    1:unacc       0.993 (vhigh,low,4,4,small,med)
    23    1:unacc    1:unacc       1 (high,high,5more,more,big,low)
    24    1:unacc    1:unacc       1 (med,vhigh,3,2,small,med)
    25    1:unacc    1:unacc       1 (high,vhigh,3,4,big,med)
    26    1:unacc    1:unacc       1 (high,med,4,2,med,low)
    27    1:unacc    1:unacc       1 (med,med,3,more,small,low)
    28    1:unacc    1:unacc       0.991 (low,med,3,2,big,high)
    29    1:unacc    1:unacc       1 (med,vhigh,5more,4,med,low)
    30    1:unacc    1:unacc       1 (med,med,3,4,small,low)
    31    1:unacc    1:unacc       1 (med,vhigh,2,more,med,low)
    32    1:unacc    1:unacc       1 (low,high,4,4,med,low)
    33    1:unacc    1:unacc       0.993 (low,low,3,2,med,high)
    34    1:unacc    1:unacc       1 (med,vhigh,3,2,big,med)
    35    1:unacc    1:unacc       1 (med,vhigh,2,2,med,high)
    36    1:unacc    1:unacc       1 (high,med,2,more,big,low)
    37    1:unacc    1:unacc       1 (high,low,5more,2,med,low)
    38    1:unacc    1:unacc       0.984 (high,vhigh,3,more,med,high)
    39    1:unacc    1:unacc       1 (low,med,3,2,big,low)
    40    1:unacc    1:unacc       1 (med,low,4,more,small,low)
    41    1:unacc    1:unacc       1 (vhigh,low,5more,2,big,high)
    42    1:unacc    1:unacc       0.992 (med,low,2,4,big,low)
    43    1:unacc    1:unacc       1 (med,vhigh,2,4,big,low)
    44    1:unacc    1:unacc       1 (med,low,2,more,big,low)
    45    1:unacc    1:unacc       1 (vhigh,low,3,2,med,low)
