

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    61        2:2        3:3   +   0.492 (32,4,4,2,1,0,3,4,0)
    62        2:2        3:3   +   0.847 (29,4,4,3,1,1,3,2,0)
    63        2:2        2:2       0.544 (46,4,3,5,1,1,1,4,0)
    64        2:2        3:3   +   0.427 (30,3,4,7,1,1,2,4,0)
    65        2:2        3:3   +   0.716 (23,4,3,3,1,1,3,3,0)
    66        2:2        3:3   +   0.453 (26,4,4,1,1,0,2,3,0)
    67        2:2        2:2       0.633 (32,4,4,2,1,1,1,4,0)
    68        3:3        3:3       0.561 (24,4,4,2,1,0,3,3,0)
    69        3:3        2:2   +   0.557 (34,3,4,3,0,0,3,4,0)
    70        3:3        3:3       0.787 (30,3,2,3,1,1,3,3,0)
    71        3:3        2:2   +   0.713 (39,4,4,2,0,1,3,4,0)
    72        3:3        1:1   +   0.819 (47,1,3,9,1,0,3,3,0)
    73        3:3        1:1   +   0.8 (35,1,2,6,1,1,2,2,1)
    74        3:3        3:3       0.722 (25,4,4,3,1,1,3,3,0)
    75        3:3        3:3       0.603 (25,2,3,2,1,1,2,4,0)
    76        3:3        2:2   +   0.567 (36,4,4,3,1,1,2,4,0)
    77        3:3        3:3       0.489 (37,3,4,3,0,1,3,4,0)
    78        3:3        3:3       0.658 (32,2,3,5,1,0,2,3,0)
    79        3:3        3:3       0.557 (24,3,4,4,1,1,2,3,0)
    80        3:3        3:3       0.681 (28,2,3,3,1,1,2,4,0)
    81        3:3        3:3       0.68 (21,3,3,1,1,1,3,2,0)
    82        3:3        3:3       0.787 (27,3,3,3,1,1,2,2,0)
    83        3:3        2:2   +   0.59 (37,3,4,4,0,1,2,4,0)
    84        3:3        2:2   +   0.847 (39,4,4,2,0,1,1,3,0)
    85        3:3        3:3       0.749 (27,3,4,2,1,1,3,2,0)
    86        3:3        3:3       0.665 (25,3,4,3,1,0,3,4,0)
    87        3:3        1:1   +   0.736 (35,1,2,5,1,1,2,2,1)
    88        3:3        2:2   +   0.708 (39,4,4,3,1,1,2,4,0)
    89        3:3        1:1   +   0.867 (21,2,1,3,1,0,3,1,1)
    90        3:3        3:3       0.519 (28,2,4,7,1,1,3,3,0)
    91        3:3        2:2   +   0.515 (31,3,4,5,1,1,1,4,0)
    92        3:3        3:3       0.67 (26,3,2,5,1,1,2,2,0)
    93        3:3        3:3       0.6 (28,3,3,3,1,0,2,4,0)
    94        3:3        3:3       0.659 (32,3,3,4,1,1,2,1,0)
    95        3:3        3:3       0.606 (37,4,4,4,1,1,3,2,0)
    96        3:3        2:2   +   0.607 (34,3,4,4,1,1,1,3,0)
    97        3:3        3:3       0.482 (20,3,3,2,1,1,2,4,0)
    98        3:3        3:3       0.518 (23,4,4,1,1,1,3,3,0)
    99        3:3        1:1   +   0.486 (41,1,4,9,1,1,2,1,0)
   100        3:3        2:2   +   0.637 (24,4,4,1,1,0,1,4,0)
   101        3:3        3:3       0.638 (22,4,4,1,1,1,2,3,0)
   102        3:3        3:3       0.756 (35,2,3,5,1,1,3,3,0)
   103        3:3        2:2   +   0.603 (31,4,4,1,1,1,1,4,0)
   104        3:3        3:3       0.738 (29,3,3,1,1,1,3,3,0)
   105        3:3        3:3       0.532 (31,3,4,4,1,0,3,3,0)
   106        3:3        2:2   +   0.678 (38,4,4,6,1,1,2,4,0)
   107        3:3        3:3       0.578 (30,2,2,4,1,1,2,1,0)
   108        3:3        2:2   +   0.866 (46,4,4,4,0,1,1,4,0)
   109        3:3        3:3       0.623 (25,3,3,2,1,1,2,3,0)
   110        3:3        2:2   +   0.553 (38,4,4,5,1,1,2,3,0)
   111        3:3        1:1   +   0.497 (23,2,3,2,1,1,3,1,0)
   112        3:3        3:3       0.557 (28,3,4,2,1,1,2,3,0)
   113        3:3        2:2   +   0.737 (33,4,4,2,1,0,1,4,0)
   114        3:3        2:2   +   0.917 (44,4,4,5,1,0,1,4,0)
   115        3:3        2:2   +   0.424 (34,2,4,7,1,1,2,3,0)
   116        3:3        3:3       0.619 (23,4,4,3,1,1,3,3,0)
   117        3:3        1:1   +   0.874 (46,1,2,9,1,0,3,4,1)
   118        3:3        3:3       0.492 (32,4,4,2,1,0,3,4,0)
     1        1:1        3:3   +   0.691 (24,3,4,2,1,1,2,2,0)
     2        1:1        2:2   +   0.572 (35,4,4,1,1,1,1,3,0)
     3        1:1        2:2   +   0.631 (37,4,4,2,1,1,1,4,0)
     4        1:1        1:1       0.897 (42,1,3,12,1,1,2,4,0)
     5        1:1        3:3   +   0.66 (20,2,3,3,1,1,3,4,0)
     6        1:1        2:2   +   0.636 (33,4,4,1,0,0,3,4,0)
     7        1:1        3:3   +   0.599 (30,3,4,4,0,1,2,3,0)
     8        1:1        1:1       0.968 (48,1,1,6,1,1,2,3,1)
     9        1:1        3:3   +   0.682 (24,3,3,2,1,0,3,2,0)
    10        1:1        1:1       0.696 (47,1,4,7,1,1,2,3,0)
    11        1:1        3:3   +   0.498 (29,3,4,4,1,0,1,3,0)
    12        1:1        1:1       0.503 (25,3,2,1,1,0,3,3,0)
    13        1:1        1:1       0.587 (32,1,3,4,1,1,2,2,1)
    14        1:1        2:2   +   0.59 (26,4,4,1,1,1,1,4,0)
    15        1:1        1:1       0.904 (22,3,4,0,1,0,3,4,0)
    16        1:1        1:1       0.537 (38,3,3,4,0,0,3,2,1)
    17        1:1        3:3   +   0.544 (36,3,3,3,0,0,2,3,1)
    18        1:1        3:3   +   0.407 (34,2,4,6,1,0,3,4,0)
    19        1:1        3:3   +   0.494 (30,4,4,4,1,1,2,4,0)
    20        1:1        2:2   +   0.62 (30,4,4,1,1,0,1,4,0)
    21        1:1        3:3   +   0.665 (37,2,3,2,0,0,3,3,0)
    22        1:1        3:3   +   0.66 (37,3,3,6,1,1,2,2,0)
    23        1:1        1:1       0.496 (18,3,4,1,1,1,3,3,0)
    24        1:1        1:1       0.963 (19,2,2,0,1,1,2,2,0)
    25        1:1        1:1       0.747 (29,4,4,0,1,0,2,4,0)
    26        1:1        3:3   +   0.557 (36,1,4,2,1,1,2,2,0)
    27        1:1        1:1       0.951 (28,2,4,0,1,1,3,1,0)
    28        1:1        2:2   +   0.444 (27,4,4,1,0,1,3,4,0)
    29        1:1        2:2   +   0.594 (35,4,4,2,0,1,3,4,0)
    30        1:1        3:3   +   0.626 (29,3,4,1,0,1,2,3,0)
    31        1:1        3:3   +   0.518 (34,3,4,4,0,1,3,1,1)
    32        1:1        2:2   +   0.613 (42,4,4,1,1,1,2,4,0)
    33        1:1        3:3   +   0.347 (47,3,4,3,1,1,2,3,0)
    34        2:2        2:2       0.433 (25,4,4,1,1,1,1,4,0)
    35        2:2        2:2       0.438 (28,4,4,2,1,0,1,3,0)
    36        2:2        3:3   +   0.595 (33,3,4,5,0,1,3,3,0)
    37        2:2        3:3   +   0.51 (39,3,4,5,1,1,3,4,0)
    38        2:2        3:3   +   0.463 (27,4,4,2,1,1,1,3,0)
    39        2:2        1:1   +   0.658 (34,2,2,8,1,1,2,2,0)
    40        2:2        3:3   +   0.56 (24,4,4,1,1,1,3,4,0)
    41        2:2        2:2       0.717 (37,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.925 (41,4,4,4,0,1,1,4,0)
    43        2:2        2:2       0.742 (39,4,4,5,1,1,1,4,0)
    44        2:2        2:2       0.467 (28,4,4,4,1,1,1,3,0)
    45        2:2        2:2       0.699 (40,4,4,4,1,1,1,3,0)
    46        2:2        3:3   +   0.584 (28,3,4,2,0,1,2,3,0)
    47        2:2        2:2       0.699 (46,4,4,4,1,1,1,4,0)
    48        2:2        2:2       0.879 (41,4,4,4,0,0,2,4,0)
    49        2:2        3:3   +   0.642 (32,3,3,2,1,0,3,4,0)
    50        2:2        3:3   +   0.72 (26,3,4,3,1,1,2,3,0)
    51        2:2        2:2       0.682 (26,4,4,2,1,0,1,4,0)
    52        2:2        2:2       0.532 (36,4,4,2,1,1,2,4,0)
    53        2:2        2:2       0.85 (42,4,4,5,1,1,1,4,0)
    54        2:2        3:3   +   0.625 (37,2,3,7,1,1,3,4,0)
    55        2:2        3:3   +   0.492 (20,3,4,1,1,1,3,2,0)
    56        2:2        1:1   +   0.393 (44,2,3,1,0,1,2,4,0)
    57        2:2        2:2       0.879 (41,4,4,4,0,0,2,4,0)
    58        2:2        2:2       0.757 (36,4,4,3,1,1,1,4,0)
    59        2:2        3:3   +   0.556 (24,3,4,5,1,1,1,2,1)
    60        2:2        2:2       0.753 (27,4,4,1,0,0,1,4,0)
    61        2:2        2:2       0.487 (37,4,3,8,1,1,1,4,0)
    62        2:2        2:2       0.884 (44,4,4,4,1,1,1,4,0)
    63        2:2        2:2       0.699 (46,4,4,4,1,1,1,4,0)
    64        2:2        2:2       0.754 (35,4,4,2,1,0,1,4,0)
    65        2:2        3:3   +   0.525 (31,3,4,4,1,1,1,3,0)
    66        2:2        3:3   +   0.533 (35,4,4,3,1,1,2,3,0)
    67        3:3        1:1   +   0.499 (25,2,3,1,1,1,3,1,0)
    68        3:3        3:3       0.57 (24,1,2,3,1,1,3,2,0)
    69        3:3        3:3       0.637 (22,3,3,1,1,1,3,2,0)
    70        3:3        3:3       0.601 (25,2,3,2,1,1,3,1,0)
    71        3:3        3:3       0.569 (20,3,4,2,1,1,1,3,0)
    72        3:3        3:3       0.595 (19,2,4,1,1,1,2,3,0)
    73        3:3        3:3       0.661 (37,2,3,6,1,1,3,4,0)
    74        3:3        3:3       0.593 (36,2,3,6,1,1,2,4,0)
    75        3:3        3:3       0.585 (34,2,3,3,0,1,3,2,1)
    76        3:3        2:2   +   0.699 (46,4,4,4,1,1,1,4,0)
    77        3:3        2:2   +   0.783 (34,4,4,3,1,1,1,4,0)
    78        3:3        2:2   +   0.504 (28,4,4,3,0,0,3,4,0)
    79        3:3        3:3       0.517 (22,1,3,2,1,1,3,2,0)
    80        3:3        1:1   +   0.54 (28,1,2,4,1,1,2,3,0)
    81        3:3        3:3       0.612 (30,1,3,2,1,1,3,4,0)
    82        3:3        3:3       0.652 (32,1,4,4,1,1,3,2,0)
    83        3:3        2:2   +   0.799 (38,4,4,2,1,0,1,4,0)
    84        3:3        3:3       0.665 (17,3,4,1,1,1,3,3,0)
    85        3:3        2:2   +   0.565 (27,4,4,2,1,1,1,4,0)
    86        3:3        3:3       0.721 (25,3,4,2,1,1,3,3,0)
    87        3:3        3:3       0.766 (30,3,3,4,1,0,3,2,0)
    88        3:3        2:2   +   0.713 (43,4,4,2,1,1,1,4,0)
    89        3:3        2:2   +   0.448 (28,4,4,1,0,0,2,4,0)
    90        3:3        3:3       0.699 (28,4,3,2,1,1,3,2,0)
    91        3:3        3:3       0.674 (33,3,3,4,1,0,2,2,0)
    92        3:3        3:3       0.59 (17,3,3,1,1,1,2,4,0)
    93        3:3        3:3       0.599 (30,4,4,2,1,0,2,2,0)
    94        3:3        3:3       0.655 (22,2,4,1,1,1,3,3,0)
    95        3:3        1:1   +   0.462 (34,1,4,4,1,1,3,4,1)
    96        3:3        1:1   +   0.541 (22,1,3,2,1,1,3,1,0)
    97        3:3        3:3       0.531 (26,3,4,2,1,0,2,4,0)
    98        3:3        3:3       0.439 (22,4,4,1,1,0,2,4,0)
    99        3:3        3:3       0.751 (22,4,4,3,1,1,3,2,0)
   100        3:3        2:2   +   0.671 (27,4,4,1,0,0,1,3,0)
   101        3:3        3:3       0.681 (24,4,4,2,1,1,3,3,0)
   102        3:3        1:1   +   0.486 (35,1,2,4,1,0,4,4,0)
   103        3:3        2:2   +   0.444 (27,4,4,1,0,1,3,4,0)
   104        3:3        3:3       0.686 (32,2,3,4,1,0,2,2,0)
   105        3:3        3:3       0.586 (27,2,4,3,1,1,4,4,0)
   106        3:3        1:1   +   0.488 (45,2,3,3,0,0,2,4,0)
   107        3:3        3:3       0.53 (26,1,2,3,1,0,3,2,0)
   108        3:3        1:1   +   0.5 (21,2,2,1,1,1,4,3,0)
   109        3:3        3:3       0.424 (46,3,4,4,1,0,3,4,0)
   110        3:3        3:3       0.53 (22,3,2,2,1,1,2,1,0)
   111        3:3        3:3       0.662 (33,3,3,4,1,0,2,3,0)
   112        3:3        3:3       0.692 (27,3,3,5,1,1,2,4,0)
   113        3:3        2:2   +   0.82 (41,4,4,8,1,1,1,4,0)
   114        3:3        3:3       0.719 (30,2,3,5,1,0,3,4,0)
   115        3:3        3:3       0.444 (40,2,4,3,0,1,3,4,0)
   116        3:3        3:3       0.53 (20,4,4,2,1,1,1,3,0)
   117        3:3        2:2   +   0.829 (41,4,4,5,1,1,1,4,0)
   118        3:3        2:2   +   0.675 (36,4,4,3,0,1,3,4,0)
     1        1:1        3:3   +   0.443 (42,3,3,5,1,1,2,2,0)
     2        1:1        1:1       0.924 (38,1,2,8,1,1,3,3,1)
     3        1:1        3:3   +   0.452 (23,2,4,2,1,1,1,4,0)
     4        1:1        3:3   +   0.784 (30,2,3,4,1,0,3,2,0)
     5        1:1        2:2   +   0.504 (27,4,4,1,0,0,2,4,0)
     6        1:1        3:3   +   0.618 (41,2,2,5,0,1,2,2,0)
     7        1:1        1:1       0.763 (47,2,2,7,1,1,2,2,0)
     8        1:1        1:1       0.486 (31,3,2,1,1,1,3,4,0)
     9        1:1        3:3   +   0.496 (16,2,4,1,1,1,3,4,0)
    10        1:1        3:3   +   0.737 (25,2,2,3,1,1,3,3,0)
    11        1:1        1:1       0.846 (47,1,2,2,1,1,2,4,0)
    12        1:1        3:3   +   0.603 (19,2,2,2,1,1,3,1,0)
    13        1:1        2:2   +   0.754 (28,4,4,3,0,0,1,4,0)
    14        1:1        2:2   +   0.752 (45,3,4,2,0,1,1,4,0)
    15        1:1        3:3   +   0.498 (23,4,4,2,1,0,3,3,0)
    16        1:1        1:1       0.976 (33,1,2,0,1,0,3,3,0)
    17        1:1        3:3   +   0.869 (17,2,3,1,1,1,3,2,0)
    18        1:1        1:1       0.812 (40,2,2,6,1,1,2,2,1)
    19        1:1        2:2   +   0.4 (42,2,3,2,1,1,1,4,0)
    20        1:1        3:3   +   0.648 (23,3,3,2,1,1,3,3,0)
    21        1:1        1:1       0.988 (48,1,1,8,1,1,1,1,1)
    22        1:1        3:3   +   0.508 (28,4,4,5,1,0,3,4,0)
    23        1:1        2:2   +   0.394 (39,3,4,1,0,1,3,4,0)
    24        1:1        1:1       0.937 (43,1,2,8,1,1,2,2,1)
    25        1:1        1:1       0.769 (18,2,3,1,1,1,2,3,0)
    26        1:1        2:2   +   0.346 (48,3,4,5,1,1,2,3,0)
    27        1:1        2:2   +   0.658 (43,4,4,5,1,1,1,3,0)
    28        1:1        1:1       0.857 (22,4,4,0,1,1,3,2,0)
    29        1:1        1:1       0.996 (40,1,1,0,1,1,3,2,0)
    30        1:1        2:2   +   0.742 (32,4,4,1,0,1,1,4,0)
    31        1:1        3:3   +   0.611 (36,2,3,6,1,1,2,3,0)
    32        1:1        2:2   +   0.806 (47,4,4,1,0,1,1,4,0)
    33        1:1        1:1       0.568 (25,1,3,1,1,1,4,2,0)
    34        2:2        2:2       0.499 (33,4,4,5,1,1,2,4,0)
    35        2:2        1:1   +   0.492 (20,3,4,1,1,1,2,4,0)
    36        2:2        3:3   +   0.555 (33,4,4,3,1,1,3,4,0)
    37        2:2        3:3   +   0.635 (22,4,4,1,1,0,2,2,0)
    38        2:2        2:2       0.768 (26,4,4,2,0,1,1,4,0)
    39        2:2        3:3   +   0.483 (33,3,4,3,0,1,2,4,0)
    40        2:2        3:3   +   0.697 (26,3,4,3,1,1,3,4,0)
    41        2:2        2:2       0.808 (43,4,4,3,0,1,1,4,0)
    42        2:2        3:3   +   0.59 (34,3,4,4,1,1,3,3,0)
    43        2:2        1:1   +   0.752 (35,1,3,7,1,0,2,3,1)
    44        2:2        2:2       0.745 (38,4,4,3,0,0,2,4,0)
    45        2:2        2:2       0.709 (32,3,4,7,0,1,1,3,0)
    46        2:2        2:2       0.561 (27,4,4,2,1,0,1,3,0)
    47        2:2        2:2       0.496 (32,4,4,4,1,1,1,2,0)
    48        2:2        2:2       0.637 (41,3,4,3,0,1,2,4,0)
    49        2:2        2:2       0.731 (42,4,4,4,1,1,3,4,0)
    50        2:2        3:3   +   0.48 (37,4,4,3,1,1,3,4,0)
    51        2:2        3:3   +   0.749 (30,4,4,3,1,1,2,1,0)
    52        2:2        3:3   +   0.474 (26,3,4,3,1,1,1,4,0)
    53        2:2        2:2       0.637 (36,3,4,4,0,0,2,4,0)
    54        2:2        3:3   +   0.728 (28,3,3,3,1,1,1,2,0)
    55        2:2        2:2       0.733 (38,4,4,4,0,1,3,4,0)
    56        2:2        1:1   +   0.637 (31,2,2,4,1,1,4,3,1)
    57        2:2        1:1   +   0.767 (23,3,1,1,1,0,3,3,0)
    58        2:2        2:2       0.791 (35,4,4,5,1,0,1,4,0)
    59        2:2        1:1   +   0.475 (43,3,3,6,1,0,3,2,0)
    60        2:2        2:2       0.609 (33,4,4,3,0,1,2,4,0)
    61        2:2        1:1   +   0.798 (24,1,4,1,1,0,4,2,1)
    62        2:2        3:3   +   0.502 (32,4,4,4,1,1,2,3,0)
    63        2:2        1:1   +   0.441 (42,2,3,7,1,1,3,4,0)
    64        2:2        2:2       0.833 (43,4,4,5,0,1,1,4,0)
    65        2:2        2:2       0.508 (34,4,4,5,1,1,3,4,0)
    66        2:2        2:2       0.52 (34,4,4,3,1,0,3,4,0)
    67        3:3        3:3       0.726 (33,2,3,4,1,1,2,3,0)
    68        3:3        3:3       0.667 (25,3,3,3,1,1,2,1,0)
    69        3:3        1:1   +   0.959 (21,2,2,0,0,1,4,4,0)
    70        3:3        3:3       0.665 (33,2,4,3,1,1,2,4,0)
    71        3:3        2:2   +   0.869 (41,4,4,5,1,1,1,4,0)
    72        3:3        3:3       0.764 (25,2,4,3,1,1,3,3,0)
    73        3:3        2:2   +   0.906 (44,4,4,11,1,1,1,4,0)
    74        3:3        3:3       0.638 (40,2,3,5,1,1,3,3,0)
    75        3:3        3:3       0.654 (34,2,3,2,1,1,2,3,0)
    76        3:3        2:2   +   0.857 (38,4,4,4,1,0,1,4,0)
    77        3:3        3:3       0.525 (25,1,2,3,1,1,2,3,0)
    78        3:3        3:3       0.702 (26,3,2,4,1,1,3,4,0)
    79        3:3        1:1   +   0.496 (31,1,2,4,1,1,3,3,0)
    80        3:3        2:2   +   0.405 (45,3,4,2,0,1,3,3,0)
    81        3:3        1:1   +   0.491 (31,3,3,6,0,1,3,1,0)
    82        3:3        3:3       0.737 (29,2,4,3,1,0,3,3,0)
    83        3:3        2:2   +   0.579 (36,2,4,8,1,1,1,4,0)
    84        3:3        2:2   +   0.842 (34,4,4,2,0,1,1,4,0)
    85        3:3        2:2   +   0.883 (40,4,4,2,0,0,1,4,0)
    86        3:3        2:2   +   0.514 (37,4,4,3,1,1,2,4,0)
    87        3:3        3:3       0.73 (29,3,3,4,1,1,3,4,0)
    88        3:3        2:2   +   0.461 (25,4,4,2,1,1,1,3,0)
    89        3:3        2:2   +   0.354 (38,4,4,3,0,0,3,3,1)
    90        3:3        3:3       0.698 (21,3,3,1,1,1,3,3,0)
    91        3:3        3:3       0.453 (33,3,4,4,1,0,2,4,0)
    92        3:3        3:3       0.619 (26,3,4,4,1,1,2,3,0)
    93        3:3        3:3       0.57 (22,1,2,2,1,1,3,4,0)
    94        3:3        3:3       0.48 (22,3,4,1,1,0,1,4,0)
    95        3:3        3:3       0.642 (37,2,4,3,1,1,2,3,0)
    96        3:3        1:1   +   0.771 (18,3,3,1,1,1,2,2,0)
    97        3:3        2:2   +   0.479 (28,4,4,2,0,1,2,4,0)
    98        3:3        3:3       0.713 (37,2,3,9,1,1,3,3,0)
    99        3:3        3:3       0.6 (29,4,4,3,1,1,3,4,0)
   100        3:3        2:2   +   0.619 (32,4,4,2,1,0,1,3,0)
   101        3:3        3:3       0.666 (24,1,3,4,1,1,3,3,0)
   102        3:3        3:3       0.645 (30,3,3,7,1,1,3,4,0)
   103        3:3        2:2   +   0.887 (42,4,4,5,1,1,1,4,0)
   104        3:3        3:3       0.547 (28,2,2,5,1,0,2,4,0)
   105        3:3        3:3       0.565 (25,4,4,2,1,1,1,2,0)
   106        3:3        3:3       0.511 (28,2,3,6,1,1,2,4,0)
   107        3:3        3:3       0.675 (23,2,3,3,1,1,2,3,0)
   108        3:3        3:3       0.464 (29,3,3,1,0,0,2,4,0)
   109        3:3        3:3       0.574 (37,3,3,6,1,1,3,3,0)
   110        3:3        3:3       0.596 (43,3,3,5,1,0,3,3,0)
   111        3:3        2:2   +   0.526 (31,4,4,4,1,0,3,4,0)
   112        3:3        2:2   +   0.445 (31,4,4,3,1,1,4,4,0)
   113        3:3        3:3       0.503 (23,4,4,2,1,1,3,4,0)
   114        3:3        3:3       0.705 (26,3,4,2,1,1,3,3,0)
   115        3:3        1:1   +   0.55 (32,1,2,6,0,1,2,3,0)
   116        3:3        1:1   +   0.624 (31,3,3,3,1,1,2,1,1)
   117        3:3        3:3       0.678 (21,4,4,1,1,1,3,1,0)
     1        1:1        3:3   +   0.559 (27,2,4,1,1,0,1,1,0)
     2        1:1        3:3   +   0.468 (25,4,4,1,0,1,2,3,0)
     3        1:1        1:1       0.633 (49,2,3,4,1,1,2,3,0)
     4        1:1        3:3   +   0.59 (36,1,4,1,1,1,3,3,0)
     5        1:1        1:1       0.953 (35,1,2,0,1,0,4,4,0)
     6        1:1        3:3   +   0.684 (31,3,3,2,1,0,3,3,0)
     7        1:1        2:2   +   0.452 (28,4,4,1,1,0,1,3,0)
     8        1:1        2:2   +   0.479 (37,3,4,7,1,1,3,4,0)
     9        1:1        1:1       0.945 (37,1,3,0,1,1,3,4,0)
    10        1:1        1:1       0.877 (24,3,4,0,1,0,2,3,0)
    11        1:1        1:1       0.604 (40,2,2,8,1,1,1,3,0)
    12        1:1        2:2   +   0.685 (26,4,4,3,1,1,1,4,0)
    13        1:1        1:1       0.91 (47,1,1,4,1,1,2,2,0)
    14        1:1        2:2   +   0.747 (46,4,4,10,1,1,1,3,0)
    15        1:1        1:1       0.6 (48,3,4,8,1,1,3,3,0)
    16        1:1        2:2   +   0.727 (45,4,4,1,1,0,1,4,0)
    17        1:1        2:2   +   0.433 (40,4,4,2,1,1,3,4,0)
    18        1:1        3:3   +   0.536 (35,3,4,6,1,0,2,2,0)
    19        1:1        1:1       0.918 (38,1,2,6,1,1,2,1,1)
    20        1:1        3:3   +   0.541 (32,2,3,4,0,1,2,4,0)
    21        1:1        3:3   +   0.562 (41,3,2,11,1,1,2,3,0)
    22        1:1        3:3   +   0.744 (24,2,2,4,1,1,3,4,0)
    23        1:1        2:2   +   0.499 (24,4,4,1,1,0,1,3,0)
    24        1:1        3:3   +   0.563 (19,3,3,1,1,1,2,4,0)
    25        1:1        1:1       0.579 (47,3,3,2,1,1,2,4,0)
    26        1:1        3:3   +   0.545 (38,2,4,5,1,1,3,3,0)
    27        1:1        2:2   +   0.777 (35,4,4,5,1,1,1,4,0)
    28        1:1        1:1       0.981 (21,1,3,0,1,0,3,4,1)
    29        1:1        2:2   +   0.715 (45,4,4,1,1,1,1,4,0)
    30        1:1        3:3   +   0.788 (22,3,4,2,1,1,3,3,0)
    31        1:1        2:2   +   0.709 (47,4,4,2,1,1,1,4,0)
    32        1:1        2:2   +   0.626 (27,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.554 (41,2,4,1,1,1,2,3,0)
    34        2:2        2:2       0.76 (47,4,4,6,1,0,1,4,0)
    35        2:2        3:3   +   0.551 (35,1,2,9,1,0,3,1,0)
    36        2:2        3:3   +   0.515 (24,4,4,1,1,1,2,4,0)
    37        2:2        3:3   +   0.683 (35,3,3,6,1,1,2,3,0)
    38        2:2        2:2       0.853 (44,4,4,7,1,1,2,4,0)
    39        2:2        2:2       0.534 (38,4,4,6,1,0,3,3,0)
    40        2:2        3:3   +   0.562 (33,4,4,3,1,1,3,3,0)
    41        2:2        2:2       0.476 (25,4,4,1,1,0,1,4,0)
    42        2:2        3:3   +   0.576 (28,3,4,2,0,1,3,3,0)
    43        2:2        2:2       0.539 (31,4,4,3,0,1,2,4,0)
    44        2:2        2:2       0.9 (41,4,4,4,1,0,1,4,0)
    45        2:2        3:3   +   0.684 (31,3,3,2,1,0,3,3,0)
    46        2:2        2:2       0.511 (31,4,4,1,1,1,1,4,0)
    47        2:2        3:3   +   0.547 (36,3,3,4,1,1,1,3,0)
    48        2:2        2:2       0.905 (48,4,4,4,0,1,1,4,0)
    49        2:2        2:2       0.872 (40,4,4,6,0,0,1,4,0)
    50        2:2        2:2       0.735 (35,4,4,3,1,1,1,4,0)
    51        2:2        3:3   +   0.636 (29,4,4,3,1,0,3,3,0)
    52        2:2        2:2       0.751 (37,4,4,3,1,1,1,4,0)
    53        2:2        2:2       0.554 (24,4,4,1,1,1,1,4,0)
    54        2:2        2:2       0.896 (42,4,4,3,1,0,1,4,0)
    55        2:2        3:3   +   0.547 (25,3,3,1,1,1,3,1,0)
    56        2:2        2:2       0.758 (45,4,4,3,0,1,2,4,0)
    57        2:2        2:2       0.922 (41,4,4,6,0,1,1,4,0)
    58        2:2        2:2       0.736 (36,4,4,3,0,1,2,4,0)
    59        2:2        2:2       0.554 (27,4,4,1,1,1,1,4,0)
    60        2:2        2:2       0.884 (45,4,4,7,1,1,1,4,0)
    61        2:2        1:1   +   0.762 (47,2,2,7,1,1,2,4,0)
    62        2:2        3:3   +   0.531 (23,3,3,2,1,0,3,4,0)
    63        2:2        2:2       0.832 (42,4,4,6,1,1,1,3,0)
    64        2:2        2:2       0.688 (46,4,4,2,1,0,1,4,0)
    65        2:2        2:2       0.673 (32,4,4,2,0,0,2,4,0)
    66        2:2        3:3   +   0.567 (21,4,4,1,1,1,1,3,0)
    67        3:3        2:2   +   0.788 (37,4,4,3,1,0,1,4,0)
    68        3:3        3:3       0.57 (32,2,2,6,1,1,2,3,0)
    69        3:3        3:3       0.673 (30,2,3,7,1,1,3,3,0)
    70        3:3        2:2   +   0.859 (42,4,4,5,0,1,2,4,0)
    71        3:3        3:3       0.687 (25,3,4,3,1,1,3,4,0)
    72        3:3        3:3       0.629 (30,3,4,3,0,1,3,3,0)
    73        3:3        3:3       0.42 (33,3,3,8,1,1,3,4,0)
    74        3:3        3:3       0.531 (29,1,2,5,1,0,1,2,0)
    75        3:3        3:3       0.662 (32,2,4,3,1,1,3,4,0)
    76        3:3        2:2   +   0.742 (33,4,4,3,0,0,2,4,0)
    77        3:3        3:3       0.625 (21,2,3,1,1,0,3,2,0)
    78        3:3        3:3       0.537 (38,2,3,3,1,1,2,4,0)
    79        3:3        3:3       0.75 (25,3,3,3,1,1,3,2,0)
    80        3:3        2:2   +   0.736 (36,4,4,3,0,1,2,4,0)
    81        3:3        3:3       0.504 (33,4,4,5,1,1,3,3,0)
    82        3:3        2:2   +   0.82 (32,4,4,4,1,0,1,4,0)
    83        3:3        3:3       0.618 (29,4,4,2,1,1,3,4,0)
    84        3:3        2:2   +   0.805 (37,4,4,1,0,1,1,4,0)
    85        3:3        3:3       0.714 (31,2,2,4,1,1,3,3,0)
    86        3:3        2:2   +   0.828 (43,4,4,5,1,1,1,4,0)
    87        3:3        3:3       0.55 (37,2,4,4,1,0,2,3,0)
    88        3:3        3:3       0.622 (17,3,4,1,1,1,2,1,0)
    89        3:3        3:3       0.673 (25,2,3,4,1,0,3,2,0)
    90        3:3        2:2   +   0.615 (36,4,4,6,0,1,1,2,1)
    91        3:3        2:2   +   0.789 (33,4,4,2,0,0,1,3,0)
    92        3:3        3:3       0.614 (32,2,4,5,1,1,3,4,0)
    93        3:3        3:3       0.811 (30,2,3,3,1,1,3,3,0)
