

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square)
    48 1:positive 2:negative   +   0.582 (o,x,x,b,b,x,o,o,x)
    49 1:positive 2:negative   +   0.62 (b,x,o,x,x,x,o,b,o)
    50 1:positive 2:negative   +   0.63 (x,o,b,x,o,b,x,b,b)
    51 1:positive 1:positive       0.584 (b,x,o,b,x,b,o,x,b)
    52 1:positive 1:positive       0.598 (o,b,x,o,o,x,b,x,x)
    53 1:positive 1:positive       0.862 (b,b,b,x,x,x,o,o,b)
    54 1:positive 1:positive       0.88 (o,o,x,o,x,x,x,o,x)
    55 1:positive 1:positive       0.755 (o,o,x,x,x,b,x,b,o)
    56 1:positive 2:negative   +   0.755 (x,o,b,x,o,x,x,b,o)
    57 1:positive 1:positive       0.948 (b,o,x,b,x,o,x,o,x)
    58 1:positive 1:positive       0.677 (o,o,x,x,b,x,b,o,x)
    59 1:positive 1:positive       0.539 (x,o,b,b,o,o,x,x,x)
    60 1:positive 1:positive       0.906 (o,b,b,b,b,o,x,x,x)
    61 1:positive 1:positive       0.645 (o,x,b,x,x,o,b,x,o)
    62 1:positive 1:positive       0.887 (b,o,x,b,x,b,x,b,o)
    63 1:positive 2:negative   +   0.561 (o,x,b,o,o,b,x,x,x)
    64 1:positive 1:positive       0.641 (b,o,x,x,b,x,o,o,x)
    65 1:positive 1:positive       0.82 (b,x,b,o,x,o,o,x,x)
    66 1:positive 1:positive       0.588 (o,o,b,b,o,x,x,x,x)
    67 1:positive 1:positive       0.867 (b,b,o,o,b,b,x,x,x)
    68 1:positive 2:negative   +   0.599 (o,x,x,x,x,o,o,x,o)
    69 1:positive 1:positive       0.909 (b,o,x,o,x,x,x,o,b)
    70 1:positive 1:positive       0.682 (b,o,x,o,o,x,x,b,x)
    71 1:positive 1:positive       0.911 (o,b,x,o,x,x,b,o,x)
    72 1:positive 2:negative   +   0.644 (o,x,o,x,x,x,o,b,b)
    73 1:positive 1:positive       0.867 (x,o,b,o,x,b,x,o,x)
    74 1:positive 1:positive       0.912 (o,o,b,o,x,b,x,x,x)
    75 1:positive 1:positive       0.687 (x,b,b,x,b,o,x,b,o)
    76 1:positive 1:positive       0.641 (b,x,o,o,x,b,o,x,x)

