

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    62        2:2        3:3   +   0.746 (29,4,4,3,1,1,3,2,0)
    63        2:2        2:2       0.449 (46,4,3,5,1,1,1,4,0)
    64        2:2        2:2       0.531 (30,3,4,7,1,1,2,4,0)
    65        2:2        3:3   +   0.541 (23,4,3,3,1,1,3,3,0)
    66        2:2        3:3   +   0.508 (26,4,4,1,1,0,2,3,0)
    67        2:2        3:3   +   0.686 (32,4,4,2,1,1,1,4,0)
    68        3:3        1:1   +   0.45 (24,4,4,2,1,0,3,3,0)
    69        3:3        3:3       0.535 (34,3,4,3,0,0,3,4,0)
    70        3:3        3:3       0.785 (30,3,2,3,1,1,3,3,0)
    71        3:3        3:3       0.508 (39,4,4,2,0,1,3,4,0)
    72        3:3        3:3       0.436 (47,1,3,9,1,0,3,3,0)
    73        3:3        1:1   +   0.533 (35,1,2,6,1,1,2,2,1)
    74        3:3        3:3       0.487 (25,4,4,3,1,1,3,3,0)
    75        3:3        1:1   +   0.525 (25,2,3,2,1,1,2,4,0)
    76        3:3        3:3       0.49 (36,4,4,3,1,1,2,4,0)
    77        3:3        3:3       0.459 (37,3,4,3,0,1,3,4,0)
    78        3:3        3:3       0.702 (32,2,3,5,1,0,2,3,0)
    79        3:3        3:3       0.416 (24,3,4,4,1,1,2,3,0)
    80        3:3        1:1   +   0.437 (28,2,3,3,1,1,2,4,0)
    81        3:3        3:3       0.705 (21,3,3,1,1,1,3,2,0)
    82        3:3        3:3       0.654 (27,3,3,3,1,1,2,2,0)
    83        3:3        2:2   +   0.61 (37,3,4,4,0,1,2,4,0)
    84        3:3        2:2   +   0.584 (39,4,4,2,0,1,1,3,0)
    85        3:3        3:3       0.686 (27,3,4,2,1,1,3,2,0)
    86        3:3        3:3       0.643 (25,3,4,3,1,0,3,4,0)
    87        3:3        1:1   +   0.606 (35,1,2,5,1,1,2,2,1)
    88        3:3        2:2   +   0.559 (39,4,4,3,1,1,2,4,0)
    89        3:3        3:3       0.49 (21,2,1,3,1,0,3,1,1)
    90        3:3        1:1   +   0.625 (28,2,4,7,1,1,3,3,0)
    91        3:3        3:3       0.435 (31,3,4,5,1,1,1,4,0)
    92        3:3        3:3       0.47 (26,3,2,5,1,1,2,2,0)
    93        3:3        1:1   +   0.459 (28,3,3,3,1,0,2,4,0)
    94        3:3        3:3       0.539 (32,3,3,4,1,1,2,1,0)
    95        3:3        3:3       0.433 (37,4,4,4,1,1,3,2,0)
    96        3:3        2:2   +   0.68 (34,3,4,4,1,1,1,3,0)
    97        3:3        1:1   +   0.519 (20,3,3,2,1,1,2,4,0)
    98        3:3        1:1   +   0.653 (23,4,4,1,1,1,3,3,0)
    99        3:3        1:1   +   0.554 (41,1,4,9,1,1,2,1,0)
   100        3:3        2:2   +   0.436 (24,4,4,1,1,0,1,4,0)
   101        3:3        3:3       0.559 (22,4,4,1,1,1,2,3,0)
   102        3:3        3:3       0.772 (35,2,3,5,1,1,3,3,0)
   103        3:3        3:3       0.443 (31,4,4,1,1,1,1,4,0)
   104        3:3        3:3       0.776 (29,3,3,1,1,1,3,3,0)
   105        3:3        3:3       0.451 (31,3,4,4,1,0,3,3,0)
   106        3:3        2:2   +   0.626 (38,4,4,6,1,1,2,4,0)
   107        3:3        3:3       0.727 (30,2,2,4,1,1,2,1,0)
   108        3:3        2:2   +   0.569 (46,4,4,4,0,1,1,4,0)
   109        3:3        3:3       0.664 (25,3,3,2,1,1,2,3,0)
   110        3:3        2:2   +   0.524 (38,4,4,5,1,1,2,3,0)
   111        3:3        3:3       0.646 (23,2,3,2,1,1,3,1,0)
   112        3:3        3:3       0.517 (28,3,4,2,1,1,2,3,0)
   113        3:3        3:3       0.486 (33,4,4,2,1,0,1,4,0)
   114        3:3        2:2   +   0.581 (44,4,4,5,1,0,1,4,0)
   115        3:3        2:2   +   0.458 (34,2,4,7,1,1,2,3,0)
   116        3:3        3:3       0.385 (23,4,4,3,1,1,3,3,0)
   117        3:3        1:1   +   0.843 (46,1,2,9,1,0,3,4,1)
   118        3:3        3:3       0.507 (32,4,4,2,1,0,3,4,0)
     1        1:1        3:3   +   0.673 (24,3,4,2,1,1,2,2,0)
     2        1:1        3:3   +   0.524 (35,4,4,1,1,1,1,3,0)
     3        1:1        3:3   +   0.441 (37,4,4,2,1,1,1,4,0)
     4        1:1        1:1       0.726 (42,1,3,12,1,1,2,4,0)
     5        1:1        3:3   +   0.531 (20,2,3,3,1,1,3,4,0)
     6        1:1        3:3   +   0.474 (33,4,4,1,0,0,3,4,0)
     7        1:1        2:2   +   0.506 (30,3,4,4,0,1,2,3,0)
     8        1:1        1:1       0.731 (48,1,1,6,1,1,2,3,1)
     9        1:1        3:3   +   0.779 (24,3,3,2,1,0,3,2,0)
    10        1:1        1:1       0.416 (47,1,4,7,1,1,2,3,0)
    11        1:1        3:3   +   0.465 (29,3,4,4,1,0,1,3,0)
    12        1:1        3:3   +   0.653 (25,3,2,1,1,0,3,3,0)
    13        1:1        1:1       0.62 (32,1,3,4,1,1,2,2,1)
    14        1:1        3:3   +   0.412 (26,4,4,1,1,1,1,4,0)
    15        1:1        1:1       0.923 (22,3,4,0,1,0,3,4,0)
    16        1:1        2:2   +   0.482 (38,3,3,4,0,0,3,2,1)
    17        1:1        3:3   +   0.491 (36,3,3,3,0,0,2,3,1)
    18        1:1        2:2   +   0.643 (34,2,4,6,1,0,3,4,0)
    19        1:1        3:3   +   0.493 (30,4,4,4,1,1,2,4,0)
    20        1:1        3:3   +   0.442 (30,4,4,1,1,0,1,4,0)
    21        1:1        3:3   +   0.65 (37,2,3,2,0,0,3,3,0)
    22        1:1        3:3   +   0.688 (37,3,3,6,1,1,2,2,0)
    23        1:1        1:1       0.607 (18,3,4,1,1,1,3,3,0)
    24        1:1        1:1       0.723 (19,2,2,0,1,1,2,2,0)
    25        1:1        1:1       0.776 (29,4,4,0,1,0,2,4,0)
    26        1:1        3:3   +   0.567 (36,1,4,2,1,1,2,2,0)
    27        1:1        1:1       0.897 (28,2,4,0,1,1,3,1,0)
    28        1:1        3:3   +   0.449 (27,4,4,1,0,1,3,4,0)
    29        1:1        2:2   +   0.491 (35,4,4,2,0,1,3,4,0)
    30        1:1        3:3   +   0.446 (29,3,4,1,0,1,2,3,0)
    31        1:1        2:2   +   0.543 (34,3,4,4,0,1,3,1,1)
    32        1:1        3:3   +   0.396 (42,4,4,1,1,1,2,4,0)
    33        1:1        1:1       0.406 (47,3,4,3,1,1,2,3,0)
    34        2:2        3:3   +   0.531 (25,4,4,1,1,1,1,4,0)
    35        2:2        2:2       0.377 (28,4,4,2,1,0,1,3,0)
    36        2:2        3:3   +   0.537 (33,3,4,5,0,1,3,3,0)
    37        2:2        3:3   +   0.415 (39,3,4,5,1,1,3,4,0)
    38        2:2        2:2       0.476 (27,4,4,2,1,1,1,3,0)
    39        2:2        1:1   +   0.704 (34,2,2,8,1,1,2,2,0)
    40        2:2        3:3   +   0.506 (24,4,4,1,1,1,3,4,0)
    41        2:2        3:3   +   0.662 (37,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.46 (41,4,4,4,0,1,1,4,0)
    43        2:2        2:2       0.484 (39,4,4,5,1,1,1,4,0)
    44        2:2        3:3   +   0.596 (28,4,4,4,1,1,1,3,0)
    45        2:2        3:3   +   0.524 (40,4,4,4,1,1,1,3,0)
    46        2:2        1:1   +   0.481 (28,3,4,2,0,1,2,3,0)
    47        2:2        3:3   +   0.627 (46,4,4,4,1,1,1,4,0)
    48        2:2        2:2       0.625 (41,4,4,4,0,0,2,4,0)
    49        2:2        3:3   +   0.461 (32,3,3,2,1,0,3,4,0)
    50        2:2        3:3   +   0.569 (26,3,4,3,1,1,2,3,0)
    51        2:2        2:2       0.486 (26,4,4,2,1,0,1,4,0)
    52        2:2        3:3   +   0.562 (36,4,4,2,1,1,2,4,0)
    53        2:2        2:2       0.562 (42,4,4,5,1,1,1,4,0)
    54        2:2        3:3   +   0.5 (37,2,3,7,1,1,3,4,0)
    55        2:2        3:3   +   0.45 (20,3,4,1,1,1,3,2,0)
    56        2:2        2:2       0.426 (44,2,3,1,0,1,2,4,0)
    57        2:2        2:2       0.625 (41,4,4,4,0,0,2,4,0)
    58        2:2        2:2       0.523 (36,4,4,3,1,1,1,4,0)
    59        2:2        3:3   +   0.591 (24,3,4,5,1,1,1,2,1)
    60        2:2        2:2       0.407 (27,4,4,1,0,0,1,4,0)
    61        2:2        2:2       0.439 (37,4,3,8,1,1,1,4,0)
    62        2:2        3:3   +   0.528 (44,4,4,4,1,1,1,4,0)
    63        2:2        3:3   +   0.627 (46,4,4,4,1,1,1,4,0)
    64        2:2        3:3   +   0.549 (35,4,4,2,1,0,1,4,0)
    65        2:2        3:3   +   0.442 (31,3,4,4,1,1,1,3,0)
    66        2:2        3:3   +   0.629 (35,4,4,3,1,1,2,3,0)
    67        3:3        3:3       0.688 (25,2,3,1,1,1,3,1,0)
    68        3:3        3:3       0.46 (24,1,2,3,1,1,3,2,0)
    69        3:3        3:3       0.758 (22,3,3,1,1,1,3,2,0)
    70        3:3        3:3       0.71 (25,2,3,2,1,1,3,1,0)
    71        3:3        1:1   +   0.717 (20,3,4,2,1,1,1,3,0)
    72        3:3        3:3       0.528 (19,2,4,1,1,1,2,3,0)
    73        3:3        3:3       0.526 (37,2,3,6,1,1,3,4,0)
    74        3:3        3:3       0.436 (36,2,3,6,1,1,2,4,0)
    75        3:3        3:3       0.467 (34,2,3,3,0,1,3,2,1)
    76        3:3        3:3       0.627 (46,4,4,4,1,1,1,4,0)
    77        3:3        2:2   +   0.488 (34,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.607 (28,4,4,3,0,0,3,4,0)
    79        3:3        3:3       0.675 (22,1,3,2,1,1,3,2,0)
    80        3:3        3:3       0.607 (28,1,2,4,1,1,2,3,0)
    81        3:3        3:3       0.584 (30,1,3,2,1,1,3,4,0)
    82        3:3        3:3       0.545 (32,1,4,4,1,1,3,2,0)
    83        3:3        2:2   +   0.559 (38,4,4,2,1,0,1,4,0)
    84        3:3        3:3       0.625 (17,3,4,1,1,1,3,3,0)
    85        3:3        2:2   +   0.447 (27,4,4,2,1,1,1,4,0)
    86        3:3        3:3       0.554 (25,3,4,2,1,1,3,3,0)
    87        3:3        3:3       0.759 (30,3,3,4,1,0,3,2,0)
    88        3:3        2:2   +   0.517 (43,4,4,2,1,1,1,4,0)
    89        3:3        3:3       0.461 (28,4,4,1,0,0,2,4,0)
    90        3:3        3:3       0.59 (28,4,3,2,1,1,3,2,0)
    91        3:3        3:3       0.703 (33,3,3,4,1,0,2,2,0)
    92        3:3        3:3       0.444 (17,3,3,1,1,1,2,4,0)
    93        3:3        3:3       0.503 (30,4,4,2,1,0,2,2,0)
    94        3:3        3:3       0.591 (22,2,4,1,1,1,3,3,0)
    95        3:3        2:2   +   0.526 (34,1,4,4,1,1,3,4,1)
    96        3:3        3:3       0.671 (22,1,3,2,1,1,3,1,0)
    97        3:3        3:3       0.389 (26,3,4,2,1,0,2,4,0)
    98        3:3        3:3       0.522 (22,4,4,1,1,0,2,4,0)
    99        3:3        3:3       0.701 (22,4,4,3,1,1,3,2,0)
   100        3:3        2:2   +   0.412 (27,4,4,1,0,0,1,3,0)
   101        3:3        3:3       0.528 (24,4,4,2,1,1,3,3,0)
   102        3:3        2:2   +   0.586 (35,1,2,4,1,0,4,4,0)
   103        3:3        3:3       0.449 (27,4,4,1,0,1,3,4,0)
   104        3:3        3:3       0.539 (32,2,3,4,1,0,2,2,0)
   105        3:3        3:3       0.613 (27,2,4,3,1,1,4,4,0)
   106        3:3        1:1   +   0.564 (45,2,3,3,0,0,2,4,0)
   107        3:3        3:3       0.663 (26,1,2,3,1,0,3,2,0)
   108        3:3        3:3       0.709 (21,2,2,1,1,1,4,3,0)
   109        3:3        3:3       0.365 (46,3,4,4,1,0,3,4,0)
   110        3:3        3:3       0.718 (22,3,2,2,1,1,2,1,0)
   111        3:3        3:3       0.696 (33,3,3,4,1,0,2,3,0)
   112        3:3        3:3       0.419 (27,3,3,5,1,1,2,4,0)
   113        3:3        2:2   +   0.617 (41,4,4,8,1,1,1,4,0)
   114        3:3        3:3       0.577 (30,2,3,5,1,0,3,4,0)
   115        3:3        3:3       0.632 (40,2,4,3,0,1,3,4,0)
   116        3:3        1:1   +   0.416 (20,4,4,2,1,1,1,3,0)
   117        3:3        2:2   +   0.579 (41,4,4,5,1,1,1,4,0)
   118        3:3        3:3       0.636 (36,4,4,3,0,1,3,4,0)
     1        1:1        1:1       0.342 (42,3,3,5,1,1,2,2,0)
     2        1:1        1:1       0.759 (38,1,2,8,1,1,3,3,1)
     3        1:1        1:1       0.591 (23,2,4,2,1,1,1,4,0)
     4        1:1        3:3   +   0.829 (30,2,3,4,1,0,3,2,0)
     5        1:1        3:3   +   0.529 (27,4,4,1,0,0,2,4,0)
     6        1:1        3:3   +   0.655 (41,2,2,5,0,1,2,2,0)
     7        1:1        3:3   +   0.478 (47,2,2,7,1,1,2,2,0)
     8        1:1        1:1       0.567 (31,3,2,1,1,1,3,4,0)
     9        1:1        1:1       0.694 (16,2,4,1,1,1,3,4,0)
    10        1:1        3:3   +   0.811 (25,2,2,3,1,1,3,3,0)
    11        1:1        1:1       0.803 (47,1,2,2,1,1,2,4,0)
    12        1:1        3:3   +   0.73 (19,2,2,2,1,1,3,1,0)
    13        1:1        3:3   +   0.472 (28,4,4,3,0,0,1,4,0)
    14        1:1        2:2   +   0.363 (45,3,4,2,0,1,1,4,0)
    15        1:1        1:1       0.417 (23,4,4,2,1,0,3,3,0)
    16        1:1        1:1       0.771 (33,1,2,0,1,0,3,3,0)
    17        1:1        3:3   +   0.839 (17,2,3,1,1,1,3,2,0)
    18        1:1        1:1       0.744 (40,2,2,6,1,1,2,2,1)
    19        1:1        1:1       0.711 (42,2,3,2,1,1,1,4,0)
    20        1:1        3:3   +   0.537 (23,3,3,2,1,1,3,3,0)
    21        1:1        1:1       0.771 (48,1,1,8,1,1,1,1,1)
    22        1:1        3:3   +   0.608 (28,4,4,5,1,0,3,4,0)
    23        1:1        1:1       0.419 (39,3,4,1,0,1,3,4,0)
    24        1:1        1:1       0.767 (43,1,2,8,1,1,2,2,1)
    25        1:1        1:1       0.514 (18,2,3,1,1,1,2,3,0)
    26        1:1        3:3   +   0.354 (48,3,4,5,1,1,2,3,0)
    27        1:1        3:3   +   0.536 (43,4,4,5,1,1,1,3,0)
    28        1:1        1:1       0.897 (22,4,4,0,1,1,3,2,0)
    29        1:1        1:1       0.798 (40,1,1,0,1,1,3,2,0)
    30        1:1        2:2   +   0.475 (32,4,4,1,0,1,1,4,0)
    31        1:1        3:3   +   0.678 (36,2,3,6,1,1,2,3,0)
    32        1:1        2:2   +   0.614 (47,4,4,1,0,1,1,4,0)
    33        1:1        3:3   +   0.68 (25,1,3,1,1,1,4,2,0)
    34        2:2        3:3   +   0.648 (33,4,4,5,1,1,2,4,0)
    35        2:2        1:1   +   0.661 (20,3,4,1,1,1,2,4,0)
    36        2:2        3:3   +   0.602 (33,4,4,3,1,1,3,4,0)
    37        2:2        3:3   +   0.442 (22,4,4,1,1,0,2,2,0)
    38        2:2        3:3   +   0.6 (26,4,4,2,0,1,1,4,0)
    39        2:2        3:3   +   0.611 (33,3,4,3,0,1,2,4,0)
    40        2:2        3:3   +   0.545 (26,3,4,3,1,1,3,4,0)
    41        2:2        3:3   +   0.45 (43,4,4,3,0,1,1,4,0)
    42        2:2        2:2       0.634 (34,3,4,4,1,1,3,3,0)
    43        2:2        1:1   +   0.749 (35,1,3,7,1,0,2,3,1)
    44        2:2        2:2       0.612 (38,4,4,3,0,0,2,4,0)
    45        2:2        2:2       0.632 (32,3,4,7,0,1,1,3,0)
    46        2:2        3:3   +   0.613 (27,4,4,2,1,0,1,3,0)
    47        2:2        2:2       0.545 (32,4,4,4,1,1,1,2,0)
    48        2:2        2:2       0.466 (41,3,4,3,0,1,2,4,0)
    49        2:2        2:2       0.522 (42,4,4,4,1,1,3,4,0)
    50        2:2        3:3   +   0.462 (37,4,4,3,1,1,3,4,0)
    51        2:2        3:3   +   0.487 (30,4,4,3,1,1,2,1,0)
    52        2:2        3:3   +   0.568 (26,3,4,3,1,1,1,4,0)
    53        2:2        3:3   +   0.502 (36,3,4,4,0,0,2,4,0)
    54        2:2        1:1   +   0.52 (28,3,3,3,1,1,1,2,0)
    55        2:2        2:2       0.569 (38,4,4,4,0,1,3,4,0)
    56        2:2        1:1   +   0.489 (31,2,2,4,1,1,4,3,1)
    57        2:2        2:2       0.395 (23,3,1,1,1,0,3,3,0)
    58        2:2        2:2       0.473 (35,4,4,5,1,0,1,4,0)
    59        2:2        2:2       0.475 (43,3,3,6,1,0,3,2,0)
    60        2:2        3:3   +   0.57 (33,4,4,3,0,1,2,4,0)
    61        2:2        1:1   +   0.616 (24,1,4,1,1,0,4,2,1)
    62        2:2        3:3   +   0.468 (32,4,4,4,1,1,2,3,0)
    63        2:2        1:1   +   0.581 (42,2,3,7,1,1,3,4,0)
    64        2:2        3:3   +   0.533 (43,4,4,5,0,1,1,4,0)
    65        2:2        3:3   +   0.538 (34,4,4,5,1,1,3,4,0)
    66        2:2        3:3   +   0.485 (34,4,4,3,1,0,3,4,0)
    67        3:3        3:3       0.746 (33,2,3,4,1,1,2,3,0)
    68        3:3        3:3       0.724 (25,3,3,3,1,1,2,1,0)
    69        3:3        1:1   +   0.9 (21,2,2,0,0,1,4,4,0)
    70        3:3        3:3       0.479 (33,2,4,3,1,1,2,4,0)
    71        3:3        2:2   +   0.648 (41,4,4,5,1,1,1,4,0)
    72        3:3        3:3       0.668 (25,2,4,3,1,1,3,3,0)
    73        3:3        2:2   +   0.618 (44,4,4,11,1,1,1,4,0)
    74        3:3        3:3       0.688 (40,2,3,5,1,1,3,3,0)
    75        3:3        3:3       0.564 (34,2,3,2,1,1,2,3,0)
    76        3:3        2:2   +   0.665 (38,4,4,4,1,0,1,4,0)
    77        3:3        3:3       0.732 (25,1,2,3,1,1,2,3,0)
    78        3:3        3:3       0.658 (26,3,2,4,1,1,3,4,0)
    79        3:3        3:3       0.708 (31,1,2,4,1,1,3,3,0)
    80        3:3        2:2   +   0.783 (45,3,4,2,0,1,3,3,0)
    81        3:3        3:3       0.413 (31,3,3,6,0,1,3,1,0)
    82        3:3        3:3       0.731 (29,2,4,3,1,0,3,3,0)
    83        3:3        2:2   +   0.604 (36,2,4,8,1,1,1,4,0)
    84        3:3        3:3       0.542 (34,4,4,2,0,1,1,4,0)
    85        3:3        2:2   +   0.479 (40,4,4,2,0,0,1,4,0)
    86        3:3        2:2   +   0.446 (37,4,4,3,1,1,2,4,0)
    87        3:3        3:3       0.725 (29,3,3,4,1,1,3,4,0)
    88        3:3        3:3       0.614 (25,4,4,2,1,1,1,3,0)
    89        3:3        2:2   +   0.362 (38,4,4,3,0,0,3,3,1)
    90        3:3        3:3       0.751 (21,3,3,1,1,1,3,3,0)
    91        3:3        3:3       0.536 (33,3,4,4,1,0,2,4,0)
    92        3:3        3:3       0.483 (26,3,4,4,1,1,2,3,0)
    93        3:3        3:3       0.55 (22,1,2,2,1,1,3,4,0)
    94        3:3        3:3       0.502 (22,3,4,1,1,0,1,4,0)
    95        3:3        3:3       0.484 (37,2,4,3,1,1,2,3,0)
    96        3:3        1:1   +   0.498 (18,3,3,1,1,1,2,2,0)
    97        3:3        3:3       0.673 (28,4,4,2,0,1,2,4,0)
    98        3:3        3:3       0.743 (37,2,3,9,1,1,3,3,0)
    99        3:3        3:3       0.434 (29,4,4,3,1,1,3,4,0)
   100        3:3        3:3       0.57 (32,4,4,2,1,0,1,3,0)
   101        3:3        3:3       0.794 (24,1,3,4,1,1,3,3,0)
   102        3:3        3:3       0.684 (30,3,3,7,1,1,3,4,0)
   103        3:3        2:2   +   0.598 (42,4,4,5,1,1,1,4,0)
   104        3:3        1:1   +   0.482 (28,2,2,5,1,0,2,4,0)
   105        3:3        3:3       0.583 (25,4,4,2,1,1,1,2,0)
   106        3:3        1:1   +   0.47 (28,2,3,6,1,1,2,4,0)
   107        3:3        3:3       0.8 (23,2,3,3,1,1,2,3,0)
   108        3:3        1:1   +   0.678 (29,3,3,1,0,0,2,4,0)
   109        3:3        3:3       0.521 (37,3,3,6,1,1,3,3,0)
   110        3:3        2:2   +   0.742 (43,3,3,5,1,0,3,3,0)
   111        3:3        3:3       0.442 (31,4,4,4,1,0,3,4,0)
   112        3:3        3:3       0.436 (31,4,4,3,1,1,4,4,0)
   113        3:3        1:1   +   0.448 (23,4,4,2,1,1,3,4,0)
   114        3:3        2:2   +   0.652 (26,3,4,2,1,1,3,3,0)
   115        3:3        1:1   +   0.509 (32,1,2,6,0,1,2,3,0)
   116        3:3        3:3       0.653 (31,3,3,3,1,1,2,1,1)
   117        3:3        1:1   +   0.598 (21,4,4,1,1,1,3,1,0)
     1        1:1        1:1       0.46 (27,2,4,1,1,0,1,1,0)
     2        1:1        1:1       0.411 (25,4,4,1,0,1,2,3,0)
     3        1:1        1:1       0.559 (49,2,3,4,1,1,2,3,0)
     4        1:1        3:3   +   0.783 (36,1,4,1,1,1,3,3,0)
     5        1:1        1:1       0.833 (35,1,2,0,1,0,4,4,0)
     6        1:1        3:3   +   0.712 (31,3,3,2,1,0,3,3,0)
     7        1:1        1:1       0.483 (28,4,4,1,1,0,1,3,0)
     8        1:1        2:2   +   0.639 (37,3,4,7,1,1,3,4,0)
     9        1:1        1:1       0.829 (37,1,3,0,1,1,3,4,0)
    10        1:1        1:1       0.886 (24,3,4,0,1,0,2,3,0)
    11        1:1        1:1       0.477 (40,2,2,8,1,1,1,3,0)
    12        1:1        3:3   +   0.575 (26,4,4,3,1,1,1,4,0)
    13        1:1        1:1       0.7 (47,1,1,4,1,1,2,2,0)
    14        1:1        2:2   +   0.607 (46,4,4,10,1,1,1,3,0)
    15        1:1        1:1       0.7 (48,3,4,8,1,1,3,3,0)
    16        1:1        2:2   +   0.408 (45,4,4,1,1,0,1,4,0)
    17        1:1        3:3   +   0.527 (40,4,4,2,1,1,3,4,0)
    18        1:1        2:2   +   0.477 (35,3,4,6,1,0,2,2,0)
    19        1:1        1:1       0.727 (38,1,2,6,1,1,2,1,1)
    20        1:1        3:3   +   0.64 (32,2,3,4,0,1,2,4,0)
    21        1:1        3:3   +   0.363 (41,3,2,11,1,1,2,3,0)
    22        1:1        3:3   +   0.601 (24,2,2,4,1,1,3,4,0)
    23        1:1        2:2   +   0.398 (24,4,4,1,1,0,1,3,0)
    24        1:1        1:1       0.416 (19,3,3,1,1,1,2,4,0)
    25        1:1        1:1       0.367 (47,3,3,2,1,1,2,4,0)
    26        1:1        3:3   +   0.559 (38,2,4,5,1,1,3,3,0)
    27        1:1        2:2   +   0.522 (35,4,4,5,1,1,1,4,0)
    28        1:1        1:1       0.793 (21,1,3,0,1,0,3,4,1)
    29        1:1        2:2   +   0.417 (45,4,4,1,1,1,1,4,0)
    30        1:1        3:3   +   0.81 (22,3,4,2,1,1,3,3,0)
    31        1:1        2:2   +   0.468 (47,4,4,2,1,1,1,4,0)
    32        1:1        3:3   +   0.482 (27,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.492 (41,2,4,1,1,1,2,3,0)
    34        2:2        2:2       0.517 (47,4,4,6,1,0,1,4,0)
    35        2:2        3:3   +   0.519 (35,1,2,9,1,0,3,1,0)
    36        2:2        3:3   +   0.448 (24,4,4,1,1,1,2,4,0)
    37        2:2        3:3   +   0.401 (35,3,3,6,1,1,2,3,0)
    38        2:2        2:2       0.601 (44,4,4,7,1,1,2,4,0)
    39        2:2        2:2       0.379 (38,4,4,6,1,0,3,3,0)
    40        2:2        3:3   +   0.534 (33,4,4,3,1,1,3,3,0)
    41        2:2        3:3   +   0.398 (25,4,4,1,1,0,1,4,0)
    42        2:2        1:1   +   0.387 (28,3,4,2,0,1,3,3,0)
    43        2:2        3:3   +   0.524 (31,4,4,3,0,1,2,4,0)
    44        2:2        2:2       0.671 (41,4,4,4,1,0,1,4,0)
    45        2:2        3:3   +   0.712 (31,3,3,2,1,0,3,3,0)
    46        2:2        2:2       0.359 (31,4,4,1,1,1,1,4,0)
    47        2:2        3:3   +   0.693 (36,3,3,4,1,1,1,3,0)
    48        2:2        2:2       0.675 (48,4,4,4,0,1,1,4,0)
    49        2:2        2:2       0.654 (40,4,4,6,0,0,1,4,0)
    50        2:2        2:2       0.526 (35,4,4,3,1,1,1,4,0)
    51        2:2        3:3   +   0.532 (29,4,4,3,1,0,3,3,0)
    52        2:2        2:2       0.583 (37,4,4,3,1,1,1,4,0)
    53        2:2        2:2       0.444 (24,4,4,1,1,1,1,4,0)
    54        2:2        2:2       0.645 (42,4,4,3,1,0,1,4,0)
    55        2:2        3:3   +   0.768 (25,3,3,1,1,1,3,1,0)
    56        2:2        2:2       0.481 (45,4,4,3,0,1,2,4,0)
    57        2:2        2:2       0.671 (41,4,4,6,0,1,1,4,0)
    58        2:2        2:2       0.516 (36,4,4,3,0,1,2,4,0)
    59        2:2        2:2       0.415 (27,4,4,1,1,1,1,4,0)
    60        2:2        2:2       0.625 (45,4,4,7,1,1,1,4,0)
    61        2:2        1:1   +   0.567 (47,2,2,7,1,1,2,4,0)
    62        2:2        2:2       0.409 (23,3,3,2,1,0,3,4,0)
    63        2:2        2:2       0.604 (42,4,4,6,1,1,1,3,0)
    64        2:2        2:2       0.502 (46,4,4,2,1,0,1,4,0)
    65        2:2        3:3   +   0.544 (32,4,4,2,0,0,2,4,0)
    66        2:2        3:3   +   0.421 (21,4,4,1,1,1,1,3,0)
    67        3:3        2:2   +   0.595 (37,4,4,3,1,0,1,4,0)
    68        3:3        1:1   +   0.464 (32,2,2,6,1,1,2,3,0)
    69        3:3        3:3       0.688 (30,2,3,7,1,1,3,3,0)
    70        3:3        2:2   +   0.578 (42,4,4,5,0,1,2,4,0)
    71        3:3        3:3       0.497 (25,3,4,3,1,1,3,4,0)
    72        3:3        3:3       0.498 (30,3,4,3,0,1,3,3,0)
    73        3:3        2:2   +   0.593 (33,3,3,8,1,1,3,4,0)
    74        3:3        3:3       0.662 (29,1,2,5,1,0,1,2,0)
    75        3:3        3:3       0.665 (32,2,4,3,1,1,3,4,0)
    76        3:3        2:2   +   0.453 (33,4,4,3,0,0,2,4,0)
    77        3:3        3:3       0.746 (21,2,3,1,1,0,3,2,0)
    78        3:3        3:3       0.693 (38,2,3,3,1,1,2,4,0)
    79        3:3        3:3       0.666 (25,3,3,3,1,1,3,2,0)
    80        3:3        2:2   +   0.516 (36,4,4,3,0,1,2,4,0)
    81        3:3        3:3       0.459 (33,4,4,5,1,1,3,3,0)
    82        3:3        2:2   +   0.591 (32,4,4,4,1,0,1,4,0)
    83        3:3        3:3       0.52 (29,4,4,2,1,1,3,4,0)
    84        3:3        2:2   +   0.623 (37,4,4,1,0,1,1,4,0)
    85        3:3        3:3       0.771 (31,2,2,4,1,1,3,3,0)
    86        3:3        2:2   +   0.579 (43,4,4,5,1,1,1,4,0)
    87        3:3        3:3       0.6 (37,2,4,4,1,0,2,3,0)
    88        3:3        3:3       0.608 (17,3,4,1,1,1,2,1,0)
    89        3:3        1:1   +   0.501 (25,2,3,4,1,0,3,2,0)
    90        3:3        3:3       0.557 (36,4,4,6,0,1,1,2,1)
    91        3:3        2:2   +   0.561 (33,4,4,2,0,0,1,3,0)
    92        3:3        3:3       0.442 (32,2,4,5,1,1,3,4,0)
    93        3:3        3:3       0.785 (30,2,3,3,1,1,3,3,0)
    94        3:3        2:2   +   0.543 (32,4,4,3,1,0,1,4,0)
