

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    58        2:2        3:3   +   0.999 (35,4,4,4,1,1,1,4,0)
    59        2:2        3:3   +   0.643 (38,4,4,2,1,1,1,4,0)
    60        2:2        1:1   +   0.5 (29,3,4,3,1,1,1,3,0)
    61        2:2        2:2       0.998 (32,4,4,2,1,0,3,4,0)
    62        2:2        3:3   +   1 (29,4,4,3,1,1,3,2,0)
    63        2:2        2:2       0.45 (46,4,3,5,1,1,1,4,0)
    64        2:2        3:3   +   0.471 (30,3,4,7,1,1,2,4,0)
    65        2:2        3:3   +   0.998 (23,4,3,3,1,1,3,3,0)
    66        2:2        2:2       0.5 (26,4,4,1,1,0,2,3,0)
    67        2:2        3:3   +   0.571 (32,4,4,2,1,1,1,4,0)
    68        3:3        2:2   +   0.4 (24,4,4,2,1,0,3,3,0)
    69        3:3        2:2   +   0.998 (34,3,4,3,0,0,3,4,0)
    70        3:3        3:3       0.998 (30,3,2,3,1,1,3,3,0)
    71        3:3        1:1   +   0.998 (39,4,4,2,0,1,3,4,0)
    72        3:3        3:3       0.5 (47,1,3,9,1,0,3,3,0)
    73        3:3        1:1   +   0.75 (35,1,2,6,1,1,2,2,1)
    74        3:3        2:2   +   0.5 (25,4,4,3,1,1,3,3,0)
    75        3:3        1:1   +   0.5 (25,2,3,2,1,1,2,4,0)
    76        3:3        2:2   +   0.555 (36,4,4,3,1,1,2,4,0)
    77        3:3        1:1   +   0.5 (37,3,4,3,0,1,3,4,0)
    78        3:3        2:2   +   0.4 (32,2,3,5,1,0,2,3,0)
    79        3:3        3:3       0.998 (24,3,4,4,1,1,2,3,0)
    80        3:3        3:3       0.999 (28,2,3,3,1,1,2,4,0)
    81        3:3        3:3       1 (21,3,3,1,1,1,3,2,0)
    82        3:3        3:3       0.998 (27,3,3,3,1,1,2,2,0)
    83        3:3        1:1   +   0.5 (37,3,4,4,0,1,2,4,0)
    84        3:3        2:2   +   0.998 (39,4,4,2,0,1,1,3,0)
    85        3:3        1:1   +   0.998 (27,3,4,2,1,1,3,2,0)
    86        3:3        3:3       0.998 (25,3,4,3,1,0,3,4,0)
    87        3:3        1:1   +   0.999 (35,1,2,5,1,1,2,2,1)
    88        3:3        2:2   +   0.667 (39,4,4,3,1,1,2,4,0)
    89        3:3        1:1   +   0.998 (21,2,1,3,1,0,3,1,1)
    90        3:3        3:3       0.687 (28,2,4,7,1,1,3,3,0)
    91        3:3        1:1   +   0.5 (31,3,4,5,1,1,1,4,0)
    92        3:3        1:1   +   0.75 (26,3,2,5,1,1,2,2,0)
    93        3:3        1:1   +   0.998 (28,3,3,3,1,0,2,4,0)
    94        3:3        3:3       0.625 (32,3,3,4,1,1,2,1,0)
    95        3:3        3:3       0.458 (37,4,4,4,1,1,3,2,0)
    96        3:3        1:1   +   0.998 (34,3,4,4,1,1,1,3,0)
    97        3:3        1:1   +   0.999 (20,3,3,2,1,1,2,4,0)
    98        3:3        2:2   +   0.998 (23,4,4,1,1,1,3,3,0)
    99        3:3        1:1   +   0.364 (41,1,4,9,1,1,2,1,0)
   100        3:3        2:2   +   0.998 (24,4,4,1,1,0,1,4,0)
   101        3:3        3:3       0.555 (22,4,4,1,1,1,2,3,0)
   102        3:3        3:3       0.999 (35,2,3,5,1,1,3,3,0)
   103        3:3        2:2   +   0.998 (31,4,4,1,1,1,1,4,0)
   104        3:3        3:3       0.999 (29,3,3,1,1,1,3,3,0)
   105        3:3        2:2   +   0.353 (31,3,4,4,1,0,3,3,0)
   106        3:3        2:2   +   0.999 (38,4,4,6,1,1,2,4,0)
   107        3:3        3:3       0.998 (30,2,2,4,1,1,2,1,0)
   108        3:3        2:2   +   0.625 (46,4,4,4,0,1,1,4,0)
   109        3:3        2:2   +   0.5 (25,3,3,2,1,1,2,3,0)
   110        3:3        2:2   +   0.998 (38,4,4,5,1,1,2,3,0)
   111        3:3        1:1   +   0.5 (23,2,3,2,1,1,3,1,0)
   112        3:3        1:1   +   0.5 (28,3,4,2,1,1,2,3,0)
   113        3:3        3:3       0.5 (33,4,4,2,1,0,1,4,0)
   114        3:3        2:2   +   0.998 (44,4,4,5,1,0,1,4,0)
   115        3:3        3:3       0.5 (34,2,4,7,1,1,2,3,0)
   116        3:3        2:2   +   0.999 (23,4,4,3,1,1,3,3,0)
   117        3:3        1:1   +   0.714 (46,1,2,9,1,0,3,4,1)
   118        3:3        2:2   +   0.998 (32,4,4,2,1,0,3,4,0)
     1        1:1        1:1       0.998 (24,3,4,2,1,1,2,2,0)
     2        1:1        3:3   +   0.5 (35,4,4,1,1,1,1,3,0)
     3        1:1        2:2   +   0.5 (37,4,4,2,1,1,1,4,0)
     4        1:1        1:1       0.5 (42,1,3,12,1,1,2,4,0)
     5        1:1        1:1       0.998 (20,2,3,3,1,1,3,4,0)
     6        1:1        1:1       0.333 (33,4,4,1,0,0,3,4,0)
     7        1:1        3:3   +   0.7 (30,3,4,4,0,1,2,3,0)
     8        1:1        1:1       0.875 (48,1,1,6,1,1,2,3,1)
     9        1:1        3:3   +   0.538 (24,3,3,2,1,0,3,2,0)
    10        1:1        1:1       0.5 (47,1,4,7,1,1,2,3,0)
    11        1:1        3:3   +   0.998 (29,3,4,4,1,0,1,3,0)
    12        1:1        3:3   +   0.6 (25,3,2,1,1,0,3,3,0)
    13        1:1        1:1       0.998 (32,1,3,4,1,1,2,2,1)
    14        1:1        2:2   +   0.353 (26,4,4,1,1,1,1,4,0)
    15        1:1        1:1       0.998 (22,3,4,0,1,0,3,4,0)
    16        1:1        3:3   +   0.467 (38,3,3,4,0,0,3,2,1)
    17        1:1        3:3   +   0.474 (36,3,3,3,0,0,2,3,1)
    18        1:1        2:2   +   0.5 (34,2,4,6,1,0,3,4,0)
    19        1:1        2:2   +   0.999 (30,4,4,4,1,1,2,4,0)
    20        1:1        1:1       0.333 (30,4,4,1,1,0,1,4,0)
    21        1:1        3:3   +   0.412 (37,2,3,2,0,0,3,3,0)
    22        1:1        3:3   +   0.5 (37,3,3,6,1,1,2,2,0)
    23        1:1        1:1       0.5 (18,3,4,1,1,1,3,3,0)
    24        1:1        1:1       0.857 (19,2,2,0,1,1,2,2,0)
    25        1:1        1:1       0.666 (29,4,4,0,1,0,2,4,0)
    26        1:1        2:2   +   0.998 (36,1,4,2,1,1,2,2,0)
    27        1:1        3:3   +   0.666 (28,2,4,0,1,1,3,1,0)
    28        1:1        3:3   +   0.4 (27,4,4,1,0,1,3,4,0)
    29        1:1        3:3   +   0.999 (35,4,4,2,0,1,3,4,0)
    30        1:1        1:1       0.444 (29,3,4,1,0,1,2,3,0)
    31        1:1        1:1       0.998 (34,3,4,4,0,1,3,1,1)
    32        1:1        3:3   +   0.667 (42,4,4,1,1,1,2,4,0)
    33        1:1        3:3   +   0.75 (47,3,4,3,1,1,2,3,0)
    34        2:2        3:3   +   0.666 (25,4,4,1,1,1,1,4,0)
    35        2:2        2:2       0.625 (28,4,4,2,1,0,1,3,0)
    36        2:2        3:3   +   0.857 (33,3,4,5,0,1,3,3,0)
    37        2:2        3:3   +   0.515 (39,3,4,5,1,1,3,4,0)
    38        2:2        1:1   +   0.375 (27,4,4,2,1,1,1,3,0)
    39        2:2        1:1   +   0.5 (34,2,2,8,1,1,2,2,0)
    40        2:2        2:2       0.5 (24,4,4,1,1,1,3,4,0)
    41        2:2        2:2       0.998 (37,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.625 (41,4,4,4,0,1,1,4,0)
    43        2:2        2:2       0.5 (39,4,4,5,1,1,1,4,0)
    44        2:2        3:3   +   0.667 (28,4,4,4,1,1,1,3,0)
    45        2:2        2:2       0.5 (40,4,4,4,1,1,1,3,0)
    46        2:2        2:2       0.5 (28,3,4,2,0,1,2,3,0)
    47        2:2        2:2       0.533 (46,4,4,4,1,1,1,4,0)
    48        2:2        2:2       0.998 (41,4,4,4,0,0,2,4,0)
    49        2:2        2:2       0.998 (32,3,3,2,1,0,3,4,0)
    50        2:2        3:3   +   0.833 (26,3,4,3,1,1,2,3,0)
    51        2:2        3:3   +   0.998 (26,4,4,2,1,0,1,4,0)
    52        2:2        3:3   +   0.667 (36,4,4,2,1,1,2,4,0)
    53        2:2        3:3   +   0.998 (42,4,4,5,1,1,1,4,0)
    54        2:2        2:2       0.998 (37,2,3,7,1,1,3,4,0)
    55        2:2        1:1   +   0.998 (20,3,4,1,1,1,3,2,0)
    56        2:2        1:1   +   0.998 (44,2,3,1,0,1,2,4,0)
    57        2:2        2:2       0.998 (41,4,4,4,0,0,2,4,0)
    58        2:2        2:2       0.666 (36,4,4,3,1,1,1,4,0)
    59        2:2        2:2       0.5 (24,3,4,5,1,1,1,2,1)
    60        2:2        1:1   +   0.998 (27,4,4,1,0,0,1,4,0)
    61        2:2        2:2       0.778 (37,4,3,8,1,1,1,4,0)
    62        2:2        2:2       0.998 (44,4,4,4,1,1,1,4,0)
    63        2:2        2:2       0.533 (46,4,4,4,1,1,1,4,0)
    64        2:2        3:3   +   0.998 (35,4,4,2,1,0,1,4,0)
    65        2:2        1:1   +   0.5 (31,3,4,4,1,1,1,3,0)
    66        2:2        3:3   +   0.6 (35,4,4,3,1,1,2,3,0)
    67        3:3        1:1   +   0.4 (25,2,3,1,1,1,3,1,0)
    68        3:3        3:3       0.998 (24,1,2,3,1,1,3,2,0)
    69        3:3        3:3       0.999 (22,3,3,1,1,1,3,2,0)
    70        3:3        1:1   +   0.75 (25,2,3,2,1,1,3,1,0)
    71        3:3        1:1   +   0.5 (20,3,4,2,1,1,1,3,0)
    72        3:3        1:1   +   0.333 (19,2,4,1,1,1,2,3,0)
    73        3:3        1:1   +   0.412 (37,2,3,6,1,1,3,4,0)
    74        3:3        1:1   +   0.5 (36,2,3,6,1,1,2,4,0)
    75        3:3        1:1   +   0.5 (34,2,3,3,0,1,3,2,1)
    76        3:3        2:2   +   0.533 (46,4,4,4,1,1,1,4,0)
    77        3:3        2:2   +   0.998 (34,4,4,3,1,1,1,4,0)
    78        3:3        1:1   +   0.5 (28,4,4,3,0,0,3,4,0)
    79        3:3        3:3       0.667 (22,1,3,2,1,1,3,2,0)
    80        3:3        3:3       0.75 (28,1,2,4,1,1,2,3,0)
    81        3:3        1:1   +   0.5 (30,1,3,2,1,1,3,4,0)
    82        3:3        3:3       0.998 (32,1,4,4,1,1,3,2,0)
    83        3:3        3:3       0.455 (38,4,4,2,1,0,1,4,0)
    84        3:3        1:1   +   0.5 (17,3,4,1,1,1,3,3,0)
    85        3:3        3:3       0.437 (27,4,4,2,1,1,1,4,0)
    86        3:3        3:3       0.5 (25,3,4,2,1,1,3,3,0)
    87        3:3        3:3       0.666 (30,3,3,4,1,0,3,2,0)
    88        3:3        3:3       0.571 (43,4,4,2,1,1,1,4,0)
    89        3:3        1:1   +   0.666 (28,4,4,1,0,0,2,4,0)
    90        3:3        3:3       0.429 (28,4,3,2,1,1,3,2,0)
    91        3:3        3:3       0.998 (33,3,3,4,1,0,2,2,0)
    92        3:3        1:1   +   0.998 (17,3,3,1,1,1,2,4,0)
    93        3:3        3:3       0.6 (30,4,4,2,1,0,2,2,0)
    94        3:3        3:3       0.75 (22,2,4,1,1,1,3,3,0)
    95        3:3        3:3       0.357 (34,1,4,4,1,1,3,4,1)
    96        3:3        3:3       0.998 (22,1,3,2,1,1,3,1,0)
    97        3:3        2:2   +   0.5 (26,3,4,2,1,0,2,4,0)
    98        3:3        1:1   +   0.333 (22,4,4,1,1,0,2,4,0)
    99        3:3        1:1   +   0.333 (22,4,4,3,1,1,3,2,0)
   100        3:3        1:1   +   0.5 (27,4,4,1,0,0,1,3,0)
   101        3:3        3:3       0.857 (24,4,4,2,1,1,3,3,0)
   102        3:3        1:1   +   0.998 (35,1,2,4,1,0,4,4,0)
   103        3:3        3:3       0.4 (27,4,4,1,0,1,3,4,0)
   104        3:3        3:3       0.5 (32,2,3,4,1,0,2,2,0)
   105        3:3        3:3       0.667 (27,2,4,3,1,1,4,4,0)
   106        3:3        1:1   +   0.999 (45,2,3,3,0,0,2,4,0)
   107        3:3        3:3       0.998 (26,1,2,3,1,0,3,2,0)
   108        3:3        3:3       0.5 (21,2,2,1,1,1,4,3,0)
   109        3:3        3:3       0.727 (46,3,4,4,1,0,3,4,0)
   110        3:3        3:3       0.667 (22,3,2,2,1,1,2,1,0)
   111        3:3        3:3       0.75 (33,3,3,4,1,0,2,3,0)
   112        3:3        1:1   +   0.5 (27,3,3,5,1,1,2,4,0)
   113        3:3        2:2   +   0.998 (41,4,4,8,1,1,1,4,0)
   114        3:3        1:1   +   0.998 (30,2,3,5,1,0,3,4,0)
   115        3:3        1:1   +   0.998 (40,2,4,3,0,1,3,4,0)
   116        3:3        1:1   +   0.5 (20,4,4,2,1,1,1,3,0)
   117        3:3        3:3       0.998 (41,4,4,5,1,1,1,4,0)
   118        3:3        3:3       0.998 (36,4,4,3,0,1,3,4,0)
     1        1:1        3:3   +   0.5 (42,3,3,5,1,1,2,2,0)
     2        1:1        1:1       0.998 (38,1,2,8,1,1,3,3,1)
     3        1:1        2:2   +   0.5 (23,2,4,2,1,1,1,4,0)
     4        1:1        3:3   +   0.999 (30,2,3,4,1,0,3,2,0)
     5        1:1        3:3   +   0.75 (27,4,4,1,0,0,2,4,0)
     6        1:1        1:1       0.998 (41,2,2,5,0,1,2,2,0)
     7        1:1        2:2   +   0.998 (47,2,2,7,1,1,2,2,0)
     8        1:1        1:1       0.5 (31,3,2,1,1,1,3,4,0)
     9        1:1        1:1       0.998 (16,2,4,1,1,1,3,4,0)
    10        1:1        3:3   +   0.998 (25,2,2,3,1,1,3,3,0)
    11        1:1        1:1       0.998 (47,1,2,2,1,1,2,4,0)
    12        1:1        1:1       0.998 (19,2,2,2,1,1,3,1,0)
    13        1:1        2:2   +   0.5 (28,4,4,3,0,0,1,4,0)
    14        1:1        2:2   +   0.429 (45,3,4,2,0,1,1,4,0)
    15        1:1        3:3   +   0.5 (23,4,4,2,1,0,3,3,0)
    16        1:1        1:1       0.999 (33,1,2,0,1,0,3,3,0)
    17        1:1        3:3   +   0.998 (17,2,3,1,1,1,3,2,0)
    18        1:1        3:3   +   0.6 (40,2,2,6,1,1,2,2,1)
    19        1:1        2:2   +   0.4 (42,2,3,2,1,1,1,4,0)
    20        1:1        1:1       0.333 (23,3,3,2,1,1,3,3,0)
    21        1:1        1:1       0.833 (48,1,1,8,1,1,1,1,1)
    22        1:1        3:3   +   0.5 (28,4,4,5,1,0,3,4,0)
    23        1:1        3:3   +   0.5 (39,3,4,1,0,1,3,4,0)
    24        1:1        3:3   +   0.666 (43,1,2,8,1,1,2,2,1)
    25        1:1        1:1       0.545 (18,2,3,1,1,1,2,3,0)
    26        1:1        3:3   +   0.998 (48,3,4,5,1,1,2,3,0)
    27        1:1        2:2   +   0.4 (43,4,4,5,1,1,1,3,0)
    28        1:1        3:3   +   0.998 (22,4,4,0,1,1,3,2,0)
    29        1:1        1:1       0.998 (40,1,1,0,1,1,3,2,0)
    30        1:1        3:3   +   0.714 (32,4,4,1,0,1,1,4,0)
    31        1:1        3:3   +   0.666 (36,2,3,6,1,1,2,3,0)
    32        1:1        3:3   +   0.5 (47,4,4,1,0,1,1,4,0)
    33        1:1        1:1       0.998 (25,1,3,1,1,1,4,2,0)
    34        2:2        2:2       0.429 (33,4,4,5,1,1,2,4,0)
    35        2:2        3:3   +   0.998 (20,3,4,1,1,1,2,4,0)
    36        2:2        3:3   +   0.5 (33,4,4,3,1,1,3,4,0)
    37        2:2        3:3   +   0.998 (22,4,4,1,1,0,2,2,0)
    38        2:2        1:1   +   0.5 (26,4,4,2,0,1,1,4,0)
    39        2:2        1:1   +   0.998 (33,3,4,3,0,1,2,4,0)
    40        2:2        3:3   +   0.875 (26,3,4,3,1,1,3,4,0)
    41        2:2        3:3   +   0.555 (43,4,4,3,0,1,1,4,0)
    42        2:2        3:3   +   0.714 (34,3,4,4,1,1,3,3,0)
    43        2:2        1:1   +   0.998 (35,1,3,7,1,0,2,3,1)
    44        2:2        3:3   +   0.999 (38,4,4,3,0,0,2,4,0)
    45        2:2        2:2       0.5 (32,3,4,7,0,1,1,3,0)
    46        2:2        2:2       0.833 (27,4,4,2,1,0,1,3,0)
    47        2:2        3:3   +   0.998 (32,4,4,4,1,1,1,2,0)
    48        2:2        1:1   +   0.998 (41,3,4,3,0,1,2,4,0)
    49        2:2        3:3   +   0.666 (42,4,4,4,1,1,3,4,0)
    50        2:2        2:2       0.571 (37,4,4,3,1,1,3,4,0)
    51        2:2        3:3   +   0.444 (30,4,4,3,1,1,2,1,0)
    52        2:2        1:1   +   0.333 (26,3,4,3,1,1,1,4,0)
    53        2:2        2:2       0.643 (36,3,4,4,0,0,2,4,0)
    54        2:2        3:3   +   0.8 (28,3,3,3,1,1,1,2,0)
    55        2:2        3:3   +   0.407 (38,4,4,4,0,1,3,4,0)
    56        2:2        3:3   +   0.998 (31,2,2,4,1,1,4,3,1)
    57        2:2        1:1   +   0.6 (23,3,1,1,1,0,3,3,0)
    58        2:2        2:2       0.555 (35,4,4,5,1,0,1,4,0)
    59        2:2        3:3   +   0.6 (43,3,3,6,1,0,3,2,0)
    60        2:2        2:2       0.5 (33,4,4,3,0,1,2,4,0)
    61        2:2        1:1   +   0.533 (24,1,4,1,1,0,4,2,1)
    62        2:2        3:3   +   0.75 (32,4,4,4,1,1,2,3,0)
    63        2:2        2:2       0.998 (42,2,3,7,1,1,3,4,0)
    64        2:2        3:3   +   0.998 (43,4,4,5,0,1,1,4,0)
    65        2:2        2:2       0.5 (34,4,4,5,1,1,3,4,0)
    66        2:2        3:3   +   0.452 (34,4,4,3,1,0,3,4,0)
    67        3:3        1:1   +   0.999 (33,2,3,4,1,1,2,3,0)
    68        3:3        3:3       0.999 (25,3,3,3,1,1,2,1,0)
    69        3:3        1:1   +   0.5 (21,2,2,0,0,1,4,4,0)
    70        3:3        3:3       0.998 (33,2,4,3,1,1,2,4,0)
    71        3:3        3:3       0.998 (41,4,4,5,1,1,1,4,0)
    72        3:3        3:3       1 (25,2,4,3,1,1,3,3,0)
    73        3:3        2:2   +   1 (44,4,4,11,1,1,1,4,0)
    74        3:3        3:3       0.999 (40,2,3,5,1,1,3,3,0)
    75        3:3        2:2   +   0.5 (34,2,3,2,1,1,2,3,0)
    76        3:3        2:2   +   0.667 (38,4,4,4,1,0,1,4,0)
    77        3:3        2:2   +   0.4 (25,1,2,3,1,1,2,3,0)
    78        3:3        2:2   +   0.998 (26,3,2,4,1,1,3,4,0)
    79        3:3        3:3       0.998 (31,1,2,4,1,1,3,3,0)
    80        3:3        2:2   +   0.998 (45,3,4,2,0,1,3,3,0)
    81        3:3        3:3       0.533 (31,3,3,6,0,1,3,1,0)
    82        3:3        2:2   +   0.5 (29,2,4,3,1,0,3,3,0)
    83        3:3        2:2   +   0.998 (36,2,4,8,1,1,1,4,0)
    84        3:3        1:1   +   0.333 (34,4,4,2,0,1,1,4,0)
    85        3:3        2:2   +   0.75 (40,4,4,2,0,0,1,4,0)
    86        3:3        3:3       0.998 (37,4,4,3,1,1,2,4,0)
    87        3:3        3:3       0.998 (29,3,3,4,1,1,3,4,0)
    88        3:3        2:2   +   0.375 (25,4,4,2,1,1,1,3,0)
    89        3:3        2:2   +   0.625 (38,4,4,3,0,0,3,3,1)
    90        3:3        3:3       0.998 (21,3,3,1,1,1,3,3,0)
    91        3:3        1:1   +   0.998 (33,3,4,4,1,0,2,4,0)
    92        3:3        3:3       0.666 (26,3,4,4,1,1,2,3,0)
    93        3:3        3:3       0.6 (22,1,2,2,1,1,3,4,0)
    94        3:3        3:3       0.998 (22,3,4,1,1,0,1,4,0)
    95        3:3        3:3       0.478 (37,2,4,3,1,1,2,3,0)
    96        3:3        3:3       0.666 (18,3,3,1,1,1,2,2,0)
    97        3:3        1:1   +   0.5 (28,4,4,2,0,1,2,4,0)
    98        3:3        3:3       0.647 (37,2,3,9,1,1,3,3,0)
    99        3:3        2:2   +   0.5 (29,4,4,3,1,1,3,4,0)
   100        3:3        2:2   +   1 (32,4,4,2,1,0,1,3,0)
   101        3:3        3:3       0.998 (24,1,3,4,1,1,3,3,0)
   102        3:3        2:2   +   0.998 (30,3,3,7,1,1,3,4,0)
   103        3:3        2:2   +   0.998 (42,4,4,5,1,1,1,4,0)
   104        3:3        3:3       0.998 (28,2,2,5,1,0,2,4,0)
   105        3:3        1:1   +   0.999 (25,4,4,2,1,1,1,2,0)
   106        3:3        3:3       0.999 (28,2,3,6,1,1,2,4,0)
   107        3:3        3:3       0.6 (23,2,3,3,1,1,2,3,0)
   108        3:3        2:2   +   0.998 (29,3,3,1,0,0,2,4,0)
   109        3:3        1:1   +   0.5 (37,3,3,6,1,1,3,3,0)
   110        3:3        2:2   +   0.5 (43,3,3,5,1,0,3,3,0)
   111        3:3        3:3       0.5 (31,4,4,4,1,0,3,4,0)
   112        3:3        2:2   +   0.5 (31,4,4,3,1,1,4,4,0)
   113        3:3        3:3       0.571 (23,4,4,2,1,1,3,4,0)
   114        3:3        2:2   +   0.998 (26,3,4,2,1,1,3,3,0)
   115        3:3        3:3       0.998 (32,1,2,6,0,1,2,3,0)
   116        3:3        3:3       0.998 (31,3,3,3,1,1,2,1,1)
   117        3:3        1:1   +   0.666 (21,4,4,1,1,1,3,1,0)
     1        1:1        3:3   +   0.998 (27,2,4,1,1,0,1,1,0)
     2        1:1        2:2   +   0.5 (25,4,4,1,0,1,2,3,0)
     3        1:1        1:1       0.5 (49,2,3,4,1,1,2,3,0)
     4        1:1        3:3   +   0.667 (36,1,4,1,1,1,3,3,0)
     5        1:1        3:3   +   0.998 (35,1,2,0,1,0,4,4,0)
     6        1:1        1:1       0.333 (31,3,3,2,1,0,3,3,0)
     7        1:1        2:2   +   0.666 (28,4,4,1,1,0,1,3,0)
     8        1:1        1:1       0.998 (37,3,4,7,1,1,3,4,0)
     9        1:1        1:1       0.444 (37,1,3,0,1,1,3,4,0)
    10        1:1        1:1       0.6 (24,3,4,0,1,0,2,3,0)
    11        1:1        1:1       0.998 (40,2,2,8,1,1,1,3,0)
    12        1:1        2:2   +   0.485 (26,4,4,3,1,1,1,4,0)
    13        1:1        1:1       0.786 (47,1,1,4,1,1,2,2,0)
    14        1:1        2:2   +   0.452 (46,4,4,10,1,1,1,3,0)
    15        1:1        3:3   +   0.56 (48,3,4,8,1,1,3,3,0)
    16        1:1        1:1       0.6 (45,4,4,1,1,0,1,4,0)
    17        1:1        3:3   +   0.8 (40,4,4,2,1,1,3,4,0)
    18        1:1        1:1       0.5 (35,3,4,6,1,0,2,2,0)
    19        1:1        1:1       0.666 (38,1,2,6,1,1,2,1,1)
    20        1:1        2:2   +   0.998 (32,2,3,4,0,1,2,4,0)
    21        1:1        3:3   +   0.528 (41,3,2,11,1,1,2,3,0)
    22        1:1        2:2   +   0.5 (24,2,2,4,1,1,3,4,0)
    23        1:1        2:2   +   0.5 (24,4,4,1,1,0,1,3,0)
    24        1:1        3:3   +   0.999 (19,3,3,1,1,1,2,4,0)
    25        1:1        1:1       0.5 (47,3,3,2,1,1,2,4,0)
    26        1:1        3:3   +   0.7 (38,2,4,5,1,1,3,3,0)
    27        1:1        2:2   +   0.998 (35,4,4,5,1,1,1,4,0)
    28        1:1        1:1       0.714 (21,1,3,0,1,0,3,4,1)
    29        1:1        1:1       0.998 (45,4,4,1,1,1,1,4,0)
    30        1:1        3:3   +   0.5 (22,3,4,2,1,1,3,3,0)
    31        1:1        3:3   +   0.5 (47,4,4,2,1,1,1,4,0)
    32        1:1        3:3   +   0.545 (27,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.998 (41,2,4,1,1,1,2,3,0)
    34        2:2        2:2       0.998 (47,4,4,6,1,0,1,4,0)
    35        2:2        3:3   +   0.998 (35,1,2,9,1,0,3,1,0)
    36        2:2        2:2       0.5 (24,4,4,1,1,1,2,4,0)
    37        2:2        1:1   +   0.5 (35,3,3,6,1,1,2,3,0)
    38        2:2        3:3   +   0.666 (44,4,4,7,1,1,2,4,0)
    39        2:2        2:2       0.998 (38,4,4,6,1,0,3,3,0)
    40        2:2        2:2       0.5 (33,4,4,3,1,1,3,3,0)
    41        2:2        1:1   +   0.429 (25,4,4,1,1,0,1,4,0)
    42        2:2        2:2       0.5 (28,3,4,2,0,1,3,3,0)
    43        2:2        2:2       0.666 (31,4,4,3,0,1,2,4,0)
    44        2:2        2:2       0.75 (41,4,4,4,1,0,1,4,0)
    45        2:2        1:1   +   0.333 (31,3,3,2,1,0,3,3,0)
    46        2:2        3:3   +   0.998 (31,4,4,1,1,1,1,4,0)
    47        2:2        3:3   +   0.5 (36,3,3,4,1,1,1,3,0)
    48        2:2        1:1   +   0.998 (48,4,4,4,0,1,1,4,0)
    49        2:2        1:1   +   0.5 (40,4,4,6,0,0,1,4,0)
    50        2:2        1:1   +   0.5 (35,4,4,3,1,1,1,4,0)
    51        2:2        3:3   +   0.998 (29,4,4,3,1,0,3,3,0)
    52        2:2        2:2       0.998 (37,4,4,3,1,1,1,4,0)
    53        2:2        2:2       0.998 (24,4,4,1,1,1,1,4,0)
    54        2:2        1:1   +   0.5 (42,4,4,3,1,0,1,4,0)
    55        2:2        1:1   +   0.998 (25,3,3,1,1,1,3,1,0)
    56        2:2        2:2       0.666 (45,4,4,3,0,1,2,4,0)
    57        2:2        2:2       0.999 (41,4,4,6,0,1,1,4,0)
    58        2:2        3:3   +   0.5 (36,4,4,3,0,1,2,4,0)
    59        2:2        3:3   +   0.998 (27,4,4,1,1,1,1,4,0)
    60        2:2        2:2       0.667 (45,4,4,7,1,1,1,4,0)
    61        2:2        1:1   +   0.998 (47,2,2,7,1,1,2,4,0)
    62        2:2        2:2       0.998 (23,3,3,2,1,0,3,4,0)
    63        2:2        2:2       0.998 (42,4,4,6,1,1,1,3,0)
    64        2:2        3:3   +   0.555 (46,4,4,2,1,0,1,4,0)
    65        2:2        3:3   +   0.6 (32,4,4,2,0,0,2,4,0)
    66        2:2        3:3   +   0.417 (21,4,4,1,1,1,1,3,0)
    67        3:3        2:2   +   0.455 (37,4,4,3,1,0,1,4,0)
    68        3:3        1:1   +   0.455 (32,2,2,6,1,1,2,3,0)
    69        3:3        3:3       0.999 (30,2,3,7,1,1,3,3,0)
    70        3:3        2:2   +   0.998 (42,4,4,5,0,1,2,4,0)
    71        3:3        3:3       0.75 (25,3,4,3,1,1,3,4,0)
    72        3:3        3:3       0.998 (30,3,4,3,0,1,3,3,0)
    73        3:3        2:2   +   0.5 (33,3,3,8,1,1,3,4,0)
    74        3:3        1:1   +   0.5 (29,1,2,5,1,0,1,2,0)
    75        3:3        3:3       0.6 (32,2,4,3,1,1,3,4,0)
    76        3:3        2:2   +   0.5 (33,4,4,3,0,0,2,4,0)
    77        3:3        3:3       0.555 (21,2,3,1,1,0,3,2,0)
    78        3:3        3:3       0.998 (38,2,3,3,1,1,2,4,0)
    79        3:3        3:3       0.64 (25,3,3,3,1,1,3,2,0)
    80        3:3        3:3       0.5 (36,4,4,3,0,1,2,4,0)
    81        3:3        1:1   +   0.998 (33,4,4,5,1,1,3,3,0)
    82        3:3        2:2   +   0.5 (32,4,4,4,1,0,1,4,0)
    83        3:3        2:2   +   0.998 (29,4,4,2,1,1,3,4,0)
    84        3:3        1:1   +   0.667 (37,4,4,1,0,1,1,4,0)
    85        3:3        3:3       0.998 (31,2,2,4,1,1,3,3,0)
    86        3:3        3:3       0.5 (43,4,4,5,1,1,1,4,0)
    87        3:3        1:1   +   0.4 (37,2,4,4,1,0,2,3,0)
    88        3:3        3:3       0.5 (17,3,4,1,1,1,2,1,0)
