

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
     1    1:unacc      2:acc   +   0.572 (high,vhigh,4,more,big,high)
     2    1:unacc    1:unacc       0.982 (vhigh,low,5more,4,big,low)
     3    1:unacc    1:unacc       1 (med,high,3,2,big,low)
     4    1:unacc      2:acc   +   0.557 (med,vhigh,3,4,med,med)
     5    1:unacc    1:unacc       0.99 (med,high,2,more,med,low)
     6    1:unacc    1:unacc       0.997 (high,vhigh,2,4,med,low)
     7    1:unacc    1:unacc       1 (low,vhigh,3,2,small,low)
     8    1:unacc    1:unacc       0.985 (med,low,5more,4,small,low)
     9    1:unacc    1:unacc       0.999 (med,med,4,2,big,low)
    10    1:unacc    1:unacc       1 (med,low,2,2,big,low)
    11    1:unacc    1:unacc       0.996 (low,vhigh,2,4,med,low)
    12    1:unacc    1:unacc       0.994 (high,med,5more,2,big,med)
    13    1:unacc    1:unacc       0.995 (high,high,4,4,small,low)
    14    1:unacc    1:unacc       1 (low,med,2,2,med,low)
    15    1:unacc    1:unacc       0.993 (high,med,5more,4,med,low)
    16    1:unacc    1:unacc       0.968 (med,low,2,2,med,high)
    17    1:unacc    1:unacc       0.995 (med,high,5more,2,small,med)
    18    1:unacc    1:unacc       0.997 (low,vhigh,2,2,small,high)
    19    1:unacc    1:unacc       0.974 (low,low,2,2,small,high)
    20    1:unacc    1:unacc       0.966 (med,med,2,2,med,high)
    21    1:unacc    1:unacc       0.496 (high,low,5more,more,small,med)
    22    1:unacc    1:unacc       0.996 (high,med,3,more,small,low)
    23    1:unacc    1:unacc       0.995 (med,vhigh,3,4,med,low)
    24    1:unacc    1:unacc       0.997 (high,vhigh,4,4,small,low)
    25    1:unacc      2:acc   +   0.668 (high,high,3,4,med,med)
    26    1:unacc      2:acc   +   0.538 (high,vhigh,2,4,big,high)
    27    1:unacc      2:acc   +   0.496 (high,low,2,more,med,med)
    28    1:unacc    1:unacc       0.974 (low,low,2,2,med,med)
    29    1:unacc    1:unacc       1 (high,low,4,2,big,low)
    30    1:unacc    1:unacc       0.999 (med,low,4,2,big,low)
    31    1:unacc    1:unacc       0.995 (high,low,2,4,med,low)
    32    1:unacc    1:unacc       0.995 (med,vhigh,2,2,big,high)
    33    1:unacc    1:unacc       0.996 (high,med,4,2,small,med)
    34    1:unacc    1:unacc       1 (low,high,5more,2,med,low)
    35    1:unacc    1:unacc       0.518 (high,med,2,4,small,med)
    36    1:unacc    1:unacc       1 (med,med,4,2,small,low)
    37    1:unacc    1:unacc       0.992 (vhigh,low,4,more,small,low)
    38    1:unacc    1:unacc       1 (high,low,3,2,big,low)
    39    1:unacc    1:unacc       0.994 (high,med,4,2,big,med)
    40    1:unacc    1:unacc       0.996 (high,high,3,2,small,med)
    41    1:unacc    1:unacc       0.579 (high,low,2,more,small,med)
    42    1:unacc    1:unacc       0.995 (high,high,2,more,big,low)
    43    1:unacc    1:unacc       0.993 (high,med,5more,more,big,low)
    44    1:unacc    1:unacc       0.995 (high,med,2,4,med,low)
    45    1:unacc    1:unacc       0.977 (low,low,4,2,small,med)
    46    1:unacc    1:unacc       0.634 (high,vhigh,2,4,small,med)
    47    1:unacc    1:unacc       0.993 (low,vhigh,3,2,big,high)
    48    1:unacc      2:acc   +   0.519 (high,vhigh,5more,more,big,med)
    49    1:unacc    1:unacc       0.974 (low,high,5more,4,big,low)
    50    1:unacc    1:unacc       0.999 (med,med,5more,2,big,low)
    51    1:unacc    1:unacc       0.995 (high,high,5more,4,small,low)
    52    1:unacc    1:unacc       0.979 (low,med,2,2,small,high)
    53    1:unacc    1:unacc       0.543 (high,low,2,4,small,med)
    54    1:unacc    1:unacc       1 (vhigh,low,5more,2,small,low)
    55    1:unacc      2:acc   +   0.565 (high,vhigh,3,more,big,high)
    56    1:unacc      2:acc   +   0.52 (high,vhigh,2,4,med,high)
    57    1:unacc    1:unacc       0.972 (low,low,4,2,big,med)
    58    1:unacc    1:unacc       0.554 (high,med,2,more,small,med)
    59    1:unacc    1:unacc       0.984 (vhigh,low,4,4,med,low)
    60    1:unacc    1:unacc       0.938 (low,med,5more,more,big,low)
    61    1:unacc    1:unacc       0.509 (high,low,4,more,small,med)
    62    1:unacc    1:unacc       0.988 (vhigh,low,2,more,big,low)
    63    1:unacc    1:unacc       0.995 (high,med,2,more,med,low)
    64    1:unacc    1:unacc       0.994 (med,high,5more,more,small,low)
    65    1:unacc    1:unacc       0.994 (high,high,3,2,med,med)
    66    1:unacc      2:acc   +   0.604 (high,high,5more,4,small,med)
    67    1:unacc      2:acc   +   0.537 (high,vhigh,5more,4,med,med)
    68    1:unacc      2:acc   +   0.554 (high,vhigh,5more,4,big,med)
    69    1:unacc    1:unacc       0.996 (med,vhigh,3,2,med,med)
    70    1:unacc    1:unacc       1 (high,low,2,2,med,low)
    71    1:unacc    1:unacc       1 (med,vhigh,5more,2,med,low)
    72    1:unacc    1:unacc       1 (high,high,3,2,med,low)
    73    1:unacc    1:unacc       0.992 (med,high,4,2,big,med)
    74    1:unacc    1:unacc       0.952 (med,low,4,2,med,high)
    75    1:unacc     3:good   +   0.329 (low,med,2,more,small,high)
    76    1:unacc    1:unacc       0.993 (med,high,4,4,small,low)
    77    1:unacc    1:unacc       1 (high,med,5more,2,small,low)
    78    1:unacc      2:acc   +   0.525 (high,med,2,more,med,med)
    79    1:unacc    1:unacc       0.573 (low,vhigh,2,more,med,med)
    80    1:unacc    1:unacc       0.6 (high,vhigh,4,more,small,med)
    81    1:unacc    1:unacc       0.951 (low,high,5more,2,big,high)
    82    1:unacc    1:unacc       1 (low,vhigh,2,2,big,low)
    83    1:unacc    1:unacc       0.992 (vhigh,low,3,more,small,low)
    84    1:unacc    1:unacc       0.978 (med,high,5more,4,big,low)
    85    1:unacc    1:unacc       0.58 (low,vhigh,5more,more,small,med)
    86    1:unacc    1:unacc       0.997 (low,vhigh,3,more,small,low)
    87    1:unacc    1:unacc       1 (low,med,2,2,small,low)
    88    1:unacc      2:acc   +   0.646 (med,high,2,4,med,med)
    89    1:unacc    1:unacc       0.994 (high,high,5more,2,med,med)
    90    1:unacc    1:unacc       0.992 (high,low,3,2,big,high)
    91    4:vgood    4:vgood       0.409 (low,med,2,4,big,high)
    92    4:vgood      2:acc   +   0.466 (low,high,5more,4,big,high)
    93    4:vgood    4:vgood       0.375 (med,low,5more,4,big,high)
    94    4:vgood    4:vgood       0.365 (low,low,3,4,big,high)
    95    4:vgood    4:vgood       0.475 (low,med,4,more,med,high)
    96    4:vgood      2:acc   +   0.398 (med,low,3,more,med,high)
    97    4:vgood      2:acc   +   0.48 (low,high,5more,more,med,high)
    98      2:acc      2:acc       0.525 (med,high,2,more,big,high)
    99      2:acc    1:unacc   +   0.496 (low,vhigh,3,4,small,high)
   100      2:acc    1:unacc   +   0.524 (low,vhigh,4,more,small,high)
   101      2:acc      2:acc       0.553 (med,vhigh,2,4,med,high)
   102      2:acc    1:unacc   +   0.491 (low,vhigh,2,more,med,high)
   103      2:acc      2:acc       0.638 (high,med,3,more,med,high)
   104      2:acc      2:acc       0.647 (vhigh,low,4,more,big,high)
   105      2:acc      2:acc       0.679 (high,med,3,4,big,high)
   106      2:acc      2:acc       0.592 (high,high,2,more,big,med)
   107      2:acc      2:acc       0.561 (med,vhigh,5more,more,big,med)
   108      2:acc      2:acc       0.528 (med,vhigh,2,more,big,high)
   109      2:acc      2:acc       0.655 (high,high,5more,more,med,med)
   110      2:acc      2:acc       0.646 (high,med,3,more,big,high)
   111      2:acc      2:acc       0.563 (med,med,4,more,big,med)
   112      2:acc      2:acc       0.701 (high,high,5more,4,big,med)
   113      2:acc      2:acc       0.613 (med,high,2,4,med,high)
   114      2:acc      2:acc       0.651 (med,high,4,more,small,high)
   115      2:acc      2:acc       0.625 (low,high,4,more,med,med)
   116      2:acc      2:acc       0.585 (med,vhigh,3,more,big,high)
   117      2:acc      2:acc       0.545 (high,low,4,more,small,high)
   118      2:acc      2:acc       0.557 (med,vhigh,5more,4,small,high)
   119      2:acc      2:acc       0.504 (low,vhigh,2,4,big,high)
   120      2:acc      2:acc       0.715 (vhigh,low,5more,4,med,high)
   121      2:acc      2:acc       0.577 (med,high,2,4,big,high)
   122      2:acc      2:acc       0.635 (high,high,3,more,med,med)
   123      2:acc      2:acc       0.652 (high,high,3,more,big,med)
   124      2:acc      2:acc       0.488 (low,vhigh,4,4,small,high)
   125      2:acc      2:acc       0.677 (high,med,4,4,big,high)
   126      2:acc      2:acc       0.652 (low,high,5more,more,big,med)
   127      2:acc      2:acc       0.567 (high,low,4,more,med,med)
   128      2:acc      2:acc       0.718 (med,high,5more,4,med,med)
   129      2:acc      2:acc       0.62 (med,vhigh,4,4,big,high)
   130      2:acc      2:acc       0.43 (med,med,2,4,small,med)
   131      2:acc      2:acc       0.568 (low,vhigh,5more,4,med,high)
   132     3:good      2:acc   +   0.506 (med,low,5more,more,med,med)
   133     3:good      2:acc   +   0.527 (med,low,5more,more,big,med)
   134     3:good     3:good       0.384 (low,low,3,4,big,med)
   135     3:good      2:acc   +   0.41 (low,med,4,more,med,med)
   136     3:good      2:acc   +   0.509 (med,low,3,more,big,med)
   137     3:good      2:acc   +   0.391 (low,low,5more,4,big,med)
   138     3:good      2:acc   +   0.528 (med,low,4,4,big,med)
     1    1:unacc      2:acc   +   0.537 (med,high,2,more,small,med)
     2    1:unacc    1:unacc       0.993 (med,vhigh,4,2,med,high)
     3    1:unacc    1:unacc       0.98 (low,med,4,2,small,high)
     4    1:unacc    1:unacc       0.986 (low,med,2,more,small,low)
     5    1:unacc    1:unacc       0.999 (low,low,5more,2,big,low)
     6    1:unacc    1:unacc       0.967 (med,low,4,more,med,low)
     7    1:unacc    1:unacc       0.992 (vhigh,low,3,4,small,low)
     8    1:unacc    1:unacc       1 (low,vhigh,2,2,med,low)
     9    1:unacc    1:unacc       0.986 (med,low,3,2,small,med)
    10    1:unacc      2:acc   +   0.568 (high,high,4,4,small,med)
    11    1:unacc    1:unacc       0.993 (low,vhigh,4,4,big,low)
    12    1:unacc    1:unacc       0.573 (high,vhigh,2,more,small,high)
    13    1:unacc    1:unacc       0.985 (vhigh,low,5more,4,med,low)
    14    1:unacc    1:unacc       0.567 (med,vhigh,2,4,small,med)
    15    1:unacc    1:unacc       0.981 (low,med,4,4,small,low)
    16    1:unacc    1:unacc       0.514 (med,vhigh,3,4,small,med)
    17    1:unacc    1:unacc       0.996 (low,vhigh,5more,4,small,low)
    18    1:unacc    1:unacc       1 (low,low,4,2,small,low)
    19    1:unacc    1:unacc       0.995 (high,med,3,2,big,med)
    20    1:unacc    1:unacc       0.998 (med,vhigh,2,2,small,med)
    21    1:unacc    1:unacc       0.506 (high,med,4,more,small,med)
    22    1:unacc    1:unacc       0.996 (high,low,4,2,small,high)
    23    1:unacc      2:acc   +   0.559 (high,high,2,more,small,high)
    24    1:unacc      2:acc   +   0.616 (high,vhigh,5more,4,med,high)
    25    1:unacc    1:unacc       0.998 (high,vhigh,4,2,small,med)
    26    1:unacc      2:acc   +   0.64 (vhigh,low,3,4,med,med)
    27    1:unacc    1:unacc       0.997 (high,vhigh,5more,more,small,low)
    28    1:unacc      2:acc   +   0.557 (med,high,2,4,small,med)
    29    1:unacc    1:unacc       0.976 (low,low,3,more,small,low)
    30    1:unacc    1:unacc       0.993 (low,high,4,2,med,med)
    31    1:unacc    1:unacc       0.997 (high,low,2,2,med,med)
    32    1:unacc    1:unacc       1 (high,med,5more,2,big,low)
    33    1:unacc    1:unacc       0.989 (med,med,5more,2,small,med)
    34    1:unacc      2:acc   +   0.559 (high,high,3,4,small,med)
    35    1:unacc    1:unacc       1 (med,high,5more,2,med,low)
    36    1:unacc    1:unacc       0.997 (low,vhigh,2,2,big,med)
    37    1:unacc    1:unacc       1 (vhigh,low,3,2,small,low)
    38    1:unacc    1:unacc       0.994 (high,high,3,2,big,med)
    39    1:unacc    1:unacc       0.972 (med,high,5more,2,med,high)
    40    1:unacc    1:unacc       0.988 (med,low,2,more,small,low)
    41    1:unacc    1:unacc       0.987 (vhigh,low,3,more,med,low)
    42    1:unacc    1:unacc       0.996 (high,vhigh,2,2,big,high)
    43    1:unacc    1:unacc       0.951 (low,med,5more,4,med,low)
    44    1:unacc    1:unacc       0.996 (low,vhigh,4,2,small,high)
    45    1:unacc    1:unacc       0.981 (low,high,3,more,med,low)
    46    1:unacc    1:unacc       1 (low,med,5more,2,small,low)
    47    1:unacc    1:unacc       0.994 (high,low,3,2,med,high)
    48    1:unacc    1:unacc       0.965 (med,low,2,2,big,high)
    49    1:unacc    1:unacc       0.999 (low,low,4,2,big,low)
    50    1:unacc    1:unacc       0.999 (low,med,5more,2,big,low)
    51    1:unacc    1:unacc       0.596 (low,vhigh,2,4,small,med)
    52    1:unacc    1:unacc       0.998 (high,vhigh,2,more,small,low)
    53    1:unacc    1:unacc       0.991 (med,med,2,more,small,low)
    54    1:unacc    1:unacc       0.962 (med,low,5more,more,big,low)
    55    1:unacc    1:unacc       0.997 (high,med,2,more,small,low)
    56    1:unacc    1:unacc       0.999 (low,low,4,2,med,low)
    57    1:unacc    1:unacc       0.993 (high,high,4,more,big,low)
    58    1:unacc    1:unacc       0.967 (med,low,5more,more,med,low)
    59    1:unacc    1:unacc       0.995 (high,low,5more,2,big,med)
    60    1:unacc    1:unacc       1 (vhigh,low,4,2,big,low)
    61    1:unacc    1:unacc       0.975 (low,low,4,more,small,low)
    62    1:unacc    1:unacc       1 (high,high,4,2,med,low)
    63    1:unacc      2:acc   +   0.551 (vhigh,low,4,more,small,med)
    64    1:unacc    1:unacc       0.997 (med,vhigh,2,2,small,high)
    65    1:unacc    1:unacc       0.996 (med,vhigh,2,2,med,med)
    66    1:unacc    1:unacc       0.98 (vhigh,low,3,2,big,high)
    67    1:unacc    1:unacc       0.992 (low,high,4,2,big,med)
    68    1:unacc    1:unacc       1 (high,vhigh,2,2,med,low)
    69    1:unacc    1:unacc       0.969 (low,med,2,4,med,low)
    70    1:unacc    1:unacc       0.995 (low,high,5more,2,small,med)
    71    1:unacc    1:unacc       1 (med,med,5more,2,small,low)
    72    1:unacc    1:unacc       0.969 (low,med,2,more,med,low)
    73    1:unacc    1:unacc       0.994 (med,vhigh,5more,more,med,low)
    74    1:unacc    1:unacc       0.981 (low,med,2,2,med,med)
    75    1:unacc    1:unacc       0.996 (med,high,2,2,small,med)
    76    1:unacc    1:unacc       1 (low,vhigh,3,2,med,low)
    77    1:unacc    1:unacc       0.985 (med,med,3,2,med,med)
    78    1:unacc    1:unacc       0.994 (high,med,4,4,med,low)
    79    1:unacc    1:unacc       0.967 (low,low,3,2,med,med)
    80    1:unacc    1:unacc       0.972 (low,low,5more,4,small,low)
    81    1:unacc      2:acc   +   0.499 (high,med,5more,more,small,med)
    82    1:unacc    1:unacc       0.987 (low,high,2,more,med,low)
    83    1:unacc    1:unacc       0.999 (low,low,5more,2,med,low)
    84    1:unacc    1:unacc       1 (low,low,3,2,small,low)
    85    1:unacc    1:unacc       0.987 (med,high,2,4,big,low)
    86    1:unacc    1:unacc       0.994 (low,high,4,4,small,low)
    87    1:unacc    1:unacc       0.996 (med,vhigh,5more,4,small,low)
    88    1:unacc    1:unacc       0.981 (low,high,3,4,med,low)
    89    1:unacc      2:acc   +   0.543 (vhigh,low,3,more,small,med)
    90    1:unacc    1:unacc       0.522 (low,vhigh,5more,4,small,med)
    91    4:vgood    4:vgood       0.412 (med,med,5more,4,big,high)
    92    4:vgood    4:vgood       0.435 (low,med,4,4,med,high)
    93    4:vgood      2:acc   +   0.362 (med,low,2,more,big,high)
    94    4:vgood    4:vgood       0.599 (low,med,4,more,big,high)
    95    4:vgood      2:acc   +   0.385 (med,low,5more,4,med,high)
    96    4:vgood    4:vgood       0.365 (low,low,2,more,big,high)
    97    4:vgood      2:acc   +   0.36 (med,low,5more,more,med,high)
    98      2:acc      2:acc       0.534 (med,med,5more,4,small,high)
    99      2:acc      2:acc       0.589 (low,vhigh,4,4,big,high)
   100      2:acc      2:acc       0.627 (vhigh,low,5more,more,small,high)
   101      2:acc    1:unacc   +   0.405 (med,low,2,4,small,med)
   102      2:acc      2:acc       0.629 (vhigh,low,3,more,big,high)
   103      2:acc      2:acc       0.725 (high,high,5more,4,med,high)
   104      2:acc      2:acc       0.569 (high,low,3,4,big,med)
   105      2:acc      2:acc       0.665 (high,med,5more,4,med,high)
   106      2:acc      2:acc       0.654 (low,high,4,more,big,med)
   107      2:acc      2:acc       0.572 (med,high,3,4,big,high)
   108      2:acc      2:acc       0.539 (med,high,3,more,big,high)
   109      2:acc      2:acc       0.531 (med,med,4,4,med,med)
   110      2:acc      2:acc       0.61 (high,med,5more,more,big,med)
   111      2:acc      2:acc       0.596 (med,high,2,more,med,high)
   112      2:acc      2:acc       0.63 (med,vhigh,3,4,med,high)
   113      2:acc    1:unacc   +   0.386 (low,med,2,4,small,med)
   114      2:acc      2:acc       0.363 (low,med,5more,more,small,med)
   115      2:acc      2:acc       0.658 (vhigh,low,5more,4,big,high)
   116      2:acc      2:acc       0.662 (med,high,2,4,big,med)
   117      2:acc      2:acc       0.509 (high,low,3,more,small,high)
   118      2:acc      2:acc       0.633 (high,med,4,more,med,high)
   119      2:acc      2:acc       0.653 (vhigh,low,3,4,big,high)
   120      2:acc      2:acc       0.586 (low,vhigh,4,4,med,high)
   121      2:acc      2:acc       0.667 (med,high,5more,more,small,high)
   122      2:acc      2:acc       0.641 (high,high,4,more,med,med)
   123      2:acc    1:unacc   +   0.373 (med,low,3,more,small,med)
   124      2:acc     3:good   +   0.428 (low,low,4,more,small,med)
   125      2:acc      2:acc       0.57 (med,high,4,more,med,high)
   126      2:acc      2:acc       0.372 (low,med,4,4,small,med)
   127      2:acc     3:good   +   0.438 (low,low,2,more,med,med)
   128      2:acc      2:acc       0.674 (med,high,4,4,small,high)
   129      2:acc      2:acc       0.663 (vhigh,low,3,4,big,med)
   130      2:acc      2:acc       0.634 (vhigh,low,4,4,small,high)
   131      2:acc      2:acc       0.615 (med,vhigh,4,more,med,high)
   132     3:good      2:acc   +   0.426 (low,med,2,4,big,med)
   133     3:good     3:good       0.405 (low,low,5more,4,small,high)
   134     3:good     3:good       0.395 (low,low,3,more,big,med)
   135     3:good     3:good       0.38 (low,low,2,4,big,med)
   136     3:good      2:acc   +   0.419 (low,med,4,4,small,high)
   137     3:good      2:acc   +   0.475 (med,low,3,4,big,med)
   138     3:good      2:acc   +   0.439 (low,med,4,more,big,med)
     1    1:unacc    1:unacc       0.597 (high,vhigh,2,more,med,med)
     2    1:unacc    1:unacc       0.981 (med,low,4,2,small,high)
     3    1:unacc    1:unacc       0.997 (high,vhigh,2,more,big,low)
     4    1:unacc    1:unacc       0.984 (vhigh,low,3,4,big,low)
     5    1:unacc    1:unacc       0.918 (low,low,3,2,big,high)
     6    1:unacc      2:acc   +   0.568 (high,high,4,more,small,med)
     7    1:unacc    1:unacc       1 (med,low,2,2,small,low)
     8    1:unacc    1:unacc       1 (high,vhigh,4,2,big,low)
     9    1:unacc    1:unacc       0.983 (low,low,2,2,small,med)
    10    1:unacc    1:unacc       0.968 (low,low,2,4,med,low)
    11    1:unacc    1:unacc       0.996 (low,high,2,4,small,low)
    12    1:unacc    1:unacc       1 (high,med,4,2,small,low)
    13    1:unacc    1:unacc       0.993 (high,med,4,4,big,low)
    14    1:unacc    1:unacc       0.957 (low,low,3,4,med,low)
    15    1:unacc      2:acc   +   0.614 (high,vhigh,5more,4,big,high)
    16    1:unacc    1:unacc       0.996 (low,vhigh,5more,2,med,med)
    17    1:unacc    1:unacc       0.992 (high,high,3,4,big,low)
    18    1:unacc    1:unacc       0.967 (low,med,2,4,big,low)
    19    1:unacc    1:unacc       0.994 (med,high,3,4,small,low)
    20    1:unacc    1:unacc       1 (high,vhigh,3,2,small,low)
    21    1:unacc    1:unacc       0.995 (low,high,4,2,small,med)
    22    1:unacc    1:unacc       0.994 (high,high,4,2,small,high)
    23    1:unacc    1:unacc       0.929 (low,low,4,4,big,low)
    24    1:unacc    1:unacc       0.994 (med,high,3,more,small,low)
    25    1:unacc    1:unacc       0.512 (high,vhigh,3,more,med,med)
    26    1:unacc    1:unacc       1 (med,high,2,2,small,low)
    27    1:unacc    1:unacc       0.995 (high,high,3,more,small,low)
    28    1:unacc    1:unacc       0.882 (low,med,5more,2,big,high)
    29    1:unacc    1:unacc       0.997 (med,vhigh,4,2,small,med)
    30    1:unacc    1:unacc       1 (low,high,4,2,big,low)
    31    1:unacc    1:unacc       0.996 (high,vhigh,4,more,med,low)
    32    1:unacc    1:unacc       1 (high,high,5more,2,med,low)
    33    1:unacc    1:unacc       0.967 (low,low,4,2,med,med)
    34    1:unacc    1:unacc       1 (med,med,4,2,med,low)
    35    1:unacc    1:unacc       0.995 (low,vhigh,4,more,med,low)
    36    1:unacc    1:unacc       0.998 (high,low,2,2,small,med)
    37    1:unacc      2:acc   +   0.592 (med,high,5more,more,small,med)
    38    1:unacc    1:unacc       0.994 (high,med,4,more,med,low)
    39    1:unacc    1:unacc       0.992 (low,vhigh,4,2,med,high)
    40    1:unacc    1:unacc       0.97 (med,med,3,more,big,low)
    41    1:unacc    1:unacc       0.989 (med,med,5more,more,small,low)
    42    1:unacc      2:acc   +   0.51 (high,vhigh,4,4,small,high)
    43    1:unacc    1:unacc       0.972 (vhigh,low,4,2,big,high)
    44    1:unacc    1:unacc       0.971 (low,low,5more,2,med,med)
    45    1:unacc    1:unacc       0.994 (med,vhigh,5more,more,big,low)
    46    1:unacc    1:unacc       0.986 (med,med,5more,2,small,high)
    47    1:unacc    1:unacc       0.986 (med,low,2,2,med,med)
    48    1:unacc    1:unacc       0.985 (med,med,4,2,med,med)
    49    1:unacc    1:unacc       0.99 (vhigh,low,5more,2,med,med)
    50    1:unacc    1:unacc       0.997 (high,vhigh,3,2,small,high)
    51    1:unacc    1:unacc       0.977 (med,high,5more,more,big,low)
    52    1:unacc    1:unacc       0.558 (med,vhigh,3,more,small,med)
    53    1:unacc    1:unacc       0.979 (vhigh,low,5more,2,med,high)
    54    1:unacc    1:unacc       1 (med,high,5more,2,small,low)
    55    1:unacc    1:unacc       0.967 (low,low,3,2,big,med)
    56    1:unacc    1:unacc       0.979 (low,high,2,2,med,high)
    57    1:unacc    1:unacc       1 (high,high,5more,2,small,low)
    58    1:unacc    1:unacc       0.995 (high,vhigh,5more,2,big,high)
    59    1:unacc    1:unacc       0.992 (med,high,3,2,small,high)
    60    1:unacc    1:unacc       0.982 (low,low,2,more,small,low)
    61    1:unacc    1:unacc       1 (low,high,3,2,big,low)
    62    1:unacc    1:unacc       0.54 (med,vhigh,2,more,small,high)
    63    1:unacc    1:unacc       0.995 (med,vhigh,3,more,big,low)
    64    1:unacc    1:unacc       0.994 (med,high,4,more,small,low)
    65    1:unacc    1:unacc       0.994 (high,med,2,2,med,high)
    66    1:unacc    1:unacc       0.999 (low,med,4,2,med,low)
    67    1:unacc    1:unacc       0.934 (low,low,5more,4,big,low)
    68    1:unacc    1:unacc       0.908 (low,med,4,2,med,high)
    69    1:unacc    1:unacc       0.995 (high,med,3,2,small,high)
    70    1:unacc    1:unacc       0.992 (vhigh,low,3,2,small,med)
    71    1:unacc    1:unacc       0.968 (low,high,3,2,med,high)
    72    1:unacc    1:unacc       0.996 (low,vhigh,3,2,big,med)
    73    1:unacc    1:unacc       0.99 (low,vhigh,4,2,big,high)
    74    1:unacc    1:unacc       0.998 (low,vhigh,2,2,small,med)
    75    1:unacc    1:unacc       0.985 (med,high,2,2,med,high)
    76    1:unacc    1:unacc       0.988 (med,med,5more,4,small,low)
    77    1:unacc    1:unacc       0.993 (high,med,4,more,big,low)
    78    1:unacc    1:unacc       0.977 (low,high,3,more,big,low)
    79    1:unacc    1:unacc       0.997 (low,vhigh,4,more,small,low)
    80    1:unacc    1:unacc       1 (med,high,4,2,med,low)
    81    1:unacc    1:unacc       0.995 (high,low,4,2,big,med)
    82    1:unacc    1:unacc       0.993 (high,high,4,more,med,low)
    83    1:unacc    1:unacc       0.996 (low,vhigh,3,2,med,med)
    84    1:unacc    1:unacc       0.995 (high,high,2,4,med,low)
    85    1:unacc    1:unacc       1 (med,vhigh,2,2,small,low)
    86    1:unacc    1:unacc       0.926 (med,low,4,2,big,high)
    87    1:unacc    1:unacc       0.679 (high,vhigh,2,more,small,med)
    88    1:unacc    1:unacc       1 (low,high,5more,2,small,low)
    89    1:unacc    1:unacc       0.994 (high,low,3,4,big,low)
    90    1:unacc    1:unacc       0.988 (med,med,4,more,small,low)
    91    4:vgood      2:acc   +   0.497 (low,high,3,more,big,high)
    92    4:vgood      2:acc   +   0.392 (med,low,2,4,big,high)
    93    4:vgood      2:acc   +   0.451 (med,med,3,more,med,high)
    94    4:vgood      2:acc   +   0.439 (med,med,3,4,big,high)
    95    4:vgood      2:acc   +   0.405 (med,med,2,more,big,high)
    96    4:vgood      2:acc   +   0.42 (med,med,3,more,big,high)
    97    4:vgood    4:vgood       0.304 (low,low,2,4,big,high)
    98      2:acc      2:acc       0.656 (high,low,5more,4,big,high)
    99      2:acc      2:acc       0.548 (med,vhigh,3,more,big,med)
   100      2:acc      2:acc       0.437 (med,med,4,4,small,med)
   101      2:acc      2:acc       0.666 (low,high,3,4,big,med)
   102      2:acc      2:acc       0.617 (med,high,2,4,small,high)
   103      2:acc      2:acc       0.53 (med,vhigh,5more,more,small,high)
   104      2:acc      2:acc       0.503 (med,med,5more,more,med,med)
   105      2:acc      2:acc       0.689 (high,high,2,4,big,high)
   106      2:acc      2:acc       0.598 (med,vhigh,5more,more,med,high)
   107      2:acc      2:acc       0.537 (med,vhigh,3,more,small,high)
   108      2:acc      2:acc       0.558 (low,high,5more,4,small,med)
   109      2:acc      2:acc       0.517 (med,med,5more,4,big,med)
   110      2:acc      2:acc       0.426 (med,med,2,more,med,high)
   111      2:acc      2:acc       0.497 (low,vhigh,5more,4,small,high)
   112      2:acc      2:acc       0.59 (low,high,2,4,big,med)
   113      2:acc      2:acc       0.561 (low,vhigh,4,more,big,high)
   114      2:acc      2:acc       0.447 (med,med,2,more,med,med)
   115      2:acc      2:acc       0.511 (med,med,3,4,med,med)
   116      2:acc      2:acc       0.586 (high,med,2,more,med,high)
   117      2:acc      2:acc       0.522 (high,med,2,4,big,med)
   118      2:acc      2:acc       0.62 (med,vhigh,4,more,big,high)
   119      2:acc      2:acc       0.378 (med,low,4,4,small,med)
   120      2:acc      2:acc       0.543 (med,vhigh,4,4,small,high)
   121      2:acc    1:unacc   +   0.499 (low,vhigh,5more,4,med,med)
   122      2:acc      2:acc       0.64 (high,low,4,more,med,high)
   123      2:acc    1:unacc   +   0.349 (low,med,4,more,small,med)
   124      2:acc      2:acc       0.702 (med,high,4,4,big,med)
   125      2:acc      2:acc       0.591 (med,high,5more,4,med,high)
   126      2:acc      2:acc       0.509 (low,vhigh,3,more,big,med)
   127      2:acc      2:acc       0.677 (med,high,4,more,med,med)
   128      2:acc      2:acc       0.556 (med,high,4,4,big,high)
   129      2:acc      2:acc       0.565 (low,vhigh,5more,4,big,high)
   130      2:acc      2:acc       0.691 (vhigh,low,4,4,med,high)
   131      2:acc      2:acc       0.656 (high,high,4,4,med,med)
   132     3:good     3:good       0.404 (low,low,5more,more,med,med)
   133     3:good     3:good       0.389 (low,low,4,4,small,high)
   134     3:good      2:acc   +   0.405 (med,low,2,4,big,med)
   135     3:good      2:acc   +   0.276 (low,low,2,more,med,high)
   136     3:good      2:acc   +   0.436 (low,med,3,4,small,high)
   137     3:good      2:acc   +   0.408 (low,med,5more,4,big,med)
   138     3:good      2:acc   +   0.412 (low,med,3,more,med,med)
     1    1:unacc    1:unacc       0.976 (med,high,3,2,med,high)
