@relation ArtificialCharacters-weka.filters.supervised.attribute.NominalToBinary

@attribute CLASS {A,C,D,E,F,G,H,L,P,R}
@attribute OBJNUM numeric
@attribute TYPE string
@attribute XX1 numeric
@attribute YY1 numeric
@attribute XX2 numeric
@attribute YY2 numeric
@attribute SIZE numeric
@attribute DIAG numeric

@data
D,0,line,0,0,1,27,27.02,30.41
D,1,line,1,27,7,24,6.71,30.41
D,2,line,7,24,14,19,8.6,30.41
D,3,line,14,19,14,10,9,30.41
D,4,line,14,10,7,5,8.6,30.41
D,5,line,7,5,0,0,8.6,30.41
D,0,line,0,0,0,28,28,30.46
D,1,line,0,28,12,18,15.62,30.46
D,2,line,12,18,12,9,9,30.46
D,3,line,12,9,0,0,15,30.46
D,0,line,0,0,0,20,20,26.25
D,1,line,0,20,17,14,18.03,26.25
D,2,line,17,14,17,7,7,26.25
D,3,line,17,7,0,0,18.38,26.25
D,0,line,0,0,1,30,30.02,39.05
D,1,line,1,30,20,24,19.92,39.05
D,2,line,20,24,25,15,10.3,39.05
D,3,line,25,15,20,8,8.6,39.05
D,4,line,20,8,0,0,21.54,39.05
D,0,line,0,0,1,35,35.01,46.75
D,1,line,1,35,16,27,17,46.75
D,2,line,16,27,31,18,17.49,46.75
D,3,line,31,18,16,9,17.49,46.75
D,4,line,16,9,0,0,18.36,46.75
D,0,line,0,0,0,26,26,36.07
D,1,line,0,26,11,21,12.08,36.07
D,2,line,11,21,25,17,14.56,36.07
D,3,line,25,17,25,8,9,36.07
D,4,line,25,8,11,4,14.56,36.07
D,5,line,11,4,0,0,11.7,36.07
D,0,line,0,0,2,36,36.06,40.25
D,1,line,2,36,17,30,16.16,40.25
D,2,line,17,30,18,24,6.08,40.25
D,3,line,18,24,18,12,12,40.25
D,4,line,18,12,17,6,6.08,40.25
D,5,line,17,6,0,0,18.03,40.25
D,0,line,0,0,1,32,32.02,34.93
D,1,line,1,32,14,22,16.4,34.93
D,2,line,14,22,14,11,11,34.93
D,3,line,14,11,0,0,17.8,34.93
D,0,line,0,0,1,21,21.02,23.26
D,1,line,1,21,9,15,10,23.26
D,2,line,9,15,10,10,5.1,23.26
D,3,line,10,10,9,5,5.1,23.26
D,4,line,9,5,0,0,10.3,23.26
D,0,line,0,0,1,24,24.02,28.3
D,1,line,1,24,10,18,10.82,28.3
D,2,line,10,18,15,12,7.81,28.3
D,3,line,15,12,10,6,7.81,28.3
D,4,line,10,6,0,0,11.66,28.3
D,0,line,0,0,1,39,39.01,43.83
D,1,line,1,39,17,30,18.36,43.83
D,2,line,17,30,20,20,10.44,43.83
D,3,line,20,20,17,10,10.44,43.83
D,4,line,17,10,0,0,19.72,43.83
D,0,line,0,0,1,36,36.01,50.21
D,1,line,1,36,25,30,24.74,50.21
D,2,line,25,30,35,24,11.66,50.21
D,3,line,35,24,35,12,12,50.21
D,4,line,35,12,25,6,11.66,50.21
D,5,line,25,6,0,0,25.71,50.21
D,0,line,0,0,1,20,20.02,21.93
D,1,line,1,20,9,14,10,21.93
D,2,line,9,14,9,7,7,21.93
D,3,line,9,7,0,0,11.4,21.93
D,0,line,0,0,0,30,30,37.8
D,1,line,0,30,23,20,25.08,37.8
D,2,line,23,20,23,10,10,37.8
D,3,line,23,10,0,0,25.08,37.8
D,0,line,0,0,0,21,21,28.32
D,1,line,0,21,19,14,20.25,28.32
D,2,line,19,14,19,7,7,28.32
D,3,line,19,7,0,0,20.25,28.32
D,0,line,0,0,1,25,25.02,31.4
D,1,line,1,25,17,18,17.46,31.4
D,2,line,17,18,19,12,6.32,31.4
D,3,line,19,12,17,6,6.32,31.4
D,4,line,17,6,0,0,18.03,31.4
D,0,line,0,0,0,35,35,38.48
D,1,line,0,35,16,24,19.42,38.48
D,2,line,16,24,16,12,12,38.48
D,3,line,16,12,0,0,20,38.48
D,0,line,0,0,2,27,27.07,30.89
D,1,line,2,27,12,21,11.66,30.89
D,2,line,12,21,15,14,7.62,30.89
D,3,line,15,14,12,7,7.62,30.89
D,4,line,12,7,0,0,13.89,30.89
D,0,line,0,0,0,33,33,36.67
D,1,line,0,33,11,26,13.04,36.67
D,2,line,11,26,16,21,7.07,36.67
D,3,line,16,21,16,10,11,36.67
D,4,line,16,10,11,5,7.07,36.67
D,5,line,11,5,0,0,12.08,36.67
D,0,line,0,0,1,28,28.02,30.46
D,1,line,1,28,12,18,14.87,30.46
D,2,line,12,18,12,9,9,30.46
D,3,line,12,9,0,0,15,30.46
D,0,line,0,0,0,23,23,25.94
D,1,line,0,23,6,20,6.71,25.94
D,2,line,6,20,12,16,7.21,25.94
D,3,line,12,16,12,8,8,25.94
D,4,line,12,8,6,4,7.21,25.94
D,5,line,6,4,0,0,7.21,25.94
D,0,line,0,0,0,38,38,49.04
D,1,line,0,38,25,30,26.25,49.04
D,2,line,25,30,31,19,12.53,49.04
D,3,line,31,19,25,10,10.82,49.04
D,4,line,25,10,0,0,26.93,49.04
D,0,line,0,0,0,24,24,26.83
D,1,line,0,24,9,20,9.85,26.83
D,2,line,9,20,12,16,5,26.83
D,3,line,12,16,12,8,8,26.83
D,4,line,12,8,9,4,5,26.83
D,5,line,9,4,0,0,9.85,26.83
D,0,line,0,0,1,39,39.01,42.54
D,1,line,1,39,17,26,20.62,42.54
D,2,line,17,26,17,13,13,42.54
D,3,line,17,13,0,0,21.4,42.54
D,0,line,0,0,1,38,38.01,47.8
D,1,line,1,38,29,26,30.46,47.8
D,2,line,29,26,29,13,13,47.8
D,3,line,29,13,0,0,31.78,47.8
D,0,line,0,0,2,25,25.08,27.31
D,1,line,2,25,11,16,12.73,27.31
D,2,line,11,16,11,8,8,27.31
D,3,line,11,8,0,0,13.6,27.31
D,0,line,0,0,0,28,28,31.3
D,1,line,0,28,7,24,8.06,31.3
D,2,line,7,24,14,19,8.6,31.3
D,3,line,14,19,14,10,9,31.3
D,4,line,14,10,7,5,8.6,31.3
D,5,line,7,5,0,0,8.6,31.3
D,0,line,0,0,2,20,20.1,25
D,1,line,2,20,10,15,9.43,25
D,2,line,10,15,15,10,7.07,25
D,3,line,15,10,10,5,7.07,25
D,4,line,10,5,0,0,11.18,25
D,0,line,0,0,0,24,24,26.83
D,1,line,0,24,6,20,7.21,26.83
D,2,line,6,20,12,16,7.21,26.83
D,3,line,12,16,12,8,8,26.83
D,4,line,12,8,6,4,7.21,26.83
D,5,line,6,4,0,0,7.21,26.83
D,0,line,0,0,2,38,38.05,41.63
D,1,line,2,38,17,26,19.21,41.63
D,2,line,17,26,17,13,13,41.63
D,3,line,17,13,0,0,21.4,41.63
D,0,line,0,0,0,37,37,40.31
D,1,line,0,37,16,24,20.62,40.31
D,2,line,16,24,16,12,12,40.31
D,3,line,16,12,0,0,20,40.31
D,0,line,0,0,1,21,21.02,26.4
D,1,line,1,21,10,16,10.3,26.4
D,2,line,10,16,16,13,6.71,26.4
D,3,line,16,13,16,6,7,26.4
D,4,line,16,6,10,3,6.71,26.4
D,5,line,10,3,0,0,10.44,26.4
D,0,line,0,0,0,39,39,43.83
D,1,line,0,39,17,30,19.24,43.83
D,2,line,17,30,20,20,10.44,43.83
D,3,line,20,20,17,10,10.44,43.83
D,4,line,17,10,0,0,19.72,43.83
D,0,line,0,0,0,29,29,31.38
D,1,line,0,29,12,18,16.28,31.38
D,2,line,12,18,12,9,9,31.38
D,3,line,12,9,0,0,15,31.38
D,0,line,0,0,0,22,22,24.6
D,1,line,0,22,10,18,10.77,24.6
D,2,line,10,18,11,11,7.07,24.6
D,3,line,11,11,10,6,5.1,24.6
D,4,line,10,6,0,0,11.66,24.6
D,0,line,0,0,0,37,37,41.15
D,1,line,0,37,12,30,13.89,41.15
D,2,line,12,30,18,24,8.49,41.15
D,3,line,18,24,18,12,12,41.15
D,4,line,18,12,12,6,8.49,41.15
D,5,line,12,6,0,0,13.42,41.15
D,0,line,0,0,1,33,33.02,36.67
D,1,line,1,33,14,24,15.81,36.67
D,2,line,14,24,16,16,8.25,36.67
D,3,line,16,16,14,8,8.25,36.67
D,4,line,14,8,0,0,16.12,36.67
D,0,line,0,0,2,23,23.09,26.42
D,1,line,2,23,9,20,7.62,26.42
D,2,line,9,20,13,16,5.66,26.42
D,3,line,13,16,13,8,8,26.42
D,4,line,13,8,9,4,5.66,26.42
D,5,line,9,4,0,0,9.85,26.42
D,0,line,0,0,1,28,28.02,31.3
D,1,line,1,28,7,24,7.21,31.3
D,2,line,7,24,14,19,8.6,31.3
D,3,line,14,19,14,10,9,31.3
D,4,line,14,10,7,5,8.6,31.3
D,5,line,7,5,0,0,8.6,31.3
D,0,line,0,0,2,34,34.06,38.01
D,1,line,2,34,14,24,15.62,38.01
D,2,line,14,24,17,17,7.62,38.01
D,3,line,17,17,14,8,9.49,38.01
D,4,line,14,8,0,0,16.12,38.01
D,0,line,0,0,1,38,38.01,42.49
D,1,line,1,38,17,30,17.89,42.49
D,2,line,17,30,19,19,11.18,42.49
D,3,line,19,19,17,10,9.22,42.49
D,4,line,17,10,0,0,19.72,42.49
D,0,line,0,0,0,34,34,40.5
D,1,line,0,34,15,29,15.81,40.5
D,2,line,15,29,22,23,9.22,40.5
D,3,line,22,23,22,12,11,40.5
D,4,line,22,12,15,6,9.22,40.5
D,5,line,15,6,0,0,16.16,40.5
D,0,line,0,0,1,35,35.01,48.8
D,1,line,1,35,20,30,19.65,48.8
D,2,line,20,30,34,24,15.23,48.8
D,3,line,34,24,34,12,12,48.8
D,4,line,34,12,20,6,15.23,48.8
D,5,line,20,6,0,0,20.88,48.8
D,0,line,0,0,1,29,29.02,32.2
D,1,line,1,29,12,21,13.6,32.2
D,2,line,12,21,14,14,7.28,32.2
D,3,line,14,14,12,7,7.28,32.2
D,4,line,12,7,0,0,13.89,32.2
E,0,line,0,0,0,14,14,35.47
E,1,line,0,14,1,27,13.04,35.47
E,2,line,0,14,21,14,21,35.47
E,3,line,1,27,23,27,22,35.47
E,4,line,0,0,14,0,14,35.47
E,0,line,0,0,0,20,20,34.01
E,1,line,0,20,0,29,9,34.01
E,2,line,0,20,14,18,14.14,34.01
E,3,line,0,29,9,31,9.22,34.01
E,4,line,0,0,11,0,11,34.01
E,0,line,0,0,0,21,21,46.52
E,1,line,0,21,0,42,21,46.52
E,2,line,0,21,20,21,20,46.52
E,3,line,0,42,7,41,7.07,46.52
E,4,line,0,0,13,1,13.04,46.52
E,0,line,0,0,0,20,20,41.62
E,1,line,0,20,0,33,13,41.62
E,2,line,0,20,24,18,24.08,41.62
E,3,line,0,33,14,33,14,41.62
E,4,line,0,0,20,-1,20.02,41.62
E,0,line,0,0,0,14,14,43.19
E,1,line,0,14,2,32,18.11,43.19
E,2,line,0,14,13,16,13.15,43.19
E,3,line,2,32,15,31,13.04,43.19
E,4,line,0,0,29,0,29,43.19
E,0,line,0,0,0,8,8,42.64
E,1,line,0,8,2,33,25.08,42.64
E,2,line,0,8,27,10,27.07,42.64
E,3,line,2,33,27,31,25.08,42.64
E,4,line,0,0,16,1,16.03,42.64
E,0,line,0,0,0,12,12,39.7
E,1,line,0,12,0,30,18,39.7
E,2,line,0,12,16,12,16,39.7
E,3,line,0,30,21,29,21.02,39.7
E,4,line,0,0,26,1,26.02,39.7
E,0,line,0,0,0,9,9,37.44
E,1,line,0,9,0,31,22,37.44
E,2,line,0,9,21,9,21,37.44
E,3,line,0,31,14,30,14.04,37.44
E,4,line,0,0,17,0,17,37.44
E,0,line,0,0,0,14,14,48.92
E,1,line,0,14,2,37,23.09,48.92
E,2,line,0,14,13,13,13.04,48.92
E,3,line,2,37,10,37,8,48.92
E,4,line,0,0,32,0,32,48.92
E,0,line,0,0,0,22,22,53.01
E,1,line,0,22,1,43,21.02,53.01
E,2,line,0,22,6,21,6.08,53.01
E,3,line,1,43,30,42,29.02,53.01
E,4,line,0,0,31,2,31.06,53.01
E,0,line,0,0,0,17,17,39.7
E,1,line,0,17,0,30,13,39.7
E,2,line,0,17,14,17,14,39.7
E,3,line,0,30,26,29,26.02,39.7
E,4,line,0,0,7,1,7.07,39.7
E,0,line,0,0,0,18,18,44.65
E,1,line,0,18,2,37,19.1,44.65
E,2,line,0,18,6,18,6,44.65
E,3,line,2,37,25,37,23,44.65
E,4,line,0,0,24,2,24.08,44.65
E,0,line,0,0,0,12,12,32.8
E,1,line,0,12,1,23,11.05,32.8
E,2,line,0,12,20,11,20.02,32.8
E,3,line,1,23,8,24,7.07,32.8
E,4,line,0,0,10,-2,10.2,32.8
E,0,line,0,0,0,6,6,36.88
E,1,line,0,6,0,26,20,36.88
E,2,line,0,6,19,7,19.03,36.88
E,3,line,0,26,22,24,22.09,36.88
E,4,line,0,0,24,-2,24.08,36.88
E,0,line,0,0,0,15,15,32.65
E,1,line,0,15,0,24,9,32.65
E,2,line,0,15,21,16,21.02,32.65
E,3,line,0,24,10,25,10.05,32.65
E,4,line,0,0,21,0,21,32.65
E,0,line,0,0,0,6,6,17.8
E,1,line,0,6,2,12,6.32,17.8
E,2,line,0,6,8,4,8.25,17.8
E,3,line,2,12,11,14,9.22,17.8
E,4,line,0,0,11,0,11,17.8
E,0,line,0,0,0,15,15,53.76
E,1,line,0,15,2,36,21.1,53.76
E,2,line,0,15,12,17,12.17,53.76
E,3,line,2,36,37,38,35.06,53.76
E,4,line,0,0,23,-1,23.02,53.76
E,0,line,0,0,0,9,9,29.21
E,1,line,0,9,0,22,13,29.21
E,2,line,0,9,18,7,18.11,29.21
E,3,line,0,22,18,23,18.03,29.21
E,4,line,0,0,8,0,8,29.21
E,0,line,0,0,0,14,14,38.29
E,1,line,0,14,0,29,15,38.29
E,2,line,0,14,16,12,16.12,38.29
E,3,line,0,29,25,29,25,38.29
E,4,line,0,0,20,1,20.02,38.29
E,0,line,0,0,0,18,18,37.01
E,1,line,0,18,0,29,11,37.01
E,2,line,0,18,23,18,23,37.01
E,3,line,0,29,14,29,14,37.01
E,4,line,0,0,6,2,6.32,37.01
E,0,line,0,0,0,6,6,34.71
E,1,line,0,6,1,24,18.03,34.71
E,2,line,0,6,19,7,19.03,34.71
E,3,line,1,24,9,26,8.25,34.71
E,4,line,0,0,23,2,23.09,34.71
E,0,line,0,0,0,22,22,62.29
E,1,line,0,22,2,46,24.08,62.29
E,2,line,0,22,11,23,11.05,62.29
E,3,line,2,46,42,44,40.05,62.29
E,4,line,0,0,22,0,22,62.29
E,0,line,0,0,0,10,10,21.93
E,1,line,0,10,0,16,6,21.93
E,2,line,0,10,10,11,10.05,21.93
E,3,line,0,16,15,16,15,21.93
E,4,line,0,0,7,1,7.07,21.93
E,0,line,0,0,0,16,16,28.23
E,1,line,0,16,2,24,8.25,28.23
E,2,line,0,16,11,16,11,28.23
E,3,line,2,24,9,26,7.28,28.23
E,4,line,0,0,8,1,8.06,28.23
E,0,line,0,0,0,18,18,50.22
E,1,line,0,18,2,40,22.09,50.22
E,2,line,0,18,21,18,21,50.22
E,3,line,2,40,29,41,27.02,50.22
E,4,line,0,0,9,0,9,50.22
E,0,line,0,0,0,6,6,34.83
E,1,line,0,6,0,25,19,34.83
E,2,line,0,6,11,7,11.05,34.83
E,3,line,0,25,21,26,21.02,34.83
E,4,line,0,0,22,-1,22.02,34.83
E,0,line,0,0,0,21,21,46.23
E,1,line,0,21,2,35,14.14,46.23
E,2,line,0,21,8,22,8.06,46.23
E,3,line,2,35,29,34,27.02,46.23
E,4,line,0,0,19,-1,19.03,46.23
E,0,line,0,0,0,13,13,26.87
E,1,line,0,13,2,19,6.32,26.87
E,2,line,0,13,12,14,12.04,26.87
E,3,line,2,19,19,19,17,26.87
E,4,line,0,0,13,1,13.04,26.87
E,0,line,0,0,0,15,15,44.1
E,1,line,0,15,0,37,22,44.1
E,2,line,0,15,14,15,14,44.1
E,3,line,0,37,24,37,24,44.1
E,4,line,0,0,19,2,19.1,44.1
E,0,line,0,0,0,13,13,41.77
E,1,line,0,13,2,29,16.12,41.77
E,2,line,0,13,6,13,6,41.77
E,3,line,2,29,28,31,26.08,41.77
E,4,line,0,0,13,0,13,41.77
E,0,line,0,0,0,9,9,43.6
E,1,line,0,9,0,33,24,43.6
E,2,line,0,9,9,9,9,43.6
E,3,line,0,33,19,35,19.1,43.6
E,4,line,0,0,26,2,26.08,43.6
E,0,line,0,0,0,24,24,40
E,1,line,0,24,1,32,8.06,40
E,2,line,0,24,24,25,24.02,40
E,3,line,1,32,19,32,18,40
E,4,line,0,0,19,0,19,40
E,0,line,0,0,0,10,10,31.4
E,1,line,0,10,2,23,13.15,31.4
E,2,line,0,10,8,9,8.06,31.4
E,3,line,2,23,19,24,17.03,31.4
E,4,line,0,0,11,-1,11.05,31.4
E,0,line,0,0,0,11,11,51.66
E,1,line,0,11,2,36,25.08,51.66
E,2,line,0,11,18,13,18.11,51.66
E,3,line,2,36,19,36,17,51.66
E,4,line,0,0,35,-2,35.06,51.66
E,0,line,0,0,0,25,25,60.83
E,1,line,0,25,2,44,19.1,60.83
E,2,line,0,25,20,25,20,60.83
E,3,line,2,44,42,42,40.05,60.83
E,4,line,0,0,26,1,26.02,60.83
E,0,line,0,0,0,18,18,48.84
E,1,line,0,18,0,35,17,48.84
E,2,line,0,18,12,18,12,48.84
E,3,line,0,35,33,33,33.06,48.84
E,4,line,0,0,27,-1,27.02,48.84
E,0,line,0,0,0,21,21,35.23
E,1,line,0,21,2,29,8.25,35.23
E,2,line,0,21,18,22,18.03,35.23
E,3,line,2,29,20,29,18,35.23
E,4,line,0,0,14,2,14.14,35.23
E,0,line,0,0,0,6,6,42.01
E,1,line,0,6,1,31,25.02,42.01
E,2,line,0,6,21,6,21,42.01
E,3,line,1,31,11,32,10.05,42.01
E,4,line,0,0,26,-1,26.02,42.01
E,0,line,0,0,0,10,10,28.6
E,1,line,0,10,1,20,10.05,28.6
E,2,line,0,10,17,12,17.12,28.6
E,3,line,1,20,14,21,13.04,28.6
E,4,line,0,0,8,-2,8.25,28.6
E,0,line,0,0,0,8,8,27.8
E,1,line,0,8,1,20,12.04,27.8
E,2,line,0,8,17,8,17,27.8
E,3,line,1,20,8,22,7.28,27.8
E,4,line,0,0,15,1,15.03,27.8
E,0,line,0,0,0,25,25,60.88
E,1,line,0,25,1,44,19.03,60.88
E,2,line,0,25,26,25,26,60.88
E,3,line,1,44,33,44,32,60.88
E,4,line,0,0,41,-1,41.01,60.88
E,0,line,0,0,0,16,16,39.7
E,1,line,0,16,1,30,14.04,39.7
E,2,line,0,16,15,16,15,39.7
E,3,line,1,30,14,28,13.15,39.7
E,4,line,0,0,26,2,26.08,39.7
E,0,line,0,0,0,24,24,54.56
E,1,line,0,24,2,41,17.12,54.56
E,2,line,0,24,25,25,25.02,54.56
E,3,line,2,41,21,40,19.03,54.56
E,4,line,0,0,36,1,36.01,54.56
E,0,line,0,0,0,17,17,53.81
E,1,line,0,17,0,40,23,53.81
E,2,line,0,17,36,15,36.06,53.81
E,3,line,0,40,12,40,12,53.81
E,4,line,0,0,27,0,27,53.81
E,0,line,0,0,0,11,11,39.82
E,1,line,0,11,0,31,20,39.82
E,2,line,0,11,21,13,21.1,39.82
E,3,line,0,31,25,29,25.08,39.82
E,4,line,0,0,20,0,20,39.82
E,0,line,0,0,0,24,24,49.68
E,1,line,0,24,1,38,14.04,49.68
E,2,line,0,24,31,23,31.02,49.68
E,3,line,1,38,15,38,14,49.68
E,4,line,0,0,32,1,32.02,49.68
E,0,line,0,0,0,18,18,35.61
E,1,line,0,18,0,24,6,35.61
E,2,line,0,18,20,20,20.1,35.61
E,3,line,0,24,22,26,22.09,35.61
E,4,line,0,0,6,-2,6.32,35.61
E,0,line,0,0,0,17,17,39.2
E,1,line,0,17,0,31,14,39.2
E,2,line,0,17,16,17,16,39.2
E,3,line,0,31,24,31,24,39.2
E,4,line,0,0,8,0,8,39.2
E,0,line,0,0,0,6,6,35.38
E,1,line,0,6,2,25,19.1,35.38
E,2,line,0,6,9,8,9.22,35.38
E,3,line,2,25,17,23,15.13,35.38
E,4,line,0,0,24,-1,24.02,35.38
E,0,line,0,0,0,7,7,41.87
E,1,line,0,7,2,32,25.08,41.87
E,2,line,0,7,14,5,14.14,41.87
E,3,line,2,32,27,31,25.02,41.87
E,4,line,0,0,7,0,7,41.87
E,0,line,0,0,0,14,14,52.8
E,1,line,0,14,0,39,25,52.8
E,2,line,0,14,32,14,32,52.8
E,3,line,0,39,11,41,11.18,52.8
E,4,line,0,0,27,-1,27.02,52.8
E,0,line,0,0,0,15,15,42.52
E,1,line,0,15,2,30,15.13,42.52
E,2,line,0,15,19,15,19,42.52
E,3,line,2,30,28,30,26,42.52
E,4,line,0,0,6,-2,6.32,42.52
E,0,line,0,0,0,7,7,37.44
E,1,line,0,7,2,31,24.08,37.44
E,2,line,0,7,7,6,7.07,37.44
E,3,line,2,31,17,31,15,37.44
E,4,line,0,0,21,0,21,37.44
E,0,line,0,0,0,10,10,42.2
E,1,line,0,10,2,34,24.08,42.2
E,2,line,0,10,25,10,25,42.2
E,3,line,2,34,21,33,19.03,42.2
E,4,line,0,0,20,0,20,42.2
E,0,line,0,0,0,13,13,50.33
E,1,line,0,13,1,38,25.02,50.33
E,2,line,0,13,28,13,28,50.33
E,3,line,1,38,33,37,32.02,50.33
E,4,line,0,0,11,0,11,50.33
E,0,line,0,0,0,16,16,46.4
E,1,line,0,16,0,37,21,46.4
E,2,line,0,16,18,15,18.03,46.4
E,3,line,0,37,21,35,21.1,46.4
E,4,line,0,0,28,0,28,46.4
E,0,line,0,0,0,20,20,37.8
E,1,line,0,20,0,28,8,37.8
E,2,line,0,20,19,18,19.1,37.8
E,3,line,0,28,20,26,20.1,37.8
E,4,line,0,0,23,-2,23.09,37.8
E,0,line,0,0,0,17,17,43.6
E,1,line,0,17,2,33,16.12,43.6
E,2,line,0,17,26,18,26.02,43.6
E,3,line,2,33,17,32,15.03,43.6
E,4,line,0,0,14,-2,14.14,43.6
E,0,line,0,0,0,8,8,27.02
E,1,line,0,8,2,19,11.18,27.02
E,2,line,0,8,6,8,6,27.02
E,3,line,2,19,16,21,14.14,27.02
E,4,line,0,0,17,0,17,27.02
E,0,line,0,0,0,16,16,47.71
E,1,line,0,16,1,36,20.02,47.71
E,2,line,0,16,26,18,26.08,47.71
E,3,line,1,36,14,38,13.15,47.71
E,4,line,0,0,25,-2,25.08,47.71
E,0,line,0,0,0,6,6,34.06
E,1,line,0,6,2,24,18.11,34.06
E,2,line,0,6,17,7,17.03,34.06
E,3,line,2,24,20,23,18.03,34.06
E,4,line,0,0,22,-2,22.09,34.06
E,0,line,0,0,0,18,18,51.74
E,1,line,0,18,2,38,20.1,51.74
E,2,line,0,18,29,20,29.07,51.74
E,3,line,2,38,22,39,20.02,51.74
E,4,line,0,0,34,0,34,51.74
E,0,line,0,0,0,12,12,47.01
E,1,line,0,12,0,36,24,47.01
E,2,line,0,12,29,11,29.02,47.01
E,3,line,0,36,6,36,6,47.01
E,4,line,0,0,14,-1,14.04,47.01
E,0,line,0,0,0,16,16,33.29
E,1,line,0,16,0,26,10,33.29
E,2,line,0,16,10,14,10.2,33.29
E,3,line,0,26,18,28,18.11,33.29
E,4,line,0,0,9,0,9,33.29
E,0,line,0,0,0,18,18,48.27
E,1,line,0,18,0,37,19,48.27
E,2,line,0,18,14,18,14,48.27
E,3,line,0,37,7,35,7.28,48.27
E,4,line,0,0,31,1,31.02,48.27
E,0,line,0,0,0,18,18,42.52
E,1,line,0,18,2,29,11.18,42.52
E,2,line,0,18,6,20,6.32,42.52
E,3,line,2,29,23,31,21.1,42.52
E,4,line,0,0,28,-1,28.02,42.52
E,0,line,0,0,0,17,17,38.28
E,1,line,0,17,1,33,16.03,38.28
E,2,line,0,17,6,19,6.32,38.28
E,3,line,1,33,9,35,8.25,38.28
E,4,line,0,0,13,-1,13.04,38.28
E,0,line,0,0,0,25,25,58.8
E,1,line,0,25,2,43,18.11,58.8
E,2,line,0,25,33,23,33.06,58.8
E,3,line,2,43,33,42,31.02,58.8
E,4,line,0,0,39,-1,39.01,58.8
E,0,line,0,0,0,22,22,59.41
E,1,line,0,22,2,46,24.08,59.41
E,2,line,0,22,13,22,13,59.41
E,3,line,2,46,35,48,33.06,59.41
E,4,line,0,0,18,1,18.03,59.41
E,0,line,0,0,0,25,25,70.71
E,1,line,0,25,1,50,25.02,70.71
E,2,line,0,25,11,25,11,70.71
E,3,line,1,50,50,50,49,70.71
E,4,line,0,0,9,0,9,70.71
E,0,line,0,0,0,16,16,37.44
E,1,line,0,16,1,28,12.04,37.44
E,2,line,0,16,20,14,20.1,37.44
E,3,line,1,28,21,30,20.1,37.44
E,4,line,0,0,16,-1,16.03,37.44
E,0,line,0,0,0,18,18,29.68
E,1,line,0,18,1,24,6.08,29.68
E,2,line,0,18,6,16,6.32,29.68
E,3,line,1,24,16,25,15.03,29.68
E,4,line,0,0,12,1,12.04,29.68
E,0,line,0,0,0,20,20,45.8
E,1,line,0,20,0,36,16,45.8
E,2,line,0,20,27,22,27.07,45.8
E,3,line,0,36,24,37,24.02,45.8
E,4,line,0,0,13,0,13,45.8
E,0,line,0,0,0,16,16,46.53
E,1,line,0,16,2,41,25.08,46.53
E,2,line,0,16,22,16,22,46.53
E,3,line,2,41,15,40,13.04,46.53
E,4,line,0,0,11,2,11.18,46.53
E,0,line,0,0,0,12,12,41.73
E,1,line,0,12,0,30,18,41.73
E,2,line,0,12,28,11,28.02,41.73
E,3,line,0,30,29,28,29.07,41.73
E,4,line,0,0,15,0,15,41.73
E,0,line,0,0,0,10,10,22.2
E,1,line,0,10,2,16,6.32,22.2
E,2,line,0,10,6,10,6,22.2
E,3,line,2,16,12,18,10.2,22.2
E,4,line,0,0,13,2,13.15,22.2
E,0,line,0,0,0,7,7,42.52
E,1,line,0,7,0,32,25,42.52
E,2,line,0,7,18,6,18.03,42.52
E,3,line,0,32,28,32,28,42.52
E,4,line,0,0,21,0,21,42.52
E,0,line,0,0,0,22,22,35
E,1,line,0,22,0,28,6,35
E,2,line,0,22,21,20,21.1,35
E,3,line,0,28,20,28,20,35
E,4,line,0,0,19,2,19.1,35
E,0,line,0,0,0,16,16,38.83
E,1,line,0,16,2,32,16.12,38.83
E,2,line,0,16,8,18,8.25,38.83
E,3,line,2,32,22,30,20.1,38.83
E,4,line,0,0,19,0,19,38.83
E,0,line,0,0,0,14,14,45.28
E,1,line,0,14,2,32,18.11,45.28
E,2,line,0,14,10,16,10.2,45.28
E,3,line,2,32,20,33,18.03,45.28
E,4,line,0,0,31,1,31.02,45.28
E,0,line,0,0,0,8,8,34.66
E,1,line,0,8,2,25,17.12,34.66
E,2,line,0,8,24,7,24.02,34.66
E,3,line,2,25,22,25,20,34.66
E,4,line,0,0,23,2,23.09,34.66
E,0,line,0,0,0,12,12,23.85
E,1,line,0,12,0,18,6,23.85
E,2,line,0,12,11,10,11.18,23.85
E,3,line,0,18,8,18,8,23.85
E,4,line,0,0,13,-2,13.15,23.85
E,0,line,0,0,0,12,12,39.7
E,1,line,0,12,0,28,16,39.7
E,2,line,0,12,26,14,26.08,39.7
E,3,line,0,28,16,29,16.03,39.7
E,4,line,0,0,25,-1,25.02,39.7
E,0,line,0,0,0,21,21,38.42
E,1,line,0,21,0,30,9,38.42
E,2,line,0,21,13,21,13,38.42
E,3,line,0,30,24,29,24.02,38.42
E,4,line,0,0,9,0,9,38.42
E,0,line,0,0,0,19,19,40.36
E,1,line,0,19,0,30,11,40.36
E,2,line,0,19,6,17,6.32,40.36
E,3,line,0,30,10,30,10,40.36
E,4,line,0,0,27,2,27.07,40.36
E,0,line,0,0,0,17,17,32.8
E,1,line,0,17,2,24,7.28,32.8
E,2,line,0,17,17,17,17,32.8
E,3,line,2,24,14,26,12.17,32.8
E,4,line,0,0,20,0,20,32.8
E,0,line,0,0,0,22,22,54.2
E,1,line,0,22,0,47,25,54.2
